Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Squad,PlSqu
Joe Worrall,eng ENG,DF,27.0,9,3,285.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,0.0,15.0,1.0,0.0,0.32,0.32,0.0,0.32,0.09,0.08,0.16,0.09,0.16,Burnley,Joe WorrallBurnley
Vitinho,br BRA,"MF,FW",25.0,3,3,235.0,2.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,5.0,6.0,9.0,0.38,0.38,0.77,0.38,0.77,0.14,0.2,0.34,0.14,0.34,Burnley,VitinhoBurnley
Andreas Hountondji,bj BEN,"FW,MF",22.0,9,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,Burnley,Andreas HountondjiBurnley
Dara O'Shea,ie IRL,DF,25.0,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.06,0.02,0.08,0.06,0.08,Burnley,Dara O'SheaBurnley
John Egan,ie IRL,DF,31.0,7,1,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Burnley,John EganBurnley
Ashley Barnes,eng ENG,"FW,MF",34.0,13,1,134.0,1.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.3,1.2,1.0,3.0,5.0,0.67,0.67,1.34,0.67,1.34,0.61,0.23,0.84,0.61,0.84,Burnley,Ashley BarnesBurnley
Han-Noah Massengo,fr FRA,MF,23.0,8,1,97.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,0.0,2.0,2.0,0.0,0.93,0.93,0.0,0.93,0.22,0.08,0.3,0.22,0.3,Burnley,Han-Noah MassengoBurnley
Vaclav Hladky,cz CZE,GK,33.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,Vaclav HladkyBurnley
Wilson Odobert,fr FRA,MF,19.0,1,1,89.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,3.0,3.0,7.0,1.01,0.0,1.01,1.01,1.01,0.58,0.21,0.79,0.58,0.79,Burnley,Wilson OdobertBurnley
Enock Agyei,be BEL,"FW,MF",19.0,3,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,8.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,Burnley,Enock AgyeiBurnley
Benson Manuel,ao ANG,"MF,FW",27.0,3,0,46.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,5.0,4.0,11.0,1.96,0.0,1.96,1.96,1.96,0.2,0.0,0.2,0.2,0.2,Burnley,Benson ManuelBurnley
Zeki Amdouni,ch SUI,MF,23.0,2,0,35.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.57,0.0,2.57,2.57,2.57,0.09,0.0,0.09,0.09,0.09,Burnley,Zeki AmdouniBurnley
Oliver Sonne,pe PER,DF,23.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,0.0,0.62,Burnley,Oliver SonneBurnley
Wout Weghorst,nl NED,FW,31.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,Wout WeghorstBurnley
Anass Zaroury,ma MAR,"FW,MF",23.0,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,Anass ZarouryBurnley
Shurandy Sambo,nl NED,MF,22.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,Shurandy SamboBurnley
Johann Berg Gudmundsson,is ISL,MF,33.0,1,0,16.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,5.63,0.0,5.63,5.63,5.63,0.45,0.0,0.45,0.45,0.45,Burnley,Johann Berg GudmundssonBurnley
Nathan Redmond,eng ENG,FW,30.0,2,0,14.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,2.0,3.0,0.0,6.43,6.43,0.0,6.43,0.0,1.28,1.28,0.0,1.28,Burnley,Nathan RedmondBurnley
Jonjo Shelvey,eng ENG,"MF,FW",32.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,3.13,0.0,3.13,Burnley,Jonjo ShelveyBurnley
Aaron Ramsey,eng ENG,MF,21.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,Aaron RamseyBurnley
Luke McNally,ie IRL,"DF,MF",24.0,2,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley,Luke McNallyBurnley
Jaydon Amauri Banel,nl NED,"FW,MF",19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley,Jaydon Amauri BanelBurnley
Hannes Delcroix,be BEL,DF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley,Hannes DelcroixBurnley
Owen Dodgson,eng ENG,"DF,MF",21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley,Owen DodgsonBurnley
Hjalmar Ekdal,se SWE,DF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley,Hjalmar EkdalBurnley
Etienne Green,eng ENG,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley,Etienne GreenBurnley
Will Hugill,eng ENG,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley,Will HugillBurnley
Vernon Masara,eng ENG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley,Vernon MasaraBurnley
Tommy McDermott,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley,Tommy McDermottBurnley
Scott Twine,eng ENG,"FW,MF",25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley,Scott TwineBurnley
Opponent Total,,,25.6,46,506,4140.0,46.0,16.0,13.0,29.0,16.0,0.0,2.0,101.0,5.0,39.1,37.5,28.6,66.1,557.0,1200.0,1178.0,0.35,0.28,0.63,0.35,0.63,0.85,0.62,1.47,0.81,1.44,Burnley,Opponent TotalBurnley
Luke O'Nien,eng ENG,DF,29.0,45,44,3934.0,43.7,3.0,1.0,4.0,3.0,0.0,1.0,9.0,0.0,3.3,2.5,1.0,3.5,45.0,229.0,26.0,0.07,0.02,0.09,0.07,0.09,0.08,0.02,0.1,0.06,0.08,Sunderland,Luke O'NienSunderland
Dan Neil,eng ENG,MF,22.0,44,44,3877.0,43.1,2.0,3.0,5.0,2.0,0.0,0.0,4.0,1.0,0.8,0.8,2.1,3.0,49.0,253.0,51.0,0.05,0.07,0.12,0.05,0.12,0.02,0.05,0.07,0.02,0.07,Sunderland,Dan NeilSunderland
Trai Hume,nir NIR,DF,22.0,44,43,3810.0,42.3,3.0,6.0,9.0,3.0,0.0,0.0,11.0,1.0,2.0,2.0,7.2,9.3,63.0,217.0,139.0,0.07,0.14,0.21,0.07,0.21,0.05,0.17,0.22,0.05,0.22,Sunderland,Trai HumeSunderland
Anthony Patterson,eng ENG,GK,24.0,42,42,3780.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunderland,Anthony PattersonSunderland
Jobe Bellingham,eng ENG,MF,18.0,40,39,3507.0,39.0,4.0,3.0,7.0,4.0,0.0,0.0,10.0,1.0,3.0,3.0,2.9,5.9,52.0,193.0,103.0,0.1,0.08,0.18,0.1,0.18,0.08,0.07,0.15,0.08,0.15,Sunderland,Jobe BellinghamSunderland
Patrick Roberts,eng ENG,"FW,MF",27.0,45,38,3280.0,36.4,2.0,7.0,9.0,1.0,1.0,2.0,8.0,0.0,5.7,4.2,5.3,9.4,125.0,178.0,272.0,0.05,0.19,0.25,0.03,0.22,0.16,0.14,0.3,0.11,0.26,Sunderland,Patrick RobertsSunderland
Chris Mepham,wls WAL,DF,26.0,38,37,3273.0,36.4,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.7,1.7,0.6,2.3,41.0,145.0,5.0,0.03,0.0,0.03,0.03,0.03,0.05,0.02,0.06,0.05,0.06,Sunderland,Chris MephamSunderland
Chris Rigg,eng ENG,"MF,FW",17.0,42,36,3055.0,33.9,4.0,1.0,5.0,4.0,0.0,0.0,8.0,0.0,5.8,5.8,3.0,8.8,48.0,127.0,179.0,0.12,0.03,0.15,0.12,0.15,0.17,0.09,0.26,0.17,0.26,Sunderland,Chris RiggSunderland
Wilson Isidor,fr FRA,FW,23.0,43,34,3112.0,34.6,12.0,2.0,14.0,12.0,0.0,2.0,9.0,0.0,15.2,13.7,3.8,17.4,35.0,23.0,128.0,0.35,0.06,0.4,0.35,0.4,0.44,0.11,0.55,0.39,0.5,Sunderland,Wilson IsidorSunderland
Dennis Cirkin,eng ENG,DF,22.0,36,30,2740.0,30.4,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,2.0,2.0,2.1,4.0,73.0,127.0,135.0,0.1,0.07,0.16,0.1,0.16,0.07,0.07,0.13,0.07,0.13,Sunderland,Dennis CirkinSunderland
Eliezer Mayenda,es ESP,"FW,MF",19.0,37,22,2155.0,23.9,8.0,5.0,13.0,8.0,0.0,0.0,2.0,0.0,9.7,9.7,3.8,13.5,82.0,32.0,157.0,0.33,0.21,0.54,0.33,0.54,0.41,0.16,0.56,0.41,0.56,Sunderland,Eliezer MayendaSunderland
Romaine Mundle,eng ENG,"FW,MF",21.0,22,17,1433.0,15.9,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,2.2,2.2,1.4,3.7,100.0,44.0,179.0,0.31,0.13,0.44,0.31,0.44,0.14,0.09,0.23,0.14,0.23,Sunderland,Romaine MundleSunderland
Alan Browne,ie IRL,"MF,DF",29.0,22,13,1212.0,13.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.4,1.8,16.0,29.0,52.0,0.07,0.0,0.07,0.07,0.07,0.11,0.03,0.13,0.11,0.13,Sunderland,Alan BrowneSunderland
Daniel Ballard,nir NIR,DF,24.0,20,12,1127.0,12.5,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,0.3,1.7,8.0,51.0,5.0,0.16,0.08,0.24,0.16,0.24,0.11,0.03,0.13,0.11,0.13,Sunderland,Daniel BallardSunderland
Enzo Le Fee,fr FRA,"FW,MF",24.0,15,11,1001.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,2.3,3.2,47.0,51.0,106.0,0.09,0.09,0.18,0.09,0.18,0.08,0.21,0.29,0.08,0.29,Sunderland,Enzo Le FeeSunderland
Tom Watson,eng ENG,"FW,MF",18.0,20,11,891.0,9.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.9,1.9,0.9,2.8,50.0,27.0,90.0,0.2,0.0,0.2,0.2,0.2,0.19,0.09,0.28,0.19,0.28,Sunderland,Tom WatsonSunderland
Ajibola Alese,eng ENG,DF,23.0,12,8,703.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,1.0,3.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Sunderland,Ajibola AleseSunderland
Leo Fuhr Hjelde,no NOR,DF,20.0,15,5,410.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,3.0,22.0,16.0,0.0,0.22,0.22,0.0,0.22,0.0,0.03,0.03,0.0,0.03,Sunderland,Leo Fuhr HjeldeSunderland
Simon Moore,eng ENG,GK,34.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunderland,Simon MooreSunderland
Adil Aouchiche,fr FRA,"FW,MF",22.0,8,3,296.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.6,2.1,13.0,14.0,56.0,0.0,0.3,0.3,0.0,0.3,0.15,0.48,0.63,0.15,0.63,Sunderland,Adil AouchicheSunderland
Milan Aleksic,rs SRB,"MF,FW",18.0,8,3,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.1,11.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.35,0.25,0.35,Sunderland,Milan AleksicSunderland
Salis Abdul Samed,gh GHA,MF,24.0,10,3,283.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Sunderland,Salis Abdul SamedSunderland
Aaron Connolly,ie IRL,"FW,MF",24.0,10,2,246.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.0,1.0,9.0,0.37,0.0,0.37,0.37,0.37,0.25,0.0,0.25,0.25,0.25,Sunderland,Aaron ConnollySunderland
Jack Clarke,eng ENG,FW,23.0,2,2,179.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,1.1,1.2,6.0,3.0,13.0,0.5,0.5,1.01,0.5,1.01,0.05,0.56,0.61,0.05,0.61,Sunderland,Jack ClarkeSunderland
Harrison Jones,eng ENG,MF,19.0,4,2,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,2.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.26,0.08,0.26,Sunderland,Harrison JonesSunderland
Joe Anderson,eng ENG,DF,23.0,2,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunderland,Joe AndersonSunderland
Ian Poveda,eng ENG,"FW,MF",24.0,6,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.2,5.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.23,0.06,0.23,Sunderland,Ian PovedaSunderland
Nazariy Rusyn,ua UKR,FW,25.0,8,0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Sunderland,Nazariy RusynSunderland
Jenson Seelt,nl NED,DF,21.0,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunderland,Jenson SeeltSunderland
Nectarios Triantis,au AUS,FW,21.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunderland,Nectarios TriantisSunderland
Abdoullah Ba,fr FRA,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunderland,Abdoullah BaSunderland
Oliver Bainbridge,eng ENG,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunderland,Oliver BainbridgeSunderland
Ben Crompton,eng ENG,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunderland,Ben CromptonSunderland
Pierre Ekwah Elimby,fr FRA,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunderland,Pierre Ekwah ElimbySunderland
Zac Johnson,eng ENG,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunderland,Zac JohnsonSunderland
Thomas Lavery,eng ENG,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunderland,Thomas LaverySunderland
Ben Middlemas,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunderland,Ben MiddlemasSunderland
Blondy Noukeu,cm CMR,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunderland,Blondy NoukeuSunderland
Trey Ogunsuyi,eng ENG,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunderland,Trey OgunsuyiSunderland
Timur Tuterov,ua UKR,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunderland,Timur TuterovSunderland
Opponent Total,,,25.8,46,506,4140.0,46.0,39.0,22.0,61.0,35.0,4.0,5.0,107.0,3.0,49.0,45.3,34.6,79.9,629.0,1503.0,1489.0,0.85,0.48,1.33,0.76,1.24,1.07,0.75,1.82,0.99,1.74,Sunderland,Opponent TotalSunderland
Milan van Ewijk,nl NED,DF,23.0,45,45,4010.0,44.6,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,2.1,2.1,5.8,8.0,99.0,151.0,207.0,0.04,0.04,0.09,0.04,0.09,0.05,0.13,0.18,0.05,0.18,Coventry City,Milan van EwijkCoventry City
Jack Rudoni,eng ENG,MF,24.0,43,40,3502.0,38.9,9.0,12.0,21.0,9.0,0.0,0.0,3.0,0.0,7.6,7.6,9.0,16.6,117.0,194.0,260.0,0.23,0.31,0.54,0.23,0.54,0.19,0.23,0.43,0.19,0.43,Coventry City,Jack RudoniCoventry City
Bobby Thomas,eng ENG,DF,,38,37,3334.0,37.0,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,4.7,4.7,0.7,5.5,21.0,132.0,9.0,0.13,0.0,0.13,0.13,0.13,0.13,0.02,0.15,0.13,0.15,Coventry City,Bobby ThomasCoventry City
Tatsuhiro Sakamoto,jp JPN,"FW,MF",27.0,42,30,2587.0,28.7,4.0,6.0,10.0,4.0,0.0,0.0,4.0,0.0,3.1,3.1,4.2,7.3,71.0,84.0,204.0,0.14,0.21,0.35,0.14,0.35,0.11,0.15,0.26,0.11,0.26,Coventry City,Tatsuhiro SakamotoCoventry City
Joel Latibeaudiere,jm JAM,DF,24.0,33,29,2574.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,1.4,2.3,16.0,81.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Coventry City,Joel LatibeaudiereCoventry City
Oliver Dovin,se SWE,GK,22.0,28,28,2467.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coventry City,Oliver DovinCoventry City
Ellis Simms,eng ENG,FW,23.0,43,26,2286.0,25.4,6.0,2.0,8.0,6.0,0.0,1.0,1.0,0.0,10.0,9.2,2.5,11.7,26.0,18.0,114.0,0.24,0.08,0.31,0.24,0.31,0.39,0.1,0.49,0.36,0.46,Coventry City,Ellis SimmsCoventry City
Liam Kitching,eng ENG,DF,24.0,27,26,2284.0,25.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.5,1.5,1.3,2.8,17.0,90.0,8.0,0.0,0.04,0.04,0.0,0.04,0.06,0.05,0.11,0.06,0.11,Coventry City,Liam KitchingCoventry City
Josh Eccles,eng ENG,MF,24.0,39,25,2340.0,26.0,3.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,2.8,2.8,2.9,5.8,40.0,143.0,73.0,0.12,0.12,0.23,0.12,0.23,0.11,0.11,0.22,0.11,0.22,Coventry City,Josh EcclesCoventry City
Victor Torp,dk DEN,MF,25.0,36,25,2107.0,23.4,6.0,4.0,10.0,5.0,1.0,2.0,2.0,0.0,4.9,3.4,4.8,8.2,21.0,103.0,86.0,0.26,0.17,0.43,0.21,0.38,0.21,0.21,0.42,0.14,0.35,Coventry City,Victor TorpCoventry City
Ben Sheaf,eng ENG,MF,26.0,29,23,2130.0,23.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,2.1,2.1,2.7,4.8,33.0,172.0,39.0,0.0,0.08,0.08,0.0,0.08,0.09,0.11,0.2,0.09,0.2,Coventry City,Ben SheafCoventry City
Jake Bidwell,eng ENG,DF,31.0,29,23,2062.0,22.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,0.9,2.0,2.8,35.0,120.0,132.0,0.04,0.04,0.09,0.04,0.09,0.05,0.09,0.13,0.04,0.12,Coventry City,Jake BidwellCoventry City
Haji Wright,us USA,FW,26.0,27,21,1947.0,21.6,12.0,1.0,13.0,11.0,1.0,1.0,1.0,0.0,11.2,10.4,2.8,13.1,77.0,26.0,137.0,0.55,0.05,0.6,0.51,0.55,0.52,0.13,0.64,0.48,0.61,Coventry City,Haji WrightCoventry City
Luis Binks,eng ENG,DF,22.0,22,21,1852.0,20.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,1.1,1.8,26.0,102.0,6.0,0.0,0.05,0.05,0.0,0.05,0.04,0.05,0.09,0.04,0.09,Coventry City,Luis BinksCoventry City
Jay Dasilva,wls WAL,DF,26.0,31,20,1807.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.2,0.2,1.0,1.2,40.0,89.0,91.0,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.06,0.01,0.06,Coventry City,Jay DasilvaCoventry City
Ephron Mason-Clark,eng ENG,"FW,MF",24.0,30,17,1630.0,18.1,5.0,5.0,10.0,5.0,0.0,0.0,2.0,0.0,6.5,6.5,5.4,11.9,77.0,29.0,158.0,0.28,0.28,0.55,0.28,0.55,0.36,0.3,0.65,0.36,0.65,Coventry City,Ephron Mason-ClarkCoventry City
Matt Grimes,eng ENG,MF,29.0,16,15,1366.0,15.2,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.8,0.8,1.3,2.1,12.0,97.0,12.0,0.13,0.07,0.2,0.13,0.2,0.05,0.09,0.14,0.05,0.14,Coventry City,Matt GrimesCoventry City
Brandon Thomas-Asante,gh GHA,FW,25.0,36,14,1449.0,16.1,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,5.2,5.2,1.7,6.9,32.0,22.0,79.0,0.25,0.19,0.43,0.25,0.43,0.32,0.11,0.43,0.32,0.43,Coventry City,Brandon Thomas-AsanteCoventry City
Bradley Collins,eng ENG,GK,27.0,15,14,1313.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coventry City,Bradley CollinsCoventry City
Jamie Allen,eng ENG,MF,29.0,21,12,1004.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,2.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Coventry City,Jamie AllenCoventry City
Norman Bassette,be BEL,FW,19.0,25,11,907.0,10.1,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,4.8,4.8,0.2,5.1,11.0,6.0,46.0,0.2,0.0,0.2,0.2,0.2,0.48,0.02,0.5,0.48,0.5,Coventry City,Norman BassetteCoventry City
Ben Wilson,eng ENG,GK,31.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coventry City,Ben WilsonCoventry City
Jamie Paterson,eng ENG,"FW,MF",32.0,8,0,79.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,3.0,3.0,6.0,1.14,0.0,1.14,1.14,1.14,0.15,0.34,0.5,0.15,0.5,Coventry City,Jamie PatersonCoventry City
Kasey Palmer,jm JAM,"MF,FW",27.0,3,0,54.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2.0,4.0,1.0,1.67,0.0,1.67,1.67,1.67,0.38,0.0,0.38,0.38,0.38,Coventry City,Kasey PalmerCoventry City
Raphael Borges Rodrigues,au AUS,"MF,FW",20.0,3,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coventry City,Raphael Borges RodriguesCoventry City
Fabio Tavares,eng ENG,FW,23.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coventry City,Fabio TavaresCoventry City
Kai Andrews,wls WAL,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City,Kai AndrewsCoventry City
Luke Bell,,GK,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City,Luke BellCoventry City
Harvey Broad,,DF,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coventry City,Harvey BroadCoventry City
