Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Squad,PlSqu
Jonathan Bond,eng ENG,GK,32-017,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houston Dynamo,Jonathan BondHouston Dynamo
Brooklyn Raines,us USA,MF,20-086,11,9,755.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,4.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Houston Dynamo,Brooklyn RainesHouston Dynamo
Ethan Bartlow,us USA,DF,25-123,12,7,634.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.2,0.9,3.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.12,0.1,0.12,Houston Dynamo,Ethan BartlowHouston Dynamo
Ondrej Lingr,cz CZE,"FW,MF",26-241,9,7,577.0,6.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.2,6.0,18.0,46.0,0.31,0.16,0.47,0.31,0.47,0.16,0.03,0.19,0.16,0.19,Houston Dynamo,Ondrej LingrHouston Dynamo
Erik Sviatchenko,dk DEN,DF,33-244,8,6,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Houston Dynamo,Erik SviatchenkoHouston Dynamo
Nicolas Lodeiro,uy URU,"FW,MF",36-076,13,5,482.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,1.1,1.3,14.0,36.0,43.0,0.19,0.0,0.19,0.19,0.19,0.05,0.2,0.25,0.05,0.25,Houston Dynamo,Nicolas LodeiroHouston Dynamo
Junior Urso,br BRA,MF,36-087,10,4,402.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.0,0.8,5.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Houston Dynamo,Junior UrsoHouston Dynamo
Felipe Vieira,br BRA,DF,20-116,6,4,400.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,0.4,1.6,4.0,13.0,4.0,0.45,0.0,0.45,0.45,0.45,0.29,0.08,0.37,0.29,0.37,Houston Dynamo,Felipe VieiraHouston Dynamo
Pablo Ortiz,co COL,DF,24-362,6,4,331.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,0.0,7.0,0.0,0.27,0.0,0.27,0.27,0.27,0.03,0.02,0.06,0.03,0.06,Houston Dynamo,Pablo OrtizHouston Dynamo
Andrew Tarbell,us USA,GK,31-241,4,4,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houston Dynamo,Andrew TarbellHouston Dynamo
Daniel Steres,us USA,DF,34-206,8,3,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,3.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Houston Dynamo,Daniel SteresHouston Dynamo
Blake Gillingham,us USA,GK,22-237,4,3,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houston Dynamo,Blake GillinghamHouston Dynamo
Aliyu Ibrahim,ng NGA,"MF,FW",23-140,8,2,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16,Houston Dynamo,Aliyu IbrahimHouston Dynamo
Erik Duenas,us USA,"MF,FW",20-230,6,1,142.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,4.0,9.0,9.0,0.0,0.63,0.63,0.0,0.63,0.12,0.21,0.32,0.12,0.32,Houston Dynamo,Erik DuenasHouston Dynamo
Jimmy Maurer,us USA,GK,36-234,2,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houston Dynamo,Jimmy MaurerHouston Dynamo
Gabe Segal,us USA,FW,24-019,5,1,117.0,1.3,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.5,1.7,0.0,1.7,1.0,4.0,11.0,1.54,0.0,1.54,0.77,0.77,1.9,0.0,1.9,1.29,1.29,Houston Dynamo,Gabe SegalHouston Dynamo
Toyosi Olusanya,eng ENG,"FW,MF",27-234,4,0,40.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,3.0,0.0,2.25,2.25,0.0,2.25,0.05,0.2,0.26,0.05,0.26,Houston Dynamo,Toyosi OlusanyaHouston Dynamo
Duane Holmes,us USA,FW,30-211,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41,Houston Dynamo,Duane HolmesHouston Dynamo
Andy Batioja,co COL,FW,19-125,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houston Dynamo,Andy BatiojaHouston Dynamo
Lawrence Ennali,de GER,FW,23-090,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,4.45,0.0,4.45,Houston Dynamo,Lawrence EnnaliHouston Dynamo
Exon Arzu,hn HON,FW,21-017,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston Dynamo,Exon ArzuHouston Dynamo
Diego Gonzalez,us USA,MF,22-232,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston Dynamo,Diego GonzalezHouston Dynamo
Michael Halliday,us USA,DF,22-134,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston Dynamo,Michael HallidayHouston Dynamo
Pedro,br BRA,GK,21-092,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston Dynamo,PedroHouston Dynamo
Opponent Total,,,27.4,17,187,1530.0,17.0,25.0,18.0,43.0,24.0,1.0,1.0,43.0,2.0,23.2,22.4,16.1,38.5,234.0,680.0,674.0,1.47,1.06,2.53,1.41,2.47,1.36,0.95,2.31,1.32,2.27,Houston Dynamo,Opponent TotalHouston Dynamo
Brad Stuver,us USA,GK,34-050,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Austin FC,Brad StuverAustin FC
Guilherme Biro,br BRA,DF,25-035,17,17,1442.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.8,1.6,17.0,51.0,29.0,0.06,0.0,0.06,0.06,0.06,0.05,0.05,0.1,0.05,0.1,Austin FC,Guilherme BiroAustin FC
Owen Wolff,us USA,"MF,FW",20-157,17,16,1338.0,14.9,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,3.1,3.8,37.0,68.0,70.0,0.0,0.2,0.2,0.0,0.2,0.05,0.21,0.26,0.05,0.26,Austin FC,Owen WolffAustin FC
Brandon Vazquez,us USA,FW,26-234,16,16,1337.0,14.9,4.0,0.0,4.0,3.0,1.0,2.0,3.0,0.0,8.6,7.1,0.6,7.7,15.0,21.0,56.0,0.27,0.0,0.27,0.2,0.2,0.58,0.04,0.63,0.47,0.52,Austin FC,Brandon VazquezAustin FC
Jon Gallagher,ie IRL,DF,29-102,17,14,1281.0,14.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,1.6,2.3,35.0,54.0,92.0,0.07,0.0,0.07,0.07,0.07,0.05,0.11,0.16,0.05,0.16,Austin FC,Jon GallagherAustin FC
Brendan Hines-Ike,us USA,DF,30-187,14,14,1259.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.0,0.2,2.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Austin FC,Brendan Hines-IkeAustin FC
Myrto Uzuni,al ALB,FW,30-005,15,14,1204.0,13.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,4.4,4.4,0.8,5.3,7.0,17.0,40.0,0.07,0.07,0.15,0.07,0.15,0.33,0.06,0.39,0.33,0.39,Austin FC,Myrto UzuniAustin FC
Osman Bukari,gh GHA,"MF,FW",26-174,17,14,1151.0,12.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.9,1.9,2.4,4.3,43.0,29.0,110.0,0.08,0.08,0.16,0.08,0.16,0.15,0.19,0.33,0.15,0.33,Austin FC,Osman BukariAustin FC
Oleksandr Svatok,ua UKR,DF,30-251,15,13,1234.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,0.9,3.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Austin FC,Oleksandr SvatokAustin FC
Besard Sabovic,se SWE,MF,27-151,16,12,1088.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.8,1.5,10.0,45.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.12,0.06,0.12,Austin FC,Besard SabovicAustin FC
Ilie Sanchez,es ESP,MF,34-196,14,11,933.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.4,4.0,47.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Austin FC,Ilie SanchezAustin FC
Daniel Pereira,ve VEN,MF,24-326,12,10,872.0,9.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,1.1,1.5,15.0,59.0,17.0,0.1,0.0,0.1,0.1,0.1,0.05,0.11,0.15,0.05,0.15,Austin FC,Daniel PereiraAustin FC
Julio Cascante,cr CRC,DF,31-245,8,6,491.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Austin FC,Julio CascanteAustin FC
Jader Obrian,co COL,"MF,FW",30-018,17,4,461.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.3,1.1,9.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.22,0.16,0.22,Austin FC,Jader ObrianAustin FC
Zan Kolmanic,si SVN,"DF,MF",25-094,12,3,370.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,1.1,1.2,8.0,9.0,28.0,0.24,0.24,0.49,0.24,0.49,0.03,0.27,0.3,0.03,0.3,Austin FC,Zan KolmanicAustin FC
Mikkel Desler,dk DEN,DF,30-106,5,3,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.4,6.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,Austin FC,Mikkel DeslerAustin FC
Nicolas Dubersarsky,ar ARG,MF,20-166,11,2,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,4.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Austin FC,Nicolas DubersarskyAustin FC
Diego Rubio,cl CHI,"FW,MF",32-021,11,1,183.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.7,1.1,4.0,19.0,9.0,0.49,0.49,0.98,0.49,0.98,0.17,0.36,0.53,0.17,0.53,Austin FC,Diego RubioAustin FC
CJ Fodrey,us USA,"FW,MF",21-115,11,0,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.28,0.05,0.33,0.28,0.33,Austin FC,CJ FodreyAustin FC
Robert Taylor,fi FIN,"MF,FW",30-227,3,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.21,0.05,0.26,0.21,0.26,Austin FC,Robert TaylorAustin FC
Micah Burton,us USA,FW,19-071,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin FC,Micah BurtonAustin FC
Stefan Cleveland,us USA,GK,31-011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin FC,Stefan ClevelandAustin FC
Bryant Farkarlun,lr LBR,FW,23-326,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin FC,Bryant FarkarlunAustin FC
Antonio Gomez,us USA,DF,23-172,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin FC,Antonio GomezAustin FC
Nico van Rijn,es ESP,DF,24-071,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin FC,Nico van RijnAustin FC
Riley Thomas,us USA,DF,23-082,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin FC,Riley ThomasAustin FC
Ervin Torres,us USA,DF,17-203,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin FC,Ervin TorresAustin FC
Leo Vaisanen,fi FIN,DF,27-317,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin FC,Leo VaisanenAustin FC
Opponent Total,,,27.0,17,187,1530.0,17.0,19.0,14.0,33.0,19.0,0.0,1.0,37.0,0.0,20.7,19.9,15.0,34.9,297.0,759.0,752.0,1.12,0.82,1.94,1.12,1.94,1.22,0.88,2.1,1.17,2.05,Austin FC,Opponent TotalAustin FC
Sebastien Ibeagha,us USA,DF,33-135,16,15,1395.0,15.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.4,0.8,0.0,31.0,1.0,0.06,0.0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05,FC Dallas,Sebastien IbeaghaFC Dallas
Osaze Urhoghide,nl NED,DF,24-336,15,15,1295.0,14.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.1,0.7,5.0,31.0,3.0,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,FC Dallas,Osaze UrhoghideFC Dallas
Ramiro Benetti,br BRA,MF,32-014,15,15,1251.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,0.5,0.6,7.0,71.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,FC Dallas,Ramiro BenettiFC Dallas
Shaq Moore,us USA,DF,28-215,15,14,1279.0,14.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,1.1,2.8,27.0,33.0,66.0,0.07,0.07,0.14,0.07,0.14,0.12,0.08,0.19,0.12,0.19,FC Dallas,Shaq MooreFC Dallas
Luciano Acosta,ar ARG,"MF,FW",31-005,15,14,1275.0,14.2,3.0,0.0,3.0,3.0,0.0,1.0,5.0,0.0,3.2,2.4,2.8,5.2,41.0,89.0,96.0,0.21,0.0,0.21,0.21,0.21,0.23,0.2,0.42,0.17,0.37,FC Dallas,Luciano AcostaFC Dallas
Maarten Paes,id IDN,GK,27-022,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Dallas,Maarten PaesFC Dallas
Anderson Julio,ec ECU,"FW,DF",29-005,13,12,1008.0,11.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.3,3.3,1.0,4.3,30.0,13.0,80.0,0.36,0.09,0.45,0.36,0.45,0.3,0.09,0.39,0.3,0.39,FC Dallas,Anderson JulioFC Dallas
Petar Musa,hr CRO,FW,27-093,13,11,943.0,10.5,4.0,3.0,7.0,4.0,0.0,1.0,3.0,0.0,3.9,3.1,2.1,5.2,6.0,45.0,47.0,0.38,0.29,0.67,0.38,0.67,0.37,0.2,0.57,0.29,0.5,FC Dallas,Petar MusaFC Dallas
Marco Farfan,us USA,DF,26-205,9,8,719.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.8,1.0,12.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.13,0.02,0.13,FC Dallas,Marco FarfanFC Dallas
Kaick,br BRA,MF,19-188,11,8,691.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.7,0.8,6.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,FC Dallas,KaickFC Dallas
Sebastian Lletget,us USA,MF,32-275,7,7,554.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.7,1.3,3.0,25.0,14.0,0.0,0.16,0.16,0.0,0.16,0.09,0.12,0.21,0.09,0.21,FC Dallas,Sebastian LletgetFC Dallas
Nolan Norris,us USA,DF,20-108,7,7,544.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.4,1.0,7.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16,FC Dallas,Nolan NorrisFC Dallas
Logan Farrington,us USA,FW,23-173,15,6,633.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.7,18.0,16.0,45.0,0.14,0.14,0.28,0.14,0.28,0.12,0.13,0.25,0.12,0.25,FC Dallas,Logan FarringtonFC Dallas
Pedrinho,br BRA,"FW,MF",22-048,12,6,588.0,6.5,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,1.9,1.9,1.7,3.6,18.0,34.0,36.0,0.31,0.46,0.77,0.31,0.77,0.29,0.26,0.55,0.29,0.55,FC Dallas,PedrinhoFC Dallas
Patrickson Delgado,ec ECU,"MF,FW",21-231,12,6,476.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,14.0,21.0,13.0,0.0,0.19,0.19,0.0,0.19,0.03,0.05,0.08,0.03,0.08,FC Dallas,Patrickson DelgadoFC Dallas
Lalas Abubakar,gh GHA,DF,30-162,12,5,474.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.1,0.3,3.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,FC Dallas,Lalas AbubakarFC Dallas
Show,ao ANG,MF,26-091,6,4,304.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,FC Dallas,ShowFC Dallas
Bernard Kamungo,us USA,FW,23-155,12,3,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.8,12.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.19,0.17,0.19,FC Dallas,Bernard KamungoFC Dallas
Leo Chu,br BRA,"FW,MF",25-060,4,3,210.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1.2,2.0,6.0,15.0,0.43,0.0,0.43,0.43,0.43,0.41,0.11,0.52,0.41,0.52,FC Dallas,Leo ChuFC Dallas
Michael Collodi,us USA,GK,24-011,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Dallas,Michael CollodiFC Dallas
Tsiki Ntsabeleng,za RSA,MF,27-116,12,1,292.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,3.0,11.0,4.0,0.0,0.31,0.31,0.0,0.31,0.07,0.18,0.25,0.07,0.25,FC Dallas,Tsiki NtsabelengFC Dallas
Paxton Pomykal,us USA,MF,25-170,2,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.41,FC Dallas,Paxton PomykalFC Dallas
Tarik Scott,us USA,"DF,FW",20-043,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FC Dallas,Tarik ScottFC Dallas
Antonio Carrera,us USA,GK,21-082,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Dallas,Antonio CarreraFC Dallas
Diego Garcia,us USA,MF,18-231,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Dallas,Diego GarciaFC Dallas
Enzo Newman,us USA,DF,19-179,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Dallas,Enzo NewmanFC Dallas
Anthony Ramirez,us USA,FW,19-165,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Dallas,Anthony RamirezFC Dallas
Alvaro Ribeiro,pt POR,DF,20-049,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Dallas,Alvaro RibeiroFC Dallas
Opponent Total,,,26.8,16,176,1440.0,16.0,26.0,15.0,41.0,21.0,5.0,5.0,33.0,2.0,22.4,18.4,14.4,32.8,268.0,780.0,778.0,1.62,0.94,2.56,1.31,2.25,1.4,0.9,2.3,1.15,2.05,FC Dallas,Opponent TotalFC Dallas
John Pulskamp,us USA,GK,24-047,16,16,1440.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.01,0.01,0.0,0.01,Sporting Kansas City,John PulskampSporting Kansas City
Manu Garcia,es ESP,MF,27-154,16,15,1378.0,15.3,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,1.8,3.0,31.0,128.0,39.0,0.13,0.2,0.33,0.13,0.33,0.07,0.12,0.19,0.07,0.19,Sporting Kansas City,Manu GarciaSporting Kansas City
Dejan Joveljic,rs SRB,FW,25-302,15,14,1253.0,13.9,9.0,1.0,10.0,6.0,3.0,4.0,2.0,0.0,5.6,2.4,0.8,3.2,14.0,21.0,59.0,0.65,0.07,0.72,0.43,0.5,0.4,0.05,0.45,0.17,0.23,Sporting Kansas City,Dejan JoveljicSporting Kansas City
Magomed-Shapi Suleymanov,ru RUS,"FW,MF",25-171,16,13,1043.0,11.6,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7,1.7,50.0,44.0,129.0,0.09,0.26,0.35,0.09,0.35,0.09,0.06,0.14,0.09,0.14,Sporting Kansas City,Magomed-Shapi SuleymanovSporting Kansas City
Jacob Bartlett,us USA,MF,19-241,13,13,985.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,1.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Sporting Kansas City,Jacob BartlettSporting Kansas City
Jansen Miller,us USA,DF,23-115,13,12,1125.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,13.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Sporting Kansas City,Jansen MillerSporting Kansas City
Daniel Salloi,hu HUN,"FW,MF",28-321,16,11,1056.0,11.7,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,3.5,3.5,2.0,5.5,24.0,23.0,101.0,0.43,0.17,0.6,0.43,0.6,0.3,0.17,0.47,0.3,0.47,Sporting Kansas City,Daniel SalloiSporting Kansas City
Logan Ndenbe,be BEL,DF,25-116,14,11,955.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.3,0.6,41.0,46.0,84.0,0.09,0.0,0.09,0.09,0.09,0.03,0.03,0.05,0.03,0.05,Sporting Kansas City,Logan NdenbeSporting Kansas City
Robert Voloder,ba BIH,DF,24-027,11,10,929.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sporting Kansas City,Robert VoloderSporting Kansas City
Jake Davis,us USA,"DF,MF",23-153,11,9,811.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.5,1.0,21.0,71.0,40.0,0.0,0.11,0.11,0.0,0.11,0.05,0.06,0.11,0.05,0.11,Sporting Kansas City,Jake DavisSporting Kansas City
Nemanja Radoja,rs SRB,MF,32-119,11,8,749.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,6.0,59.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Sporting Kansas City,Nemanja RadojaSporting Kansas City
Erik Thommy,de GER,"FW,MF",30-289,16,8,733.0,8.1,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1.2,1.2,1.9,3.1,30.0,29.0,80.0,0.25,0.37,0.61,0.25,0.61,0.14,0.24,0.38,0.14,0.38,Sporting Kansas City,Erik ThommySporting Kansas City
Joaquin Fernandez,es ESP,DF,29-005,9,8,651.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.0,0.4,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Sporting Kansas City,Joaquin FernandezSporting Kansas City
