Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Ryoya Ogawa,jp JPN,"DF,MF",27.0,29,28,2449.0,27.2,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,1.6,1.6,3.6,5.2,46.0,98.0,146.0,0.07,0.15,0.22,0.07,0.22,0.06,0.13,0.19,0.06,0.19,Matches
Leo Kokubo,jp JPN,GK,23.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joel Fujita,jp JPN,MF,22.0,27,27,2399.0,26.7,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.8,0.8,2.3,3.1,20.0,141.0,45.0,0.0,0.11,0.11,0.0,0.11,0.03,0.09,0.12,0.03,0.12,Matches
Rein Van Helden,be BEL,DF,22.0,27,26,2340.0,26.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,1.1,1.1,0.4,1.6,26.0,88.0,14.0,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.06,0.04,0.06,Matches
Adriano Bertaccini,be BEL,"FW,MF",23.0,27,26,2221.0,24.7,16.0,1.0,17.0,14.0,2.0,2.0,8.0,0.0,12.3,10.7,0.9,11.6,63.0,42.0,136.0,0.65,0.04,0.69,0.57,0.61,0.5,0.04,0.54,0.43,0.47,Matches
Ryotaro Ito,jp JPN,MF,26.0,28,23,2009.0,22.3,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.9,2.9,3.8,6.6,29.0,133.0,83.0,0.09,0.13,0.22,0.09,0.22,0.13,0.17,0.3,0.13,0.3,Matches
Louis Patris,be BEL,"DF,MF",23.0,23,18,1679.0,18.7,0.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,1.9,1.9,3.5,5.4,33.0,73.0,111.0,0.0,0.27,0.27,0.0,0.27,0.1,0.19,0.29,0.1,0.29,Matches
Bilal Brahimi,dz ALG,"MF,FW",24.0,21,16,1487.0,16.5,1.0,3.0,4.0,1.0,0.0,0.0,6.0,1.0,2.5,2.5,5.9,8.3,82.0,93.0,138.0,0.06,0.18,0.24,0.06,0.24,0.15,0.35,0.5,0.15,0.5,Matches
Robert-Jan Vanwesemael,be BEL,"MF,DF",22.0,29,16,1399.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.8,1.4,39.0,57.0,71.0,0.06,0.06,0.13,0.06,0.13,0.04,0.05,0.09,0.04,0.09,Matches
Kahveh Zahiroleslam,us USA,FW,22.0,17,13,1072.0,11.9,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.9,2.9,2.7,5.6,21.0,22.0,80.0,0.25,0.17,0.42,0.25,0.42,0.24,0.23,0.47,0.24,0.47,Matches
Shogo Taniguchi,jp JPN,DF,33.0,13,12,948.0,10.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9,0.9,0.8,1.7,7.0,37.0,1.0,0.09,0.0,0.09,0.09,0.09,0.09,0.07,0.16,0.09,0.16,Matches
Rihito Yamamoto,jp JPN,MF,22.0,18,11,948.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.8,17.0,51.0,33.0,0.0,0.09,0.09,0.0,0.09,0.03,0.04,0.07,0.03,0.07,Matches
Zineddine Belaid,dz ALG,DF,25.0,12,10,911.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.1,0.9,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches
Wolke Janssens,be BEL,DF,29.0,14,9,882.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrés Ferrari,uy URU,FW,21.0,22,9,824.0,9.2,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,3.1,3.1,0.3,3.4,17.0,16.0,48.0,0.55,0.11,0.66,0.55,0.66,0.34,0.04,0.37,0.34,0.37,Matches
Didier Lamkel Zé,cm CMR,FW,27.0,9,7,641.0,7.1,4.0,0.0,4.0,3.0,1.0,2.0,4.0,0.0,4.3,2.6,0.4,3.0,12.0,20.0,64.0,0.56,0.0,0.56,0.42,0.42,0.61,0.05,0.66,0.37,0.43,Matches
Loïc Lapoussin,mg MAD,"MF,DF",28.0,6,6,506.0,5.6,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.9,2.7,24.0,45.0,38.0,0.18,0.36,0.53,0.18,0.53,0.32,0.17,0.48,0.32,0.48,Matches
Olivier Dumont,be BEL,"MF,FW",22.0,13,5,441.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.0,7.0,18.0,20.0,0.2,0.0,0.2,0.2,0.2,0.1,0.12,0.21,0.1,0.21,Matches
Jo Coppens,be BEL,GK,33.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Frederic Ananou,tg TOG,"DF,MF",26.0,5,2,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Visar Musliu,mk MKD,DF,29.0,3,2,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alouis Diriken,be BEL,MF,20.0,2,2,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adam Nhaili,be BEL,"FW,MF",18.0,8,1,204.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,6.0,7.0,11.0,0.0,0.44,0.44,0.0,0.44,0.03,0.13,0.16,0.03,0.16,Matches
Isaías Delpupo,ar ARG,"FW,DF",21.0,8,1,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.3,0.3,0.3,0.6,5.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.22,0.18,0.4,0.22,0.4,Matches
Simen Juklerød,no NOR,"DF,FW",30.0,5,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
David Mindombe,be BEL,DF,23.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joselpho Barnes,gh GHA,"FW,MF",22.0,9,0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.36,0.07,0.42,0.36,0.42,Matches
Hugo Lambotte,be BEL,MF,18.0,2,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jay-David Mbalanda,fr FRA,FW,17.0,3,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches
Hiiro komori,jp JPN,"MF,FW",23.0,4,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Arthur Alexis,be BEL,MF,18.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ricardo da Costa Pinto,be BEL,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mats Kuipers,be BEL,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Matt Lendfers,be BEL,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,24.9,30,330,2700.0,30.0,54.0,30.0,84.0,44.0,10.0,11.0,53.0,5.0,48.8,40.5,30.7,71.2,535.0,1419.0,1407.0,1.8,1.0,2.8,1.47,2.47,1.63,1.02,2.65,1.35,2.37,
Nayel Mehssatou,cl CHI,"MF,DF",22.0,29,25,2266.0,25.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.3,4.3,34.0,133.0,55.0,0.0,0.08,0.08,0.0,0.08,0.04,0.13,0.17,0.04,0.17,Matches
João Silva,pt POR,DF,25.0,22,22,1875.0,20.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.7,0.7,0.4,1.1,2.0,60.0,0.0,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,Matches
Nacho Ferri,es ESP,FW,19.0,27,22,1844.0,20.5,6.0,1.0,7.0,6.0,0.0,0.0,6.0,0.0,6.7,6.7,1.9,8.5,20.0,41.0,99.0,0.29,0.05,0.34,0.29,0.34,0.33,0.09,0.42,0.33,0.42,Matches
Dion De Neve,be BEL,DF,22.0,26,20,1835.0,20.4,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,3.6,4.8,61.0,56.0,163.0,0.1,0.15,0.25,0.1,0.25,0.06,0.18,0.24,0.06,0.24,Matches
Bram Lagae,be BEL,DF,20.0,19,19,1665.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.8,1.4,11.0,81.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
Abdelkahar Kadri,dz ALG,"MF,FW",24.0,23,19,1659.0,18.4,1.0,6.0,7.0,1.0,0.0,0.0,7.0,1.0,2.9,2.9,3.7,6.6,46.0,104.0,87.0,0.05,0.33,0.38,0.05,0.38,0.16,0.2,0.36,0.16,0.36,Matches
Thierry Ambrose,gp GLP,FW,27.0,29,18,1717.0,19.1,6.0,2.0,8.0,5.0,1.0,1.0,5.0,0.0,6.5,5.8,2.9,8.6,54.0,71.0,140.0,0.31,0.1,0.42,0.26,0.37,0.34,0.15,0.49,0.3,0.45,Matches
Abdoulaye Sissako,fr FRA,"MF,DF",26.0,24,18,1580.0,17.6,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,1.0,2.2,17.0,68.0,19.0,0.11,0.06,0.17,0.11,0.17,0.07,0.06,0.12,0.07,0.12,Matches
Haruya Fujii,jp JPN,DF,23.0,18,17,1544.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,11.0,79.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Brecht Dejaegere,be BEL,"MF,DF",33.0,22,16,1357.0,15.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.7,1.7,1.1,2.7,26.0,69.0,83.0,0.07,0.07,0.13,0.07,0.13,0.11,0.07,0.18,0.11,0.18,Matches
Gilles Dewaele,be BEL,DF,28.0,19,12,1094.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.4,12.0,36.0,60.0,0.08,0.0,0.08,0.08,0.08,0.07,0.05,0.12,0.07,0.12,Matches
Mark Mampasi,ua UKR,DF,21.0,14,12,1038.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.8,0.8,0.0,0.9,6.0,41.0,1.0,0.09,0.0,0.09,0.09,0.09,0.07,0.0,0.08,0.07,0.08,Matches
Tomoki Takamine,jp JPN,MF,26.0,19,11,979.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.7,1.1,1.0,53.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,Matches
Patrik Gunnarsson,is ISL,GK,23.0,11,11,922.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Takuro Kaneko,jp JPN,"MF,FW",27.0,16,11,894.0,9.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.4,2.3,50.0,28.0,99.0,0.1,0.0,0.1,0.1,0.1,0.1,0.14,0.24,0.1,0.24,Matches
Tom Vandenberghe,be BEL,GK,31.0,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dermane Karim,tg TOG,"MF,FW",20.0,9,8,686.0,7.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,0.7,2.3,15.0,25.0,39.0,0.13,0.13,0.26,0.13,0.26,0.2,0.09,0.3,0.2,0.3,Matches
Jean-Kevin Duverne,ht HAI,"DF,MF",27.0,7,7,630.0,7.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.7,13.0,32.0,27.0,0.43,0.0,0.43,0.43,0.43,0.12,0.13,0.24,0.12,0.24,Matches
Marco Ilaimaharitra,mg MAD,MF,29.0,8,7,629.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.3,0.8,6.0,38.0,11.0,0.14,0.0,0.14,0.14,0.14,0.08,0.04,0.12,0.08,0.12,Matches
Ryan Alebiosu,eng ENG,DF,22.0,13,7,610.0,6.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.8,1.0,27.0,15.0,42.0,0.0,0.3,0.3,0.0,0.3,0.02,0.12,0.14,0.02,0.14,Matches
Billal Messaoudi,dz ALG,FW,26.0,15,6,625.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.2,2.2,0.1,2.3,9.0,11.0,50.0,0.0,0.0,0.0,0.0,0.0,0.32,0.01,0.33,0.32,0.33,Matches
Massimo Bruno,be BEL,MF,30.0,18,6,581.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,0.6,1.8,9.0,32.0,31.0,0.0,0.0,0.0,0.0,0.0,0.18,0.09,0.27,0.18,0.27,Matches
Lucas Pirard,be BEL,GK,29.0,7,5,543.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ryotaro Tsunoda,jp JPN,DF,25.0,6,5,454.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Marko Ilić,rs SRB,GK,26.0,5,5,425.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mounaim El Idrissy,fr FRA,"DF,FW",25.0,15,3,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.1,0.2,4.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Koen Kostons,nl NED,"FW,MF",24.0,7,3,261.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.7,1.0,4.0,6.0,21.0,0.0,0.34,0.34,0.0,0.34,0.1,0.23,0.33,0.1,0.33,Matches
Iver Fossum,no NOR,MF,28.0,11,2,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,3.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.16,0.1,0.16,Matches
James Ndjeungoue,cm CMR,DF,21.0,4,2,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.1,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches
Roko Simic,hr CRO,FW,20.0,4,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
Mouhamed Guèye,sn SEN,"DF,MF",20.0,3,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.22,0.08,0.22,Matches
Karol Czubak,pl POL,FW,24.0,5,0,63.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.0,0.0,5.0,0.0,1.43,1.43,0.0,1.43,0.72,0.18,0.9,0.72,0.9,Matches
Kyan Himpe,be BEL,"FW,DF",18.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,4.4,4.4,4.4,Matches
Youssef Challouk,be BEL,"FW,MF",28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ebbe De Vlaeminck,be BEL,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Massimo Decoene,be BEL,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nathan Huygevelde,be BEL,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kristiyan Malinov,bg BUL,MF,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Xander Vandermeirsch,be BEL,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Leko Verbauwhede,be BEL,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Fuhna Wirsiy Nsolo,be BEL,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,25.0,30,330,2700.0,30.0,52.0,39.0,91.0,50.0,2.0,2.0,64.0,3.0,45.8,44.2,35.6,79.8,467.0,1354.0,1341.0,1.73,1.3,3.03,1.67,2.97,1.53,1.19,2.71,1.47,2.66,
Brian Plat,nl NED,DF,24.0,26,25,2091.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,0.5,0.8,21.0,57.0,45.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Tolis Konstantopoulos,gr GRE,DF,21.0,26,23,2162.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.6,1.2,19.0,97.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Loïc Mbe Soh,fr FRA,DF,23.0,22,22,1980.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8,0.5,1.3,8.0,68.0,8.0,0.05,0.0,0.05,0.05,0.05,0.05,0.02,0.07,0.04,0.06,Matches
Nick Shinton,be BEL,GK,23.0,21,21,1845.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thibaud Verlinden,be BEL,"MF,FW",25.0,21,21,1749.0,19.4,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,2.4,2.4,3.9,6.3,152.0,62.0,187.0,0.1,0.26,0.36,0.1,0.36,0.12,0.2,0.32,0.12,0.32,Matches
Faisal Al Ghamdi,sa KSA,MF,22.0,21,21,1747.0,19.4,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,1.2,1.2,2.3,34.0,115.0,42.0,0.0,0.05,0.05,0.0,0.05,0.11,0.06,0.17,0.06,0.13,Matches
Ewan Henderson,sct SCO,"MF,FW",24.0,25,20,1695.0,18.8,2.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,2.6,1.8,2.0,3.8,35.0,81.0,80.0,0.11,0.05,0.16,0.11,0.16,0.15,0.11,0.26,0.1,0.21,Matches
Colin Dagba,fr FRA,"DF,MF",25.0,19,18,1364.0,15.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.6,1.2,15.0,42.0,50.0,0.0,0.07,0.07,0.0,0.07,0.04,0.04,0.08,0.04,0.08,Matches
Marwan Al Sahafi,sa KSA,FW,20.0,19,15,1331.0,14.8,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,3.9,3.9,2.0,5.9,39.0,13.0,90.0,0.34,0.07,0.41,0.34,0.41,0.28,0.15,0.43,0.28,0.43,Matches
Antoine Colassin,be BEL,"FW,MF",23.0,19,14,1208.0,13.4,2.0,4.0,6.0,2.0,0.0,0.0,4.0,1.0,3.3,3.3,3.0,6.3,21.0,50.0,59.0,0.15,0.3,0.45,0.15,0.45,0.25,0.22,0.47,0.25,0.47,Matches
Ryan Sanusi,be BEL,MF,32.0,12,12,1026.0,11.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.1,6.0,54.0,10.0,0.09,0.09,0.18,0.09,0.18,0.04,0.07,0.11,0.04,0.11,Matches
Derrick Tshimanga,be BEL,DF,35.0,14,11,1033.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,4.0,39.0,5.0,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.02,0.02,0.02,Matches
Tom Reyners,be BEL,"MF,FW",24.0,21,11,956.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,1.9,3.0,17.0,36.0,63.0,0.09,0.0,0.09,0.09,0.09,0.1,0.18,0.28,0.1,0.28,Matches
Hervé Matthys,be BEL,DF,28.0,11,11,907.0,10.1,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.9,0.1,0.3,0.4,3.0,18.0,3.0,0.1,0.1,0.2,0.0,0.1,0.09,0.03,0.13,0.01,0.04,Matches
Welat Cagro,be BEL,MF,25.0,17,10,936.0,10.4,1.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,1.1,0.3,0.2,0.5,11.0,52.0,11.0,0.1,0.0,0.1,0.1,0.1,0.11,0.02,0.13,0.03,0.05,Matches
Charly Keita,fr FRA,"FW,MF",25.0,20,9,1004.0,11.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,3.7,3.7,0.4,4.1,15.0,12.0,44.0,0.09,0.09,0.18,0.09,0.18,0.36,0.04,0.4,0.36,0.4,Matches
Davor Matijas,hr CRO,GK,24.0,10,9,852.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Omar Fayed,eg EGY,DF,21.0,11,9,740.0,8.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,10.0,30.0,2.0,0.0,0.12,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.12,Matches
Hakim Sahabo,rw RWA,MF,19.0,9,8,704.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.6,0.9,23.0,46.0,22.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.12,0.03,0.12,Matches
Ar'jany Martha,nl NED,"MF,FW",20.0,16,6,585.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,5.0,21.0,31.0,0.0,0.15,0.15,0.0,0.15,0.03,0.02,0.05,0.03,0.05,Matches
Simion Michez,be BEL,"DF,MF",22.0,6,6,483.0,5.4,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.7,0.7,0.3,1.0,12.0,9.0,29.0,0.37,0.19,0.56,0.37,0.56,0.13,0.06,0.19,0.13,0.19,Matches
Marco Weymans,bi BDI,"DF,MF",27.0,21,5,866.0,9.6,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.9,1.3,16.0,42.0,37.0,0.1,0.1,0.21,0.1,0.21,0.05,0.1,0.15,0.05,0.15,Matches
Ayouba Kosiah,lr LBR,"FW,DF",23.0,16,5,535.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,0.3,2.2,4.0,7.0,22.0,0.17,0.0,0.17,0.17,0.17,0.32,0.05,0.37,0.32,0.37,Matches
Rajiv van La Parra,nl NED,"MF,FW",33.0,6,5,467.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.5,2.5,35.0,16.0,58.0,0.0,0.0,0.0,0.0,0.0,0.38,0.1,0.47,0.38,0.47,Matches
Daishawn Redan,nl NED,FW,23.0,6,5,442.0,4.9,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,3.2,2.4,0.3,2.7,5.0,4.0,24.0,0.61,0.0,0.61,0.61,0.61,0.65,0.07,0.72,0.49,0.56,Matches
Dean Huiberts,nl NED,MF,24.0,10,4,345.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches
Djevencio van der Kust,sr SUR,DF,23.0,3,3,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.14,0.08,0.14,Matches
Florian Krüger,de GER,FW,25.0,6,1,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.18,0.16,0.18,Matches
