Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Birger Verstraete,be BEL,MF,30.0,26,24,2142.0,23.8,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,0.7,0.7,1.7,2.4,8.0,102.0,12.0,0.0,0.13,0.13,0.0,0.13,0.03,0.07,0.1,0.03,0.1,Matches
Ezechiel Banzuzi,nl NED,MF,19.0,28,23,2083.0,23.1,2.0,5.0,7.0,2.0,0.0,0.0,8.0,1.0,3.5,3.5,2.0,5.5,47.0,81.0,55.0,0.09,0.22,0.3,0.09,0.3,0.15,0.09,0.24,0.15,0.24,Matches
Takahiro Akimoto,jp JPN,DF,26.0,25,23,2027.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.1,1.8,22.0,58.0,48.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches
Federico Ricca,uy URU,DF,29.0,23,22,1907.0,21.2,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,1.3,1.3,0.6,1.9,13.0,85.0,5.0,0.05,0.0,0.05,0.05,0.05,0.06,0.03,0.09,0.06,0.09,Matches
Siebe Schrijvers,be BEL,MF,28.0,28,22,1819.0,20.2,4.0,3.0,7.0,1.0,3.0,3.0,5.0,0.0,5.2,2.8,2.4,5.3,19.0,114.0,53.0,0.2,0.15,0.35,0.05,0.2,0.26,0.12,0.38,0.14,0.26,Matches
Konan N'dri,ci CIV,"FW,MF",23.0,24,17,1587.0,17.6,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.5,2.5,3.2,5.8,86.0,40.0,145.0,0.17,0.11,0.28,0.17,0.28,0.14,0.18,0.33,0.14,0.33,Matches
Hasan Kuruçay,,DF,26.0,18,17,1555.0,17.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.6,0.6,0.3,0.9,9.0,54.0,2.0,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.05,0.04,0.05,Matches
Youssef Maziz,fr FRA,"MF,FW",26.0,30,17,1423.0,15.8,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,3.4,3.4,2.0,5.4,46.0,78.0,70.0,0.19,0.06,0.25,0.19,0.25,0.22,0.13,0.34,0.22,0.34,Matches
Chukwubuikem Ikwuemesi,ng NGA,FW,22.0,27,15,1536.0,17.1,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.8,3.8,1.1,4.9,31.0,30.0,80.0,0.23,0.0,0.23,0.23,0.23,0.23,0.06,0.29,0.23,0.29,Matches
Thibault Vlietinck,be BEL,DF,26.0,23,15,1270.0,14.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,1.4,1.8,40.0,54.0,82.0,0.07,0.0,0.07,0.07,0.07,0.03,0.1,0.13,0.03,0.13,Matches
Stefan Mitrović,rs SRB,"FW,MF",21.0,20,15,1260.0,14.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.7,2.7,1.1,3.8,47.0,40.0,100.0,0.14,0.07,0.21,0.14,0.21,0.19,0.08,0.27,0.19,0.27,Matches
Takuma Ominami,jp JPN,DF,26.0,19,14,1330.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.0,0.6,5.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
William Balikwisha,cd COD,"FW,MF",25.0,25,12,1082.0,12.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.8,0.8,1.2,2.0,43.0,39.0,83.0,0.08,0.08,0.17,0.08,0.17,0.07,0.1,0.17,0.07,0.17,Matches
Óscar Gil,es ESP,DF,27.0,17,12,1006.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.8,0.8,0.8,1.5,20.0,33.0,35.0,0.09,0.0,0.09,0.09,0.09,0.07,0.07,0.14,0.07,0.14,Matches
Mathieu Maertens,be BEL,"FW,MF",29.0,12,11,774.0,8.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.9,2.3,6.0,19.0,41.0,0.12,0.12,0.23,0.12,0.23,0.17,0.1,0.27,0.17,0.27,Matches
Ewoud Pletinckx,be BEL,DF,23.0,11,9,831.0,9.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,0.0,12.0,2.0,0.11,0.11,0.22,0.11,0.22,0.04,0.03,0.07,0.04,0.07,Matches
Manuel Osifo,be BEL,DF,21.0,14,8,720.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.6,19.0,28.0,12.0,0.0,0.12,0.12,0.0,0.12,0.02,0.06,0.08,0.02,0.08,Matches
Hamza Mendyl,ma MAR,DF,26.0,12,6,581.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,21.0,20.0,31.0,0.0,0.15,0.15,0.0,0.15,0.02,0.06,0.08,0.02,0.08,Matches
Lequincio Zeefuik,nl NED,FW,19.0,9,6,467.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.2,1.2,7.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,0.22,0.18,0.22,Matches
Thibaud Verlinden,be BEL,"FW,MF",25.0,5,5,352.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.2,0.6,14.0,8.0,20.0,0.0,0.26,0.26,0.0,0.26,0.1,0.05,0.15,0.1,0.15,Matches
Joël Schingtienne,be BEL,DF,21.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wouter George,be BEL,MF,22.0,8,1,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches
Jovan Mijatović,rs SRB,"FW,MF",19.0,5,1,132.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.6,1.0,3.0,6.0,0.68,0.0,0.68,0.68,0.68,0.35,0.03,0.38,0.35,0.38,Matches
Maxence Prevot,fr FRA,GK,27.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Suphanat Mueanta,th THA,"FW,MF",21.0,2,1,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Mickaël Biron,mq MTQ,"FW,MF",26.0,11,0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,5.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.18,0.06,0.24,0.18,0.24,Matches
Jón Dagur Þorsteinsson,is ISL,"MF,FW",25.0,3,0,92.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.5,2.0,4.0,8.0,0.98,0.0,0.98,0.98,0.98,0.48,0.06,0.54,0.48,0.54,Matches
Ayumu Ohata,jp JPN,DF,23.0,2,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Antef Tsoungui,be BEL,DF,21.0,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Davis Opoku,be BEL,"FW,DF",16.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yassine Azzouz,ma MAR,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Chike Van De Ven,be BEL,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Milan Gigot,be BEL,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Matteo Heremans,be BEL,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Owen Jochmans,be BEL,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Roméo Monticelli,be BEL,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nachon Nsingi,be BEL,FW,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Roggerio Nyakossi,ch SUI,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Mathéo Parmentier,be BEL,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Théo Radelet,be BEL,GK,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Christ Souanga,be BEL,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,24.9,30,330,2700.0,30.0,31.0,25.0,56.0,27.0,4.0,5.0,66.0,5.0,39.5,35.6,29.5,65.1,526.0,1378.0,1373.0,1.03,0.83,1.87,0.9,1.73,1.32,0.98,2.3,1.19,2.17,
Nathan Rôdes,be BEL,MF,26.0,30,30,2638.0,29.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.9,2.9,1.9,4.8,22.0,96.0,35.0,0.1,0.03,0.14,0.1,0.14,0.1,0.06,0.16,0.1,0.16,Matches
Kobe Cools,be BEL,DF,27.0,30,30,2636.0,29.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,0.8,1.8,4.0,60.0,1.0,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.06,0.04,0.06,Matches
Fabio Ferraro,be BEL,"DF,MF",21.0,30,29,2401.0,26.7,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,3.2,4.0,79.0,91.0,149.0,0.0,0.19,0.19,0.0,0.19,0.03,0.12,0.15,0.03,0.15,Matches
Gilles Ruyssen,be BEL,DF,30.0,28,28,2477.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.4,0.7,7.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches
Michael Verrips,nl NED,GK,27.0,27,27,2336.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joedrick Pupe,be BEL,DF,27.0,25,24,2172.0,24.1,0.0,5.0,5.0,0.0,0.0,0.0,8.0,0.0,0.9,0.9,1.8,2.7,20.0,163.0,66.0,0.0,0.21,0.21,0.0,0.21,0.04,0.07,0.11,0.04,0.11,Matches
Roman Květ,cz CZE,MF,26.0,28,24,1903.0,21.1,4.0,1.0,5.0,4.0,0.0,0.0,5.0,1.0,2.4,2.4,1.8,4.2,29.0,87.0,120.0,0.19,0.05,0.24,0.19,0.24,0.11,0.09,0.2,0.11,0.2,Matches
Bruny Nsimba,be BEL,FW,24.0,29,21,1933.0,21.5,6.0,2.0,8.0,4.0,2.0,2.0,6.0,1.0,6.9,5.3,2.1,7.4,45.0,57.0,152.0,0.28,0.09,0.37,0.19,0.28,0.32,0.1,0.42,0.25,0.35,Matches
Aurélien Scheidler,fr FRA,FW,26.0,21,20,1492.0,16.6,6.0,2.0,8.0,6.0,0.0,0.0,3.0,1.0,6.1,6.1,1.8,7.9,14.0,36.0,80.0,0.36,0.12,0.48,0.36,0.48,0.37,0.11,0.48,0.37,0.48,Matches
David Hrnčár,sk SVK,DF,26.0,25,18,1597.0,17.7,2.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,2.2,2.2,1.9,4.0,19.0,59.0,105.0,0.11,0.11,0.23,0.11,0.23,0.12,0.11,0.23,0.12,0.23,Matches
Mohamed Berte,be BEL,FW,22.0,28,14,1330.0,14.8,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,3.5,3.5,2.4,5.9,24.0,36.0,113.0,0.34,0.07,0.41,0.34,0.41,0.24,0.16,0.4,0.24,0.4,Matches
Bryan Goncalves,fr FRA,DF,28.0,19,12,1028.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,2.2,2.3,6.0,74.0,7.0,0.0,0.09,0.09,0.0,0.09,0.01,0.19,0.2,0.01,0.2,Matches
Malcolm Viltard,fr FRA,"MF,DF",21.0,23,11,1078.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,13.0,63.0,37.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
Ragnar Oratmangoen,id IDN,MF,26.0,20,11,1012.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.8,2.1,20.0,50.0,63.0,0.09,0.0,0.09,0.09,0.09,0.11,0.07,0.18,0.11,0.18,Matches
Lennard Hens,be BEL,MF,28.0,18,8,748.0,8.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.6,2.1,6.0,57.0,18.0,0.12,0.12,0.24,0.12,0.24,0.07,0.19,0.26,0.07,0.26,Matches
Dembo Sylla,gn GUI,DF,21.0,13,7,672.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,8.0,12.0,38.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Karol Fila,pl POL,DF,26.0,5,5,366.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.1,0.8,3.0,14.0,18.0,0.25,0.0,0.25,0.25,0.25,0.16,0.03,0.2,0.16,0.2,Matches
Jordy Soladio,be BEL,FW,26.0,13,4,407.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.3,1.3,6.0,8.0,23.0,0.22,0.0,0.22,0.22,0.22,0.23,0.07,0.3,0.23,0.3,Matches
Julien Devriendt,be BEL,GK,25.0,4,3,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Noah Mbamba,be BEL,MF,19.0,6,2,199.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,5.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.12,0.27,0.39,0.12,0.39,Matches
Jasper Van Oudenhove,be BEL,"MF,DF",25.0,7,1,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.5,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.26,0.02,0.28,0.26,0.28,Matches
Tom Holmes,eng ENG,DF,24.0,2,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.3,0.39,0.09,0.39,Matches
Desmond Acquah,be BEL,"MF,DF",22.0,13,0,231.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Ridwane M'Barki,be BEL,"DF,MF",30.0,7,0,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guillaume Dietsch,fr FRA,GK,23.0,1,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ali Akman,tr TUR,"FW,MF",22.0,4,0,44.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,3.0,3.0,2.05,0.0,2.05,2.05,2.05,0.17,0.0,0.17,0.17,0.17,Matches
Kéres Masangu,be BEL,DF,24.0,3,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Antoine De Bodt,be BEL,MF,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jordan Kadiri,ng NGA,FW,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Michael Lallemand,be BEL,FW,31.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Darryl Nkulikiyimana,rw RWA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Abdoulaye Yahaya,cm CMR,FW,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,24.9,30,330,2700.0,30.0,49.0,31.0,80.0,41.0,8.0,8.0,46.0,1.0,50.4,44.2,35.0,79.2,657.0,1578.0,1561.0,1.63,1.03,2.67,1.37,2.4,1.68,1.17,2.85,1.47,2.64,
Thibo Somers,be BEL,"FW,MF",25.0,30,30,2573.0,28.6,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,5.1,5.1,4.7,9.7,32.0,97.0,193.0,0.1,0.07,0.17,0.1,0.17,0.18,0.16,0.34,0.18,0.34,Matches
Christiaan Ravych,be BEL,DF,22.0,28,28,2396.0,26.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.2,1.2,0.2,1.3,14.0,94.0,13.0,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,Matches
Hannes Van der Bruggen,be BEL,MF,31.0,27,25,1997.0,22.2,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.9,1.9,1.7,3.5,5.0,164.0,31.0,0.05,0.05,0.09,0.05,0.09,0.08,0.08,0.16,0.08,0.16,Matches
Lawrence Agyekum,gh GHA,MF,20.0,27,23,1963.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.8,1.8,1.8,3.6,27.0,74.0,51.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.17,0.08,0.17,Matches
Gary Magnée,be BEL,"DF,MF",24.0,25,22,1726.0,19.2,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,3.3,4.2,40.0,77.0,75.0,0.0,0.16,0.16,0.0,0.16,0.04,0.17,0.22,0.04,0.22,Matches
Erick Nunes,br BRA,"MF,DF",20.0,27,22,1540.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.7,1.7,1.7,3.4,30.0,54.0,89.0,0.0,0.12,0.12,0.0,0.12,0.1,0.1,0.2,0.1,0.2,Matches
Maxime Delanghe,be BEL,GK,23.0,21,21,1881.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ibrahim Diakité,gn GUI,DF,20.0,22,18,1647.0,18.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.4,0.4,0.4,0.8,22.0,68.0,17.0,0.11,0.0,0.11,0.11,0.11,0.02,0.02,0.04,0.02,0.04,Matches
Francis Abu,gh GHA,MF,23.0,29,17,1659.0,18.4,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,2.1,2.8,6.0,128.0,34.0,0.0,0.22,0.22,0.0,0.22,0.04,0.11,0.15,0.04,0.15,Matches
Felipe Augusto,br BRA,"FW,MF",20.0,25,15,1386.0,15.4,2.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,7.1,6.3,1.5,7.8,21.0,17.0,99.0,0.13,0.13,0.26,0.13,0.26,0.46,0.1,0.56,0.41,0.51,Matches
Kévin Denkey,tg TOG,FW,23.0,17,14,1311.0,14.6,10.0,1.0,11.0,9.0,1.0,1.0,3.0,0.0,8.3,7.5,2.2,9.7,17.0,29.0,130.0,0.69,0.07,0.76,0.62,0.69,0.57,0.15,0.72,0.51,0.66,Matches
Alan Minda,ec ECU,"FW,MF",21.0,26,14,1303.0,14.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.7,2.7,2.3,5.0,49.0,31.0,112.0,0.07,0.07,0.14,0.07,0.14,0.19,0.16,0.34,0.19,0.34,Matches
Emmanuel Kakou,ci CIV,DF,19.0,17,14,1264.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.2,0.8,5.0,66.0,4.0,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches
Flávio Nazinho,pt POR,DF,21.0,22,11,1172.0,13.0,1.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,0.7,0.7,4.0,4.7,28.0,72.0,58.0,0.08,0.31,0.38,0.08,0.38,0.05,0.31,0.36,0.05,0.36,Matches
Edgaras Utkus,lt LTU,DF,24.0,18,11,976.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.3,1.3,0.1,1.4,5.0,44.0,10.0,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.12,0.13,Matches
Kazeem Olaigbe,be BEL,"MF,FW",21.0,19,10,902.0,10.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,3.3,2.5,1.6,4.1,54.0,20.0,91.0,0.3,0.0,0.3,0.2,0.2,0.33,0.16,0.49,0.25,0.41,Matches
Warleson,br BRA,GK,27.0,10,9,817.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Senna Miangue,be BEL,DF,27.0,16,7,802.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.1,0.6,3.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches
Lucas Perrin,fr FRA,DF,25.0,6,5,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,6.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Bruninho,br BRA,"MF,FW",21.0,11,4,419.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.5,5.0,15.0,24.0,0.21,0.21,0.43,0.21,0.43,0.16,0.16,0.32,0.16,0.32,Matches
Paris Brunner,de GER,"FW,MF",18.0,12,2,345.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,11.0,7.0,52.0,0.26,0.0,0.26,0.26,0.26,0.13,0.01,0.14,0.13,0.14,Matches
Kader Ouattara,bf BFA,"MF,FW",19.0,8,2,283.0,3.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.2,2.2,5.0,1.0,33.0,0.64,0.0,0.64,0.64,0.64,0.63,0.07,0.7,0.63,0.7,Matches
Malamine Efekele,fr FRA,"MF,FW",20.0,13,2,243.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
Jesper Daland,no NOR,DF,24.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Boris Popović,rs SRB,DF,24.0,2,2,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.15,0.09,0.15,Matches
Nils De Wilde,be BEL,MF,21.0,8,0,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18,Matches
Jonas Lietaert,be BEL,DF,20.0,2,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Steve Ngoura,fr FRA,FW,19.0,2,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.52,0.19,0.72,0.52,0.72,Matches
Heriberto Jurado,mx MEX,MF,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alama Bayo,gn GUI,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Dalangunypole Gomis,fr FRA,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Bas Langenbick,be BEL,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Béni Mpanzu,be BEL,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Eloy Room,cw CUW,GK,35.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,25.1,30,330,2700.0,30.0,44.0,35.0,79.0,42.0,2.0,3.0,63.0,4.0,46.5,44.1,36.0,80.1,379.0,1012.0,1004.0,1.47,1.17,2.63,1.4,2.57,1.55,1.2,2.75,1.47,2.67,
Bruno Godeau,be BEL,DF,32.0,28,28,2457.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.9,1.9,0.6,2.5,13.0,101.0,16.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches
