Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,PlSqu
Brest,Ludovic Ajorque,61,fr FRA,FW,fr Ligue 1,30,1994,27.7,13,53,25,47.2,1.91,0.90,0.25,0.52,12.1,0,0,1,10.4,9.6,0.18,+2.6,+3.4,Ludovic AjorqueBrest
Manchester City,Manuel Akanji,62,ch SUI,DF,eng Premier League,29,1995,22.4,0,15,2,13.3,0.67,0.09,0.00,0.00,14.7,0,0,0,1.6,1.6,0.10,-1.6,-1.6,Manuel AkanjiManchester City
Toulouse,Umit Akdag,63,ro ROU,DF,fr Ligue 1,20,2003,5.6,0,2,0,0.0,0.36,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Umit AkdagToulouse
Manchester City,Nathan Ake,64,nl NED,DF,eng Premier League,29,1995,7.5,0,3,0,0.0,0.40,0.00,0.00,,10.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Nathan AkeManchester City
Villarreal,Ilias Akhomach,65,ma MAR,"MF,FW",es La Liga,20,2004,6.5,1,17,6,35.3,2.62,0.92,0.06,0.17,23.3,0,0,0,0.6,0.6,0.03,+0.4,+0.4,Ilias AkhomachVillarreal
Reims,Sergio Akieme,66,es ESP,DF,fr Ligue 1,26,1997,28.0,2,26,7,26.9,0.93,0.25,0.08,0.29,20.1,1,0,0,1.5,1.5,0.06,+0.5,+0.5,Sergio AkiemeReims
Monaco,Maghnes Akliouche,67,fr FRA,"FW,MF",fr Ligue 1,22,2002,26.7,5,61,17,27.9,2.28,0.64,0.07,0.24,16.0,2,1,1,9.2,8.4,0.14,-4.2,-4.4,Maghnes AklioucheMonaco
Lyon,Paul Akouokou,68,ci CIV,MF,fr Ligue 1,26,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Paul AkouokouLyon
Auxerre,Clement Akpa,69,ci CIV,DF,fr Ligue 1,22,2001,27.6,0,6,1,16.7,0.22,0.04,0.00,0.00,15.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Clement AkpaAuxerre
Monza,Jean-Daniel Akpa-Akpro,70,ci CIV,MF,it Serie A,31,1992,10.7,0,4,2,50.0,0.37,0.19,0.00,0.00,18.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Jean-Daniel Akpa-AkproMonza
Genoa,David Akpan Ankeye,71,ng NGA,"FW,MF",it Serie A,22,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,David Akpan AnkeyeGenoa
Hoffenheim,Kevin Akpoguma,72,ng NGA,DF,de Bundesliga,29,1995,24.7,0,5,1,20.0,0.20,0.04,0.00,0.00,31.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Kevin AkpogumaHoffenheim
Lille,Chuba Akpom,73,eng ENG,FW,fr Ligue 1,28,1995,7.1,3,18,9,50.0,2.54,1.27,0.11,0.22,13.2,0,1,2,5.0,3.4,0.19,-2.0,-1.4,Chuba AkpomLille
Real Madrid,David Alaba,74,at AUT,DF,es La Liga,32,1992,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,David AlabaReal Madrid
Valladolid,Ibrahim Alani,75,ng NGA,MF,es La Liga,18,2006,1.8,0,1,0,0.0,0.56,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Ibrahim AlaniValladolid
St. Pauli,Andreas Albers,76,dk DEN,FW,de Bundesliga,34,1990,0.7,1,3,1,33.3,4.35,1.45,0.33,1.00,11.9,0,0,0,0.6,0.6,0.20,+0.4,+0.4,Andreas AlbersSt. Pauli
Villarreal,Raul Albiol,77,es ESP,DF,es La Liga,38,1985,13.2,0,2,0,0.0,0.15,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Raul AlbiolVillarreal
Southampton,Carlos Alcaraz,78,ar ARG,MF,eng Premier League,21,2002,0.1,0,1,1,100.0,9.00,9.00,0.00,0.00,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Carlos AlcarazSouthampton
Everton,Carlos Alcaraz,79,ar ARG,"FW,MF",eng Premier League,21,2002,8.5,2,26,11,42.3,3.06,1.30,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,+0.3,+0.3,Carlos AlcarazEverton
Getafe,Omar Alderete,80,py PAR,DF,es La Liga,27,1996,33.0,1,38,10,26.3,1.15,0.30,0.03,0.10,21.9,7,0,0,1.7,1.7,0.04,-0.7,-0.7,Omar AldereteGetafe
Getafe,Carles Alena,81,es ESP,"MF,FW",es La Liga,26,1998,5.0,0,5,1,20.0,1.00,0.20,0.00,0.00,13.7,0,0,0,0.9,0.9,0.18,-0.9,-0.9,Carles AlenaGetafe
Alaves,Carles Alena,82,es ESP,"MF,FW",es La Liga,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,19.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Carles AlenaAlaves
St. Pauli,Ben Alexander Voll,83,de GER,GK,de Bundesliga,23,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Ben Alexander VollSt. Pauli
Liverpool,Trent Alexander-Arnold,84,eng ENG,DF,eng Premier League,25,1998,26.3,3,45,8,17.8,1.71,0.30,0.07,0.38,23.6,3,0,0,1.9,1.9,0.04,+1.1,+1.1,Trent Alexander-ArnoldLiverpool
Celta Vigo,Alfon,85,es ESP,"FW,MF",es La Liga,25,1999,15.2,5,46,19,41.3,3.02,1.25,0.11,0.26,17.3,0,0,0,4.6,4.6,0.10,+0.4,+0.4,AlfonCelta Vigo
Nice,Mohamed Ali Cho,86,fr FRA,"FW,MF",fr Ligue 1,20,2004,18.0,3,36,15,41.7,2.00,0.83,0.08,0.20,17.7,0,0,0,4.0,4.0,0.11,-1.0,-1.0,Mohamed Ali ChoNice
Hellas Verona,Faride Alidou,87,de GER,"FW,MF",it Serie A,23,2001,0.8,0,1,0,0.0,1.27,0.00,0.00,,32.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Faride AlidouHellas Verona
Liverpool,Alisson,88,br BRA,GK,eng Premier League,31,1992,27.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,AlissonLiverpool
Celta Vigo,Tadeo Allende,89,ar ARG,FW,es La Liga,25,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Tadeo AllendeCelta Vigo
Angers,Jim Allevinah,90,ga GAB,FW,fr Ligue 1,29,1995,19.4,1,35,10,28.6,1.80,0.51,0.03,0.10,14.5,0,0,0,4.2,4.2,0.12,-3.2,-3.2,Jim AllevinahAngers
Como,Dele Alli,91,eng ENG,MF,it Serie A,28,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Dele AlliComo
Lyon,Thiago Almada,92,ar ARG,"MF,FW",fr Ligue 1,23,2001,10.6,1,23,5,21.7,2.18,0.47,0.04,0.20,20.5,1,0,0,2.0,2.0,0.09,-1.0,-1.0,Thiago AlmadaLyon
Valencia,Domingos Andre Ribeiro Almeida,93,pt POR,"MF,FW",es La Liga,24,2000,22.0,0,18,5,27.8,0.82,0.23,0.00,0.00,24.1,2,0,0,1.2,1.2,0.07,-1.2,-1.2,Domingos Andre Ribeiro AlmeidaValencia
Girona,Iker Almena,94,es ESP,"FW,DF",es La Liga,20,2004,0.5,0,1,0,0.0,1.87,0.00,0.00,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Iker AlmenaGirona
Newcastle Utd,Miguel Almiron,95,py PAR,FW,eng Premier League,30,1994,1.7,0,6,2,33.3,3.44,1.15,0.00,0.00,14.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Miguel AlmironNewcastle Utd
Parma,Pontus Almqvist,96,se SWE,"FW,MF",it Serie A,25,1999,12.4,1,26,9,34.6,2.10,0.73,0.04,0.11,17.4,0,0,0,2.1,2.1,0.08,-1.1,-1.1,Pontus AlmqvistParma
Celta Vigo,Marcos Alonso,97,es ESP,DF,es La Liga,33,1990,29.4,3,31,10,32.3,1.05,0.34,0.00,0.00,20.3,7,3,3,4.0,1.6,0.05,-1.0,-1.6,Marcos AlonsoCelta Vigo
Venezia,Giorgio Altare,98,it ITA,DF,it Serie A,25,1998,8.4,0,3,1,33.3,0.36,0.12,0.00,0.00,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Giorgio AltareVenezia
Leganes,Adria Altimira,99,es ESP,"DF,FW",es La Liga,23,2001,18.1,0,7,2,28.6,0.39,0.11,0.00,0.00,24.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Adria AltimiraLeganes
Betis,Sergi Altimira,100,es ESP,MF,es La Liga,22,2001,21.9,0,21,4,19.0,0.96,0.18,0.00,0.00,21.2,0,0,0,1.7,1.6,0.08,-1.7,-1.6,Sergi AltimiraBetis
Leicester City,Olabade Aluko,101,,DF,eng Premier League,,,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Olabade AlukoLeicester City
West Ham,Edson Alvarez,102,mx MEX,MF,eng Premier League,26,1997,19.7,0,12,1,8.3,0.61,0.05,0.00,0.00,26.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Edson AlvarezWest Ham
Celta Vigo,Hugo Alvarez,103,es ESP,"MF,DF",es La Liga,21,2003,17.5,4,25,9,36.0,1.43,0.52,0.16,0.44,16.2,1,0,0,2.5,2.5,0.10,+1.5,+1.5,Hugo AlvarezCelta Vigo
Atletico Madrid,Julian Alvarez,104,ar ARG,FW,es La Liga,24,2000,27.9,17,70,36,51.4,2.51,1.29,0.19,0.36,18.3,5,4,4,14.1,11.0,0.16,+2.9,+2.0,Julian AlvarezAtletico Madrid
Athletic Club,Yeray Alvarez,105,es ESP,DF,es La Liga,29,1995,19.8,1,9,2,22.2,0.45,0.10,0.11,0.50,15.5,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Yeray AlvarezAthletic Club
Werder Bremen,Skelly Alvero,106,fr FRA,MF,de Bundesliga,22,2002,2.6,0,1,0,0.0,0.38,0.00,0.00,,14.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Skelly AlveroWerder Bremen
Leicester City,Will Alves,107,eng ENG,FW,eng Premier League,19,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Will AlvesLeicester City
Valladolid,Selim Amallah,108,ma MAR,MF,es La Liga,27,1996,15.3,3,21,7,33.3,1.37,0.46,0.10,0.29,22.9,1,1,1,3.5,2.7,0.13,-0.5,-0.7,Selim AmallahValladolid
Manchester Utd,Harry Amass,109,eng ENG,DF,eng Premier League,17,2007,3.8,0,3,0,0.0,0.78,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Harry AmassManchester Utd
Valladolid,Amath,110,sn SEN,"FW,DF",es La Liga,28,1996,4.2,0,5,1,20.0,1.20,0.24,0.00,0.00,13.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,AmathValladolid
Brest,Jordan Amavi,111,fr FRA,DF,fr Ligue 1,30,1994,8.8,0,8,3,37.5,0.91,0.34,0.00,0.00,25.0,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Jordan AmaviBrest
Eint Frankfurt,Aurele Amenda,112,ch SUI,DF,de Bundesliga,21,2003,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Aurele AmendaEint Frankfurt
Nantes,Kelvin Amian,113,fr FRA,DF,fr Ligue 1,26,1998,24.1,1,7,4,57.1,0.29,0.17,0.14,0.25,14.9,0,0,0,1.0,1.0,0.14,0.0,0.0,Kelvin AmianNantes
Marseille,Michael Amir Murillo,114,pa PAN,DF,fr Ligue 1,28,1996,27.1,1,13,4,30.8,0.48,0.15,0.08,0.25,18.8,2,0,0,1.5,1.5,0.12,-0.5,-0.5,Michael Amir MurilloMarseille
