Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,PlSqu
Bournemouth,Antoine Semenyo,2394,gh GHA,FW,eng Premier League,24,2000,35.6,9,0,0,73,37,15,59,11,35,1,0,0,158,66,76,46.5,Antoine SemenyoBournemouth
Strasbourg,Marvin Senaya,2395,tg TOG,DF,fr Ligue 1,23,2001,2.5,3,0,0,4,4,0,1,7,3,0,1,0,13,3,3,50.0,Marvin SenayaStrasbourg
Bournemouth,Marcos Senesi,2396,ar ARG,DF,eng Premier League,27,1997,12.3,5,0,0,22,8,0,11,14,21,0,0,0,71,32,29,52.5,Marcos SenesiBournemouth
Monza,Stefano Sensi,2397,it ITA,MF,it Serie A,28,1995,3.0,0,0,0,3,6,0,12,3,5,0,0,0,16,2,3,40.0,Stefano SensiMonza
Hellas Verona,Suat Serdar,2398,de GER,MF,it Serie A,27,1997,15.3,4,1,1,33,18,0,9,8,22,0,0,0,74,14,14,50.0,Suat SerdarHellas Verona
Leganes,Sergi,2399,es ESP,DF,es La Liga,32,1992,32.9,2,1,0,30,12,7,1,39,29,1,1,1,80,63,58,52.1,SergiLeganes
Athletic Club,Nicolas Serrano,2400,es ESP,FW,es La Liga,21,2003,1.2,0,0,0,2,2,0,13,1,1,0,0,0,3,0,2,0.0,Nicolas SerranoAthletic Club
RB Leipzig,Benjamin Sesko,2401,si SVN,"FW,MF",de Bundesliga,21,2003,26.4,2,1,1,26,20,18,7,5,3,0,0,0,62,70,49,58.8,Benjamin SeskoRB Leipzig
Fulham,Ryan Sessegnon,2402,eng ENG,"FW,DF",eng Premier League,24,2000,6.4,1,0,0,20,4,1,16,3,13,0,0,0,30,8,11,42.1,Ryan SessegnonFulham
Roma,Stephan El Shaarawy,2403,it ITA,"DF,MF",it Serie A,31,1992,12.2,2,0,0,7,14,5,27,10,12,1,0,0,48,5,19,20.8,Stephan El ShaarawyRoma
Manchester Utd,Luke Shaw,2404,eng ENG,DF,eng Premier League,29,1995,3.9,1,0,0,3,1,0,11,2,3,0,0,1,9,3,2,60.0,Luke ShawManchester Utd
Cagliari,Alen Sherri,2405,al ALB,GK,it Serie A,26,1997,6.9,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,,Alen SherriCagliari
Roma,Eldor Shomurodov,2406,uz UZB,"FW,MF",it Serie A,29,1995,12.2,1,0,0,14,7,3,6,3,6,0,0,0,36,26,38,40.6,Eldor ShomurodovRoma
Toulouse,Djibril Sidibe,2407,fr FRA,DF,fr Ligue 1,32,1992,23.3,1,0,0,20,19,2,45,20,36,0,0,0,99,17,10,63.0,Djibril SidibeToulouse
Mainz 05,Armindo Sieb,2408,de GER,"FW,MF",de Bundesliga,21,2003,8.5,2,0,0,13,13,10,6,1,4,0,0,0,29,15,25,37.5,Armindo SiebMainz 05
Genoa,Benjamin Siegrist,2409,ch SUI,GK,it Serie A,32,1992,1.7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,Benjamin SiegristGenoa
Toulouse,Vincent Sierro,2410,ch SUI,MF,fr Ligue 1,28,1995,26.7,4,0,0,34,31,1,64,16,27,0,0,0,125,31,35,47.0,Vincent SierroToulouse
Heidenheim,Tim Siersleben,2411,de GER,DF,de Bundesliga,24,2000,13.1,4,0,0,16,7,0,10,20,14,0,1,0,37,20,21,48.8,Tim SierslebenHeidenheim
Bournemouth,Zain Silcott-Duberry,2412,ms MSR,FW,eng Premier League,19,2005,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,Zain Silcott-DuberryBournemouth
Freiburg,Kiliann Sildillia,2413,fr FRA,DF,de Bundesliga,22,2002,8.9,2,0,0,10,9,1,19,11,10,0,1,0,33,21,22,48.8,Kiliann SildilliaFreiburg
Werder Bremen,Andre Silva,2414,pt POR,FW,de Bundesliga,28,1995,4.2,1,0,0,4,7,2,4,0,2,0,0,0,10,12,12,50.0,Andre SilvaWerder Bremen
RB Leipzig,Andre Silva,2415,pt POR,"FW,MF",de Bundesliga,28,1995,1.5,0,0,0,0,2,0,0,1,1,0,0,0,7,1,5,16.7,Andre SilvaRB Leipzig
Manchester City,Bernardo Silva,2416,pt POR,"MF,FW",eng Premier League,29,1994,29.7,7,0,0,27,32,3,60,23,37,0,0,0,107,5,10,33.3,Bernardo SilvaManchester City
Monaco,Caio Henrique Oliveira Silva,2417,br BRA,DF,fr Ligue 1,27,1997,21.4,3,0,0,16,20,4,126,22,26,0,0,0,110,13,16,44.8,Caio Henrique Oliveira SilvaMonaco
Las Palmas,Fabio Silva,2418,pt POR,FW,es La Liga,22,2002,20.7,7,0,0,39,43,20,21,4,7,0,0,0,48,51,52,49.5,Fabio SilvaLas Palmas
Nott'ham Forest,Jota Silva,2419,pt POR,"FW,MF",eng Premier League,24,1999,9.5,5,0,0,24,23,8,21,12,14,1,0,0,43,21,30,41.2,Jota SilvaNott'ham Forest
Nott'ham Forest,Eric da Silva Moreira,2420,de GER,"MF,DF",eng Premier League,18,2006,0.3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,,Eric da Silva MoreiraNott'ham Forest
Betis,Rui Silva,2421,pt POR,GK,es La Liga,30,1994,15.0,1,0,0,1,2,0,0,0,0,0,1,0,25,2,0,100.0,Rui SilvaBetis
Empoli,Marco Silvestri,2422,it ITA,GK,it Serie A,33,1991,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0,Marco SilvestriEmpoli
Brest,Abdallah Sima,2423,sn SEN,"FW,MF",fr Ligue 1,23,2001,13.8,2,0,0,16,25,4,16,1,11,0,0,0,61,41,44,48.2,Abdallah SimaBrest
RB Leipzig,Mohamed Simakan,2424,fr FRA,DF,de Bundesliga,24,2000,0.6,0,0,0,0,1,0,1,2,0,0,0,0,3,3,1,75.0,Mohamed SimakanRB Leipzig
Napoli,Giovanni Simeone,2425,ar ARG,FW,it Serie A,29,1995,4.7,1,0,0,7,16,2,3,1,0,0,0,0,25,8,34,19.0,Giovanni SimeoneNapoli
Atletico Madrid,Giuliano Simeone,2426,ar ARG,MF,es La Liga,21,2002,21.4,4,0,0,23,42,7,49,14,13,1,0,0,72,11,23,32.4,Giuliano SimeoneAtletico Madrid
Nantes,Moses Simon,2427,ng NGA,"FW,MF",fr Ligue 1,29,1995,29.0,2,0,0,11,51,9,222,12,14,1,0,0,118,10,38,20.8,Moses SimonNantes
Athletic Club,Unai Simon,2428,es ESP,GK,es La Liga,27,1997,21.0,0,0,0,0,3,0,0,1,0,0,0,0,33,6,0,100.0,Unai SimonAthletic Club
RB Leipzig,Xavi Simons,2429,nl NED,MF,de Bundesliga,21,2003,23.9,5,0,0,24,56,5,79,12,21,0,0,0,128,19,26,42.2,Xavi SimonsRB Leipzig
Manchester City,Jahmai Simpson-Pusey,2430,eng ENG,DF,eng Premier League,18,2005,1.1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,25.0,Jahmai Simpson-PuseyManchester City
St. Pauli,Danel Sinani,2431,lu LUX,"FW,MF",de Bundesliga,27,1997,13.9,3,0,0,25,14,4,67,1,11,0,0,0,52,10,32,23.8,Danel SinaniSt. Pauli
Auxerre,Lassine Sinayoko,2432,ml MLI,"FW,MF",fr Ligue 1,24,1999,25.5,5,0,0,36,33,13,25,13,20,2,0,0,76,27,64,29.7,Lassine SinayokoAuxerre
Monaco,Wilfried Singo,2433,ci CIV,DF,fr Ligue 1,23,2000,23.3,4,0,0,36,34,3,10,43,23,0,0,0,138,51,29,63.8,Wilfried SingoMonaco
Bournemouth,Luis Sinisterra,2434,co COL,"FW,MF",eng Premier League,25,1999,2.6,0,0,0,4,2,1,7,1,2,0,0,0,17,3,7,30.0,Luis SinisterraBournemouth
Las Palmas,Daley Sinkgraven,2435,nl NED,DF,es La Liga,29,1995,1.0,0,0,0,2,2,0,4,1,1,0,0,0,6,1,0,100.0,Daley SinkgravenLas Palmas
Gladbach,Tobias Sippel,2436,de GER,GK,de Bundesliga,36,1988,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tobias SippelGladbach
Celta Vigo,Jailson Siqueira,2437,br BRA,"DF,MF",es La Liga,28,1995,6.8,2,0,0,4,4,0,1,9,11,0,0,1,32,18,17,51.4,Jailson SiqueiraCelta Vigo
Rennes,Ayanda Sishuba,2438,be BEL,FW,fr Ligue 1,19,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ayanda SishubaRennes
Saint-Etienne,Ibrahim Sissoko,2439,ml MLI,FW,fr Ligue 1,28,1995,9.1,1,0,0,37,21,9,3,2,9,0,0,0,23,26,42,38.2,Ibrahim SissokoSaint-Etienne
Bochum,Ibrahima Sissoko,2440,ml MLI,MF,de Bundesliga,26,1997,29.0,11,1,1,75,29,2,21,36,44,1,1,0,154,76,54,58.5,Ibrahima SissokoBochum
Reims,Niama Sissoko,2441,ml MLI,"FW,MF",fr Ligue 1,18,2005,0.5,0,0,0,3,0,0,0,0,0,0,0,0,2,1,3,25.0,Niama SissokoReims
Alaves,Antonio Sivera,2442,es ESP,GK,es La Liga,27,1996,31.2,6,1,0,4,5,0,0,0,1,0,3,1,21,5,1,83.3,Antonio SiveraAlaves
Union Berlin,Tim Skarke,2443,de GER,"FW,MF",de Bundesliga,27,1996,12.9,1,0,0,10,15,10,29,5,11,0,0,0,56,10,40,20.0,Tim SkarkeUnion Berlin
Eint Frankfurt,Ellyes Skhiri,2444,tn TUN,MF,de Bundesliga,29,1995,24.8,6,0,0,22,19,2,3,31,22,0,0,0,105,19,19,50.0,Ellyes SkhiriEint Frankfurt
Leicester City,Oliver Skipp,2445,eng ENG,MF,eng Premier League,23,2000,12.5,8,0,0,21,13,0,5,11,4,0,0,0,46,12,6,66.7,Oliver SkippLeicester City
Rennes,Leo Skiri Ostigard,2446,no NOR,DF,fr Ligue 1,24,1999,13.6,4,0,0,18,5,0,0,15,18,0,0,0,51,47,20,70.1,Leo Skiri OstigardRennes
Hoffenheim,Leo Skiri Ostigard,2447,no NOR,DF,de Bundesliga,24,1999,10.3,0,1,0,19,5,1,2,9,7,0,1,1,44,60,32,65.2,Leo Skiri OstigardHoffenheim
Bologna,Lukasz Skorupski,2448,pl POL,GK,it Serie A,33,1991,26.3,1,0,0,1,4,0,0,0,0,0,1,0,47,2,1,66.7,Lukasz SkorupskiBologna
Wolfsburg,Andreas Skov Olsen,2449,dk DEN,"FW,MF",de Bundesliga,24,1999,5.9,0,0,0,2,3,2,29,2,6,0,0,0,18,3,3,50.0,Andreas Skov OlsenWolfsburg
Union Berlin,Robert Skov,2450,dk DEN,"DF,MF",de Bundesliga,28,1996,9.5,1,0,0,14,10,1,61,8,11,0,0,0,43,9,9,50.0,Robert SkovUnion Berlin
Paris S-G,Milan Skriniar,2451,sk SVK,DF,fr Ligue 1,29,1995,4.2,1,0,0,4,5,1,0,3,5,0,0,0,25,7,5,58.3,Milan SkriniarParis S-G
Holstein Kiel,Steven Skrzybski,2452,de GER,"MF,FW",de Bundesliga,31,1992,14.7,0,0,0,16,22,2,31,11,6,0,0,0,58,6,19,24.0,Steven SkrzybskiHolstein Kiel
Toulouse,Naatan Skytta,2453,fi FIN,FW,fr Ligue 1,22,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Naatan SkyttaToulouse
Southampton,William Smallbone,2454,ie IRL,MF,eng Premier League,24,2000,7.7,1,0,0,11,3,0,36,2,13,0,1,0,23,4,6,40.0,William SmallboneSouthampton
Bournemouth,Adam Smith,2455,eng ENG,DF,eng Premier League,33,1991,17.7,7,0,0,19,12,0,33,15,12,0,0,0,50,14,15,48.3,Adam SmithBournemouth
St. Pauli,Eric Smith,2456,se SWE,"DF,MF",de Bundesliga,27,1997,31.4,7,0,0,27,24,3,102,37,29,0,0,0,139,30,37,44.8,Eric SmithSt. Pauli
Espanyol,Justin Smith,2457,ca CAN,MF,es La Liga,21,2003,2.3,0,0,0,5,2,0,1,4,3,0,0,0,8,3,0,100.0,Justin SmithEspanyol
Fulham,Emile Smith Rowe,2458,eng ENG,MF,eng Premier League,24,2000,22.7,3,0,0,19,14,4,16,11,18,0,0,0,75,6,20,23.1,Emile Smith RoweFulham
Como,Ivan Smolcic,2459,hr CRO,DF,it Serie A,23,2000,7.0,2,0,0,11,5,0,4,10,9,0,1,0,27,11,10,52.4,Ivan SmolcicComo
Strasbourg,Eduard Sobol,2460,ua UKR,DF,fr Ligue 1,29,1995,1.1,2,0,0,4,1,0,1,2,0,0,0,0,4,3,3,50.0,Eduard SobolStrasbourg
Parma,Simon Sohm,2461,ch SUI,MF,it Serie A,23,2001,33.2,6,0,0,19,30,1,15,26,17,0,0,0,127,29,29,50.0,Simon SohmParma
Getafe,Alex Sola,2462,es ESP,"MF,FW",es La Liga,25,1999,11.4,4,0,0,24,26,7,18,7,14,0,0,0,47,18,28,39.1,Alex SolaGetafe
Villarreal,Arnau Sola,2463,es ESP,MF,es La Liga,21,2003,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Arnau SolaVillarreal
Tottenham,Dominic Solanke,2464,eng ENG,FW,eng Premier League,26,1997,24.5,0,0,0,36,36,5,4,1,11,0,0,1,38,46,60,43.4,Dominic SolankeTottenham
Empoli,Ola Solbakken,2465,no NOR,"MF,FW",it Serie A,25,1998,8.4,2,0,0,8,2,2,7,2,4,0,0,0,19,9,19,32.1,Ola SolbakkenEmpoli
West Ham,Carlos Soler,2466,es ESP,"MF,FW",eng Premier League,27,1997,15.7,6,0,0,26,19,0,34,8,11,0,0,0,64,10,12,45.5,Carlos SolerWest Ham
Bournemouth,Julio Soler,2467,ar ARG,"DF,FW",eng Premier League,19,2005,0.1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,Julio SolerBournemouth
Udinese,Oumar Solet,2468,fr FRA,DF,it Serie A,24,2000,18.6,3,1,1,17,14,0,9,17,19,0,0,0,92,20,20,50.0,Oumar SoletUdinese
Girona,Jhon Solis,2469,co COL,MF,es La Liga,19,2004,5.9,3,0,0,9,6,0,3,4,7,0,0,0,27,3,5,37.5,Jhon SolisGirona
Genoa,Daniele Sommariva,2470,it ITA,GK,it Serie A,27,1997,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Daniele SommarivaGenoa
Inter,Yann Sommer,2471,ch SUI,GK,it Serie A,35,1988,33.0,0,0,0,0,1,0,0,0,0,0,0,0,46,4,0,100.0,Yann SommerInter
Getafe,David Soria,2472,es ESP,GK,es La Liga,31,1993,38.0,2,0,0,0,2,0,0,1,4,0,0,0,28,6,0,100.0,David SoriaGetafe
Leganes,Juan Soriano,2473,es ESP,GK,es La Liga,26,1997,6.0,1,1,0,0,3,0,0,0,1,0,0,1,5,0,0,,Juan SorianoLeganes
Torino,Borna Sosa,2474,hr CRO,DF,it Serie A,26,1998,13.1,0,0,0,12,7,1,51,14,19,0,1,0,53,16,19,45.7,Borna SosaTorino
Nott'ham Forest,Ramon Sosa,2475,py PAR,"FW,MF",eng Premier League,24,1999,3.3,1,0,0,6,8,3,8,4,3,0,0,0,25,4,7,36.4,Ramon SosaNott'ham Forest
Celta Vigo,Hugo Sotelo,2476,es ESP,MF,es La Liga,20,2003,13.9,5,0,0,19,9,1,50,5,17,0,0,0,71,2,10,16.7,Hugo SoteloCelta Vigo
Lens,Florian Sotoca,2477,fr FRA,"FW,MF",fr Ligue 1,33,1990,19.9,2,1,0,15,20,6,75,14,13,0,0,0,79,43,26,62.3,Florian SotocaLens
Fiorentina,Riccardo Sottil,2478,it ITA,"FW,MF",it Serie A,25,1999,9.3,1,0,0,7,33,1,41,4,4,1,0,0,44,4,9,30.8,Riccardo SottilFiorentina
Milan,Riccardo Sottil,2479,it ITA,"FW,MF",it Serie A,25,1999,1.4,0,0,0,1,3,0,9,0,1,0,0,0,5,1,0,100.0,Riccardo SottilMilan
West Ham,Tomas Soucek,2480,cz CZE,MF,eng Premier League,29,1995,28.5,8,0,0,47,25,4,14,20,21,1,0,0,63,99,73,57.6,Tomas SoucekWest Ham
Roma,Matias Soule,2481,ar ARG,"MF,DF",it Serie A,21,2003,19.8,3,0,0,12,36,1,88,9,16,0,0,0,105,10,17,37.0,Matias SouleRoma
Leicester City,Boubakary Soumare,2482,fr FRA,MF,eng Premier League,25,1999,24.1,8,0,0,24,23,0,10,27,20,0,0,0,140,21,11,65.6,Boubakary SoumareLeicester City
Le Havre,Issa Soumare,2483,sn SEN,"FW,MF",fr Ligue 1,23,2000,21.1,0,0,0,17,60,4,42,16,14,0,0,0,98,84,56,60.0,Issa SoumareLe Havre
Sevilla,Djibril Sow,2484,ch SUI,MF,es La Liga,27,1997,22.9,5,0,0,23,41,0,9,28,14,0,0,0,110,24,23,51.1,Djibril SowSevilla
Strasbourg,Saidou Sow,2485,gn GUI,DF,fr Ligue 1,22,2002,11.3,2,0,0,7,5,1,0,15,5,0,1,0,36,16,15,51.6,Saidou SowStrasbourg
Nantes,Saidou Sow,2486,gn GUI,DF,fr Ligue 1,22,2002,8.9,1,0,0,7,5,0,0,13,11,0,2,0,32,13,18,41.9,Saidou SowNantes
Tottenham,Djed Spence,2487,eng ENG,DF,eng Premier League,23,2000,19.9,4,1,1,21,23,2,25,21,34,0,0,1,109,21,14,60.0,Djed SpenceTottenham
Napoli,Leonardo Spinazzola,2488,it ITA,"DF,FW",it Serie A,31,1993,16.9,1,0,0,6,13,1,65,9,10,0,0,0,62,3,3,50.0,Leonardo SpinazzolaNapoli
Milan,Marco Sportiello,2489,it ITA,GK,it Serie A,32,1992,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Marco SportielloMilan
Hoffenheim,Anton Stach,2490,de GER,"MF,DF",de Bundesliga,25,1998,28.7,8,0,0,38,34,0,24,46,46,0,0,0,171,53,41,56.4,Anton StachHoffenheim
