Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,PlSqu
St. Pauli,Eric Smith,2456,se SWE,"DF,MF",de Bundesliga,27,1997,31.4,1677,1461,209,143,4,8,102,4,59,20,23,1,1355,7,7,Eric SmithSt. Pauli
Espanyol,Justin Smith,2457,ca CAN,MF,es La Liga,21,2003,2.3,61,58,2,2,0,0,1,0,0,0,0,0,40,1,1,Justin SmithEspanyol
Fulham,Emile Smith Rowe,2458,eng ENG,MF,eng Premier League,24,2000,22.7,1023,985,35,6,2,2,16,3,1,0,0,0,922,3,18,Emile Smith RoweFulham
Como,Ivan Smolcic,2459,hr CRO,DF,it Serie A,23,2000,7.0,394,321,73,15,0,4,4,58,0,0,0,0,327,0,4,Ivan SmolcicComo
Strasbourg,Eduard Sobol,2460,ua UKR,DF,fr Ligue 1,29,1995,1.1,34,26,8,1,0,0,1,7,0,0,0,0,22,0,1,Eduard SobolStrasbourg
Parma,Simon Sohm,2461,ch SUI,MF,it Serie A,23,2001,33.2,1233,1202,29,15,9,2,15,4,6,1,0,0,1050,2,14,Simon SohmParma
Getafe,Alex Sola,2462,es ESP,"MF,FW",es La Liga,25,1999,11.4,242,238,2,1,0,2,18,1,0,0,0,0,155,2,10,Alex SolaGetafe
Villarreal,Arnau Sola,2463,es ESP,MF,es La Liga,21,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Arnau SolaVillarreal
Tottenham,Dominic Solanke,2464,eng ENG,FW,eng Premier League,26,1997,24.5,361,321,38,0,3,1,4,2,0,0,0,0,255,2,15,Dominic SolankeTottenham
Empoli,Ola Solbakken,2465,no NOR,"MF,FW",it Serie A,25,1998,8.4,199,193,5,1,1,5,7,2,0,0,0,0,141,1,6,Ola SolbakkenEmpoli
West Ham,Carlos Soler,2466,es ESP,"MF,FW",eng Premier League,27,1997,15.7,669,605,62,28,4,6,34,4,21,11,6,0,570,2,10,Carlos SolerWest Ham
Bournemouth,Julio Soler,2467,ar ARG,"DF,FW",eng Premier League,19,2005,0.1,14,14,0,0,0,0,1,0,0,0,0,0,11,0,1,Julio SolerBournemouth
Udinese,Oumar Solet,2468,fr FRA,DF,it Serie A,24,2000,18.6,1110,1028,78,31,3,8,9,2,0,0,0,0,982,4,8,Oumar SoletUdinese
Girona,Jhon Solis,2469,co COL,MF,es La Liga,19,2004,5.9,295,291,2,2,1,0,3,0,0,0,0,0,264,2,1,Jhon SolisGirona
Genoa,Daniele Sommariva,2470,it ITA,GK,it Serie A,27,1997,0.3,15,6,9,3,0,0,0,0,0,0,0,0,5,0,0,Daniele SommarivaGenoa
Inter,Yann Sommer,2471,ch SUI,GK,it Serie A,35,1988,33.0,1332,1162,163,37,0,1,0,0,0,0,0,0,1167,7,0,Yann SommerInter
Getafe,David Soria,2472,es ESP,GK,es La Liga,31,1993,38.0,1029,561,462,158,0,4,0,0,0,0,0,0,513,6,0,David SoriaGetafe
Leganes,Juan Soriano,2473,es ESP,GK,es La Liga,26,1997,6.0,185,108,77,23,0,0,0,0,0,0,0,0,98,0,0,Juan SorianoLeganes
Torino,Borna Sosa,2474,hr CRO,DF,it Serie A,26,1998,13.1,686,565,116,12,0,4,51,99,5,4,1,0,546,5,10,Borna SosaTorino
Nott'ham Forest,Ramon Sosa,2475,py PAR,"FW,MF",eng Premier League,24,1999,3.3,97,86,10,2,0,1,8,4,4,2,1,0,66,1,2,Ramon SosaNott'ham Forest
Celta Vigo,Hugo Sotelo,2476,es ESP,MF,es La Liga,20,2003,13.9,1018,941,77,37,3,19,50,1,39,14,18,0,873,0,10,Hugo SoteloCelta Vigo
Lens,Florian Sotoca,2477,fr FRA,"FW,MF",fr Ligue 1,33,1990,19.9,996,943,43,5,8,5,75,29,2,0,0,0,732,10,42,Florian SotocaLens
Fiorentina,Riccardo Sottil,2478,it ITA,"FW,MF",it Serie A,25,1999,9.3,278,265,12,3,1,0,41,4,5,2,0,0,196,1,8,Riccardo SottilFiorentina
Milan,Riccardo Sottil,2479,it ITA,"FW,MF",it Serie A,25,1999,1.4,55,50,4,1,0,1,9,1,2,1,0,0,41,1,0,Riccardo SottilMilan
West Ham,Tomas Soucek,2480,cz CZE,MF,eng Premier League,29,1995,28.5,969,946,20,17,0,11,14,3,0,0,0,0,715,3,26,Tomas SoucekWest Ham
Roma,Matias Soule,2481,ar ARG,"MF,DF",it Serie A,21,2003,19.8,955,853,100,21,5,2,88,35,38,23,8,0,785,2,15,Matias SouleRoma
Leicester City,Boubakary Soumare,2482,fr FRA,MF,eng Premier League,25,1999,24.1,1234,1220,11,8,3,1,10,3,0,0,0,0,1073,3,15,Boubakary SoumareLeicester City
Le Havre,Issa Soumare,2483,sn SEN,"FW,MF",fr Ligue 1,23,2000,21.1,554,544,6,2,1,4,42,3,0,0,0,0,339,4,21,Issa SoumareLe Havre
Sevilla,Djibril Sow,2484,ch SUI,MF,es La Liga,27,1997,22.9,994,970,22,17,0,5,9,1,2,0,0,0,883,2,11,Djibril SowSevilla
Strasbourg,Saidou Sow,2485,gn GUI,DF,fr Ligue 1,22,2002,11.3,636,618,17,13,0,0,0,0,0,0,0,0,577,1,1,Saidou SowStrasbourg
Nantes,Saidou Sow,2486,gn GUI,DF,fr Ligue 1,22,2002,8.9,399,361,37,6,0,1,0,2,0,0,0,0,332,1,1,Saidou SowNantes
Tottenham,Djed Spence,2487,eng ENG,DF,eng Premier League,23,2000,19.9,1160,973,183,30,2,2,25,153,0,0,0,0,991,4,19,Djed SpenceTottenham
Napoli,Leonardo Spinazzola,2488,it ITA,"DF,FW",it Serie A,31,1993,16.9,895,743,149,15,3,5,65,122,12,5,3,0,710,3,26,Leonardo SpinazzolaNapoli
Milan,Marco Sportiello,2489,it ITA,GK,it Serie A,32,1992,1.4,61,44,16,2,0,0,0,0,0,0,0,0,51,1,0,Marco SportielloMilan
Hoffenheim,Anton Stach,2490,de GER,"MF,DF",de Bundesliga,25,1998,28.7,1537,1500,33,27,4,9,24,3,1,0,1,0,1270,4,26,Anton StachHoffenheim
Werder Bremen,Jens Stage,2491,dk DEN,MF,de Bundesliga,27,1996,24.5,998,966,28,25,7,10,23,3,0,0,0,0,768,4,22,Jens StageWerder Bremen
Bayern Munich,Josip Stanisic,2492,hr CRO,DF,de Bundesliga,24,2000,9.7,782,717,65,18,1,12,11,42,0,0,0,0,716,0,4,Josip StanisicBayern Munich
Venezia,Filip Stankovic,2493,rs SRB,GK,it Serie A,22,2002,15.2,513,411,101,28,0,1,0,0,0,0,0,0,372,1,0,Filip StankovicVenezia
Fulham,Jay Stansfield,2494,eng ENG,MF,eng Premier League,21,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jay StansfieldFulham
Celta Vigo,Carl Starfelt,2495,se SWE,DF,es La Liga,29,1995,25.2,1643,1614,29,22,1,5,0,0,0,0,0,0,1539,0,4,Carl StarfeltCelta Vigo
Werder Bremen,Niklas Stark,2496,de GER,DF,de Bundesliga,29,1995,23.4,1283,1228,54,44,0,2,3,8,0,0,0,0,1098,1,8,Niklas StarkWerder Bremen
Saint-Etienne,Lucas Stassin,2497,be BEL,FW,fr Ligue 1,19,2004,21.0,473,408,63,0,5,1,19,0,0,0,0,0,350,2,23,Lucas StassinSaint-Etienne
Brighton,Jason Steele,2498,eng ENG,GK,eng Premier League,33,1990,2.0,112,104,8,6,0,0,0,0,0,0,0,0,101,0,0,Jason SteeleBrighton
Real Sociedad,Orri Steinn Oskarsson,2499,is ISL,FW,es La Liga,19,2004,10.5,197,188,4,0,0,0,7,0,0,0,0,0,104,5,9,Orri Steinn OskarssonReal Sociedad
Stuttgart,Pascal Stenzel,2500,de GER,DF,de Bundesliga,28,1996,3.2,218,177,41,4,0,3,25,22,15,6,5,1,181,0,3,Pascal StenzelStuttgart
Southampton,Jack Stephens,2501,eng ENG,DF,eng Premier League,30,1994,15.4,955,912,42,19,0,2,1,15,0,0,0,0,879,1,4,Jack StephensSouthampton
Stuttgart,Leonidas Stergiou,2502,ch SUI,DF,de Bundesliga,22,2002,9.5,534,451,80,5,1,0,13,75,0,0,0,0,440,3,9,Leonidas StergiouStuttgart
Arsenal,Raheem Sterling,2503,eng ENG,"FW,MF",eng Premier League,29,1994,5.5,201,197,2,0,0,1,16,1,1,0,0,0,158,2,7,Raheem SterlingArsenal
Marseille,Enzo Sternal,2504,fr FRA,"FW,MF",fr Ligue 1,17,2007,0.3,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Enzo SternalMarseille
St. Pauli,Finley Stevens,2505,wls WAL,DF,de Bundesliga,21,2003,0.0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,Finley StevensSt. Pauli
Southampton,Ross Stewart,2506,sct SCO,FW,eng Premier League,28,1996,4.3,95,94,1,1,0,0,0,0,0,0,0,0,67,0,3,Ross StewartSouthampton
Stuttgart,Angelo Stiller,2507,de GER,MF,de Bundesliga,23,2001,30.5,2540,2352,177,83,15,6,95,9,48,24,10,0,2219,11,15,Angelo StillerStuttgart
Gladbach,Kevin Stoger,2508,at AUT,MF,de Bundesliga,30,1993,17.2,1117,940,167,59,13,12,116,16,67,28,29,0,847,10,23,Kevin StogerGladbach
Alaves,Stoichkov,2509,es ESP,"MF,FW",es La Liga,30,1993,7.8,214,204,9,0,6,1,13,0,0,0,0,0,132,1,13,StoichkovAlaves
Empoli,Petar Stojanovic,2510,si SVN,MF,it Serie A,28,1995,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Petar StojanovicEmpoli
Leicester City,Jakub Stolarczyk,2511,pl POL,GK,eng Premier League,23,2000,10.0,386,286,100,42,0,1,0,0,0,0,0,0,238,0,1,Jakub StolarczykLeicester City
Manchester City,John Stones,2512,eng ENG,"DF,MF",eng Premier League,30,1994,6.1,403,389,13,7,0,3,0,0,0,0,0,0,367,1,2,John StonesManchester City
Wolves,Jorgen Strand Larsen,2513,no NOR,FW,eng Premier League,24,2000,28.7,457,443,14,0,1,2,6,0,0,0,0,0,295,0,19,Jorgen Strand LarsenWolves
Como,Gabriel Strefezza,2514,br BRA,"FW,MF",it Serie A,27,1997,29.1,1158,1045,105,31,8,10,123,7,63,20,23,0,875,8,41,Gabriel StrefezzaComo
Girona,Cristhian Stuani,2515,uy URU,FW,es La Liga,37,1986,12.0,154,133,21,0,1,0,2,1,0,0,0,0,107,0,3,Cristhian StuaniGirona
Las Palmas,Alex Suarez,2516,es ESP,DF,es La Liga,31,1993,27.3,1357,1210,146,71,1,9,1,34,0,0,0,0,1165,1,13,Alex SuarezLas Palmas
Villarreal,Denis Suarez,2517,es ESP,MF,es La Liga,30,1994,6.8,291,265,22,7,0,5,25,3,11,2,7,0,228,4,8,Denis SuarezVillarreal
Toulouse,Gabriel Suazo,2518,cl CHI,DF,fr Ligue 1,26,1997,24.0,1248,1031,214,36,3,9,78,158,20,14,4,0,994,3,27,Gabriel SuazoToulouse
Real Sociedad,Luka Sucic,2519,hr CRO,MF,es La Liga,21,2002,19.9,882,852,24,7,5,7,18,1,1,0,1,0,727,6,15,Luka SucicReal Sociedad
Southampton,Yukinari Sugawara,2520,jp JPN,"DF,MF",eng Premier League,24,2000,17.3,891,765,124,17,1,7,70,97,10,4,6,0,713,2,22,Yukinari SugawaraSouthampton
Dortmund,Niklas Sule,2521,de GER,DF,de Bundesliga,28,1995,11.7,938,895,41,19,0,4,1,8,0,0,0,0,870,2,2,Niklas SuleDortmund
Atalanta,Ibrahim Sulemana,2522,gh GHA,MF,it Serie A,21,2003,3.1,180,178,2,2,1,0,0,0,0,0,0,0,159,0,0,Ibrahim SulemanaAtalanta
Southampton,Kamaldeen Sulemana,2523,gh GHA,"FW,MF",eng Premier League,22,2002,15.6,357,354,2,0,0,2,26,2,0,0,0,0,285,1,9,Kamaldeen SulemanaSouthampton
West Ham,Crysencio Summerville,2524,nl NED,"FW,MF",eng Premier League,22,2001,8.7,254,241,13,2,3,0,21,2,8,6,0,0,194,0,13,Crysencio SummervilleWest Ham
Hellas Verona,Tomas Suslov,2525,sk SVK,"MF,FW",it Serie A,22,2002,23.1,529,444,82,29,2,9,49,11,20,9,7,0,387,3,20,Tomas SuslovHellas Verona
Sevilla,Suso,2526,es ESP,"FW,MF",es La Liga,30,1993,6.7,385,333,49,11,2,5,59,5,30,18,7,1,285,3,11,SusoSevilla
Parma,Zion Suzuki,2527,jp JPN,GK,it Serie A,21,2002,36.8,1496,1138,357,134,0,2,0,0,0,0,0,0,1008,1,1,Zion SuzukiParma
Wolfsburg,Mattias Svanberg,2528,se SWE,MF,de Bundesliga,25,1999,13.5,377,336,36,17,0,0,35,1,14,10,4,0,259,5,12,Mattias SvanbergWolfsburg
Dortmund,Daniel Svensson,2529,se SWE,"DF,FW",de Bundesliga,22,2002,8.7,497,412,85,10,0,3,36,56,19,15,0,0,394,0,12,Daniel SvenssonDortmund
Venezia,Marin Sverko,2530,hr CRO,DF,it Serie A,26,1998,12.4,602,471,128,35,2,2,2,63,0,0,0,0,495,3,10,Marin SverkoVenezia
Roma,Mile Svilar,2531,rs SRB,GK,it Serie A,24,1999,38.0,1459,1187,271,71,0,2,0,0,0,0,0,0,1151,1,0,Mile SvilarRoma
Venezia,Michael Svoboda,2532,at AUT,DF,it Serie A,25,1998,14.6,829,749,77,47,3,0,2,4,0,0,0,0,703,3,8,Michael SvobodaVenezia
Celta Vigo,Williot Swedberg,2533,se SWE,"FW,MF",es La Liga,20,2004,15.0,363,360,2,0,4,1,18,2,0,0,0,0,266,1,18,Williot SwedbergCelta Vigo
Strasbourg,Abakar Sylla,2534,ci CIV,DF,fr Ligue 1,21,2002,10.6,658,589,69,25,0,1,1,12,0,0,0,0,583,0,7,Abakar SyllaStrasbourg
Montpellier,Issiaga Sylla,2535,gn GUI,DF,fr Ligue 1,30,1994,12.8,563,478,84,7,2,3,36,77,0,0,0,0,435,1,16,Issiaga SyllaMontpellier
Valladolid,Mamadou Sylla,2536,sn SEN,"FW,MF",es La Liga,30,1994,17.6,282,246,33,1,0,1,9,4,0,0,0,0,177,3,12,Mamadou SyllaValladolid
Barcelona,Wojciech Szczesny,2537,pl POL,GK,es La Liga,34,1990,15.0,454,377,75,21,0,1,0,0,0,0,0,0,402,2,0,Wojciech SzczesnyBarcelona
Ipswich Town,Sammie Szmodics,2538,ie IRL,"FW,MF",eng Premier League,28,1995,11.0,201,190,11,1,0,0,14,0,6,6,0,0,149,0,13,Sammie SzmodicsIpswich Town
Liverpool,Dominik Szoboszlai,2539,hu HUN,MF,eng Premier League,23,2000,27.7,1322,1202,118,21,5,14,41,36,17,9,6,0,1114,2,27,Dominik SzoboszlaiLiverpool
Atletico Madrid,Alexander Sorloth,2540,no NOR,FW,es La Liga,28,1995,17.4,359,341,12,0,1,0,5,0,0,0,0,0,229,6,5,Alexander SorlothAtletico Madrid
Montpellier,Musa Al-Taamari,2541,jo JOR,"FW,MF",fr Ligue 1,27,1997,12.4,304,283,20,2,1,1,14,13,1,0,0,0,235,1,14,Musa Al-TaamariMontpellier
Rennes,Musa Al-Taamari,2542,jo JOR,"FW,MF",fr Ligue 1,27,1997,6.3,132,124,8,2,0,0,6,0,0,0,0,0,108,0,5,Musa Al-TaamariRennes
Hoffenheim,Haris Tabakovic,2543,ba BIH,FW,de Bundesliga,30,1994,9.1,213,203,7,0,0,0,4,0,0,0,0,0,134,3,5,Haris TabakovicHoffenheim
Lyon,Nicolas Tagliafico,2544,ar ARG,DF,fr Ligue 1,31,1992,21.1,1338,1179,155,23,0,1,37,132,0,0,0,0,1159,4,24,Nicolas TagliaficoLyon
Leverkusen,Jonathan Tah,2545,de GER,DF,de Bundesliga,28,1996,33.0,2309,2252,54,41,2,4,6,5,0,0,0,0,2145,3,7,Jonathan TahLeverkusen
Torino,Adrien Tameze,2546,cm CMR,"MF,DF",it Serie A,30,1994,7.2,301,291,10,8,0,0,9,2,0,0,0,0,259,0,7,Adrien TamezeTorino
Paris S-G,Axel Tape,2547,fr FRA,"DF,MF",fr Ligue 1,16,2007,2.0,151,148,3,2,0,0,0,1,0,0,0,0,142,0,2,Axel TapeParis S-G
Leganes,Renato Tapia,2548,pe PER,"MF,DF",es La Liga,29,1995,26.9,1070,1017,50,36,4,20,12,14,0,0,0,0,838,3,25,Renato TapiaLeganes
Leverkusen,Edmond Tapsoba,2549,bf BFA,DF,de Bundesliga,25,1999,27.9,1972,1841,130,50,1,9,8,67,0,0,0,0,1703,1,14,Edmond TapsobaLeverkusen
Saint-Etienne,Florian Tardieu,2550,fr FRA,MF,fr Ligue 1,32,1992,13.9,1013,953,57,30,4,6,24,11,16,7,3,0,869,3,7,Florian TardieuSaint-Etienne
Inter,Mehdi Taremi,2551,ir IRN,FW,it Serie A,32,1992,9.1,231,222,6,1,4,0,1,1,0,0,0,0,185,3,8,Mehdi TaremiInter
Newcastle Utd,Matt Targett,2552,eng ENG,DF,eng Premier League,28,1995,0.2,15,15,0,0,0,0,1,0,0,0,0,0,14,0,0,Matt TargettNewcastle Utd
Le Havre,Oussama Targhalline,2553,ma MAR,MF,fr Ligue 1,22,2002,11.0,437,419,13,9,5,5,16,2,2,0,0,0,348,5,10,Oussama TarghallineLe Havre
Everton,James Tarkowski,2554,eng ENG,DF,eng Premier League,31,1992,32.5,1290,1204,77,46,2,13,1,3,0,0,0,0,1045,9,12,James TarkowskiEverton
Valencia,Cesar Tarrega,2555,es ESP,DF,es La Liga,22,2002,33.6,1692,1608,79,47,0,10,1,1,0,0,0,0,1428,5,14,Cesar TarregaValencia
Lazio,Nuno Tavares,2556,pt POR,DF,it Serie A,24,2000,18.7,1042,854,187,38,2,6,126,140,9,4,4,0,820,1,29,Nuno TavaresLazio
Bournemouth,Marcus Tavernier,2557,eng ENG,"FW,MF",eng Premier League,25,1999,21.5,934,804,125,34,5,9,108,29,49,36,4,1,689,5,26,Marcus TavernierBournemouth
Southampton,Charlie Taylor,2558,eng ENG,DF,eng Premier League,30,1993,4.0,223,192,30,7,0,0,9,21,2,1,1,0,196,1,3,Charlie TaylorSouthampton
Ipswich Town,Jack Taylor,2559,ie IRL,MF,eng Premier League,26,1998,9.6,421,411,10,2,2,3,7,0,3,3,0,0,349,0,5,Jack TaylorIpswich Town
Lazio,Loum Tchaouna,2560,fr FRA,"FW,MF",it Serie A,20,2003,7.3,247,223,24,1,1,2,32,4,15,11,3,0,172,0,5,Loum TchaounaLazio
Hellas Verona,Jackson Tchatchoua,2561,cm CMR,"DF,MF",it Serie A,22,2001,35.2,1126,920,202,8,2,6,118,194,0,0,0,0,837,4,35,Jackson TchatchouaHellas Verona
Montpellier,Enzo Tchato,2562,cm CMR,DF,fr Ligue 1,21,2002,21.1,1010,807,196,20,1,0,77,176,0,0,0,0,757,7,28,Enzo TchatoMontpellier
Real Madrid,Aurelien Tchouameni,2563,fr FRA,"DF,MF",es La Liga,24,2000,29.9,2025,1936,86,57,0,9,12,6,0,0,0,0,1869,3,10,Aurelien TchouameniReal Madrid
Espanyol,Alvaro Tejero,2564,es ESP,"MF,DF",es La Liga,28,1996,13.8,626,472,152,35,1,4,113,64,53,15,28,1,453,2,15,Alvaro TejeroEspanyol
Valencia,Martin Tejon,2565,es ESP,"MF,DF",es La Liga,20,2004,0.5,26,26,0,0,0,0,1,0,0,0,0,0,20,0,0,Martin TejonValencia
Tottenham,Mathys Tel,2566,fr FRA,FW,eng Premier League,19,2005,10.1,266,243,22,3,2,1,35,7,8,6,2,0,185,1,12,Mathys TelTottenham
Bayern Munich,Mathys Tel,2567,fr FRA,"FW,MF",de Bundesliga,19,2005,2.8,128,118,10,3,0,1,5,4,2,0,0,0,108,0,2,Mathys TelBayern Munich
Leverkusen,Nathan Tella,2568,ng NGA,"MF,FW",de Bundesliga,25,1999,15.1,343,332,8,1,2,1,25,4,0,0,0,0,256,3,20,Nathan TellaLeverkusen
Alaves,Nahuel Tenaglia,2569,ar ARG,DF,es La Liga,28,1996,32.5,1410,1044,358,11,0,4,85,344,0,0,0,0,1017,8,35,Nahuel TenagliaAlaves
Paris S-G,Arnau Tenas,2570,es ESP,GK,fr Ligue 1,23,2001,1.0,32,29,3,1,0,0,0,0,0,0,0,0,31,0,0,Arnau TenasParis S-G
Hellas Verona,Casper Tengstedt,2571,dk DEN,FW,it Serie A,24,2000,16.9,298,266,31,0,4,2,10,6,0,0,0,0,201,1,18,Casper TengstedtHellas Verona
Barcelona,Marc-Andre ter Stegen,2572,de GER,GK,es La Liga,32,1992,7.5,251,213,38,11,0,0,0,0,0,0,0,0,233,0,0,Marc-Andre ter StegenBarcelona
Milan,Filippo Terracciano,2573,it ITA,"DF,MF",it Serie A,21,2003,6.0,257,219,38,7,1,1,3,31,0,0,0,0,226,0,2,Filippo TerraccianoMilan
Fiorentina,Pietro Terracciano,2574,it ITA,GK,it Serie A,34,1990,3.0,89,75,14,3,0,0,0,0,0,0,0,0,70,0,0,Pietro TerraccianoFiorentina
Villarreal,Ramon Terrats,2575,es ESP,"MF,FW",es La Liga,23,2000,1.5,79,77,2,1,1,2,5,0,0,0,0,0,64,0,2,Ramon TerratsVillarreal
Getafe,Ramon Terrats,2576,es ESP,"MF,FW",es La Liga,23,2000,13.5,352,318,31,15,5,3,35,4,12,4,7,0,228,3,11,Ramon TerratsGetafe
Leverkusen,Martin Terrier,2577,fr FRA,"MF,FW",de Bundesliga,27,1997,6.5,199,185,10,0,2,0,5,0,2,1,0,0,163,4,6,Martin TerrierLeverkusen
Lyon,Tanner Tessmann,2578,us USA,MF,fr Ligue 1,22,2001,13.7,766,748,18,7,1,16,14,5,5,3,2,0,685,0,7,Tanner TessmannLyon
Fulham,Kenny Tete,2579,nl NED,DF,eng Premier League,28,1995,19.7,956,799,153,6,1,2,38,147,0,0,0,0,772,4,23,Kenny TeteFulham
Reims,Teddy Teuma,2580,mt MLT,MF,fr Ligue 1,30,1993,8.3,624,545,75,29,3,8,44,10,23,17,4,0,494,4,17,Teddy TeumaReims
Monaco,Jordan Teze,2581,nl NED,DF,fr Ligue 1,24,1999,6.3,363,289,73,7,1,1,12,63,3,1,0,0,287,1,9,Jordan TezeMonaco
Udinese,Florian Thauvin,2582,fr FRA,"FW,MF",it Serie A,31,1993,21.7,819,700,111,30,5,13,168,7,56,18,26,1,544,8,28,Florian ThauvinUdinese
Eint Frankfurt,Arthur Theate,2583,be BEL,DF,de Bundesliga,24,2000,30.0,1863,1694,164,39,7,13,26,97,0,0,0,0,1539,5,18,Arthur TheateEint Frankfurt
Heidenheim,Norman Theuerkauf,2584,de GER,MF,de Bundesliga,37,1987,0.2,20,17,3,1,0,0,0,2,0,0,0,0,17,0,0,Norman TheuerkaufHeidenheim
Brentford,Thiago,2585,br BRA,"FW,MF",eng Premier League,23,2001,1.9,56,55,1,0,0,0,2,0,0,0,0,0,40,0,0,ThiagoBrentford
Milan,Malick Thiaw,2586,de GER,DF,it Serie A,22,2001,20.1,1269,1213,51,34,2,6,3,2,0,0,0,0,1181,5,2,Malick ThiawMilan
Heidenheim,Denis Thomalla,2587,de GER,MF,de Bundesliga,31,1992,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Denis ThomallaHeidenheim
Leicester City,Luke Thomas,2588,eng ENG,DF,eng Premier League,23,2001,12.3,629,518,108,20,0,0,29,80,8,4,3,0,493,3,14,Luke ThomasLeicester City
Nantes,Sorba Thomas,2589,wls WAL,"FW,MF",fr Ligue 1,24,1999,14.7,550,456,93,18,0,1,130,22,53,22,25,0,360,1,16,Sorba ThomasNantes
Lens,Adrien Thomasson,2590,fr FRA,MF,fr Ligue 1,30,1993,29.1,1612,1539,68,36,4,9,58,8,24,8,13,0,1318,5,33,Adrien ThomassonLens
Genoa,Morten Thorsby,2591,no NOR,"MF,FW",it Serie A,28,1996,21.1,530,528,0,0,3,0,9,0,0,0,0,0,353,2,20,Morten ThorsbyGenoa
Juventus,Khephren Thuram,2592,fr FRA,MF,it Serie A,23,2001,25.8,1389,1362,23,19,6,1,13,4,0,0,0,0,1228,4,17,Khephren ThuramJuventus
Inter,Marcus Thuram,2593,fr FRA,FW,it Serie A,26,1997,25.4,559,525,32,0,4,2,13,0,0,0,0,0,412,2,12,Marcus ThuramInter
Hellas Verona,Cheikh Tidiane Niasse,2594,sn SEN,MF,it Serie A,24,2000,8.4,240,233,6,4,0,2,2,1,0,0,0,0,192,1,6,Cheikh Tidiane NiasseHellas Verona
Aston Villa,Youri Tielemans,2595,be BEL,MF,eng Premier League,27,1997,33.6,2061,1847,207,98,24,8,119,2,85,63,8,1,1694,7,37,Youri TielemansAston Villa
Arsenal,Kieran Tierney,2596,sct SCO,"DF,FW",eng Premier League,27,1997,2.9,173,155,18,4,1,0,14,14,0,0,0,0,145,0,2,Kieran TierneyArsenal
Augsburg,Phillip Tietz,2597,de GER,FW,de Bundesliga,27,1997,18.7,481,465,15,0,1,0,1,1,1,0,0,0,300,1,21,Phillip TietzAugsburg
Arsenal,Jurrien Timber,2598,nl NED,DF,eng Premier League,23,2001,26.9,1395,1188,204,22,2,1,28,182,0,0,0,0,1194,3,25,Jurrien TimberArsenal
West Ham,Jean-Clair Todibo,2599,fr FRA,DF,eng Premier League,24,1999,20.3,1082,1046,33,28,0,4,3,5,0,0,0,0,951,3,7,Jean-Clair TodiboWest Ham
Nott'ham Forest,Harry Toffolo,2600,eng ENG,DF,eng Premier League,28,1995,1.5,67,39,28,0,0,0,4,27,1,1,0,0,47,0,3,Harry ToffoloNott'ham Forest
Hoffenheim,Umut Tohumcu,2601,de GER,"MF,FW",de Bundesliga,19,2004,4.2,133,120,12,7,0,0,8,0,4,3,1,0,110,1,1,Umut TohumcuHoffenheim
Lyon,Corentin Tolisso,2602,fr FRA,MF,fr Ligue 1,29,1994,25.9,1602,1527,71,40,5,13,32,27,1,1,0,0,1359,4,41,Corentin TolissoLyon
Holstein Kiel,John Tolkin,2603,us USA,"DF,MF",de Bundesliga,22,2002,8.2,368,275,92,20,1,1,38,52,20,10,8,0,250,1,8,John TolkinHolstein Kiel
Atalanta,Rafael Toloi,2604,it ITA,DF,it Serie A,33,1990,5.2,293,286,6,5,0,1,2,1,0,0,0,0,257,1,0,Rafael ToloiAtalanta
Rayo Vallecano,Raul de Tomas,2605,es ESP,"DF,FW",es La Liga,29,1994,0.2,6,5,1,0,0,0,0,0,0,0,0,0,5,0,0,Raul de TomasRayo Vallecano
Wolfsburg,Tiago Tomas,2606,pt POR,"FW,MF",de Bundesliga,22,2002,20.9,475,467,6,0,5,3,22,3,0,0,0,0,329,2,17,Tiago TomasWolfsburg
Arsenal,Takehiro Tomiyasu,2607,jp JPN,DF,eng Premier League,25,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Takehiro TomiyasuArsenal
Milan,Fikayo Tomori,2608,eng ENG,DF,it Serie A,26,1997,17.7,1103,1025,76,39,2,4,6,26,0,0,0,0,1019,2,5,Fikayo TomoriMilan
Newcastle Utd,Sandro Tonali,2609,it ITA,MF,eng Premier League,24,2000,29.2,1535,1468,61,29,7,7,54,12,19,9,8,1,1285,6,27,Sandro TonaliNewcastle Utd
Inter,Luka Topalovic,2610,si SVN,MF,it Serie A,18,2006,0.1,9,8,0,0,0,0,0,0,0,0,0,0,5,1,0,Luka TopalovicInter
Barcelona,Pablo Torre,2611,es ESP,"MF,FW",es La Liga,21,2003,3.4,220,198,21,5,3,0,13,0,14,9,1,0,180,1,4,Pablo TorreBarcelona
Valladolid,David Torres,2612,es ESP,DF,es La Liga,21,2003,15.4,714,649,63,17,0,3,3,11,0,0,0,0,589,2,10,David TorresValladolid
