Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,PlSqu
Cagliari,Leonardo Pavoletti,2054,it ITA,"FW,MF",it Serie A,35,1988,4.9,225,4,15,107,104,28,225,1,0,0.0,0,0.0,86,189,63,1,2,0,18,2,168,26,Leonardo PavolettiCagliari
Udinese,Martin Payero,2055,ar ARG,MF,it Serie A,25,1998,15.3,649,12,86,351,230,26,649,70,30,42.9,31,44.3,368,2284,1094,33,35,6,27,13,390,44,Martin PayeroUdinese
Montpellier,Nicolas Pays,2056,fr FRA,"FW,MF",fr Ligue 1,20,2003,5.0,247,3,21,87,148,17,247,26,10,38.5,15,57.7,170,1399,618,21,20,5,8,13,188,53,Nicolas PaysMontpellier
Como,Nicolas Paz,2057,ar ARG,"MF,FW",it Serie A,19,2004,29.9,1683,21,225,821,667,85,1682,135,69,51.1,58,43.0,1093,6153,2878,77,62,16,101,45,1265,171,Nicolas PazComo
Augsburg,Mads Pedersen,2058,dk DEN,DF,de Bundesliga,27,1996,2.6,123,7,34,45,47,5,123,8,2,25.0,6,75.0,53,250,111,1,3,1,4,1,58,10,Mads PedersenAugsburg
Torino,Marcus Pedersen,2059,no NOR,DF,it Serie A,24,2000,15.1,655,27,151,263,250,27,655,25,7,28.0,18,72.0,365,2329,1118,44,24,9,22,12,391,77,Marcus PedersenTorino
Villarreal,Alfonso Pedraza,2060,es ESP,"DF,MF",es La Liga,28,1996,5.1,274,17,91,90,96,16,274,19,9,47.4,9,47.4,155,1034,586,21,12,6,5,2,165,43,Alfonso PedrazaVillarreal
Barcelona,Pedri,2061,es ESP,MF,es La Liga,21,2002,32.0,3060,37,279,1824,988,50,3060,61,40,65.6,20,32.8,2012,11238,5463,92,103,8,48,35,2389,136,PedriBarcelona
Lazio,Pedro,2062,es ESP,"FW,MF",it Serie A,37,1987,12.2,722,4,69,343,319,61,720,32,16,50.0,11,34.4,435,2960,1575,48,25,15,20,21,546,89,PedroLazio
Saint-Etienne,Kevin Pedro,2063,fr FRA,DF,fr Ligue 1,18,2006,0.1,17,4,8,8,1,0,17,1,1,100.0,0,0.0,8,60,38,2,0,0,0,0,4,1,Kevin PedroSaint-Etienne
Sevilla,Adria Pedrosa,2064,es ESP,DF,es La Liga,26,1998,25.5,1526,90,533,634,373,21,1526,37,17,45.9,18,48.6,617,3350,1832,41,49,6,37,15,826,96,Adria PedrosaSevilla
Reims,Jordan Pefok,2065,us USA,FW,fr Ligue 1,28,1996,4.2,90,6,18,37,35,17,90,4,2,50.0,1,25.0,52,196,75,3,0,1,6,8,58,7,Jordan PefokReims
Union Berlin,Jordan Pefok,2066,us USA,FW,de Bundesliga,28,1996,10.1,326,23,55,157,122,43,326,13,7,53.8,6,46.2,158,535,204,3,6,0,24,17,212,40,Jordan PefokUnion Berlin
Las Palmas,Pejino,2067,es ESP,FW,es La Liga,28,1996,0.2,9,0,2,3,4,0,9,0,0,,0,,9,57,17,1,0,0,1,0,7,2,PejinoLas Palmas
Empoli,Pietro Pellegri,2068,it ITA,FW,it Serie A,23,2001,4.6,128,4,7,66,58,14,128,14,5,35.7,7,50.0,80,682,215,12,6,6,16,15,91,28,Pietro PellegriEmpoli
Roma,Lorenzo Pellegrini,2069,it ITA,MF,it Serie A,28,1996,18.1,825,21,108,400,328,53,824,27,11,40.7,16,59.3,463,2834,1185,27,27,5,26,16,589,82,Lorenzo PellegriniRoma
Lazio,Luca Pellegrini,2070,it ITA,DF,it Serie A,25,1999,11.9,851,29,196,382,285,15,851,28,11,39.3,16,57.1,420,1901,1067,21,23,4,17,9,516,61,Luca PellegriniLazio
Parma,Mateo Pellegrino,2071,ar ARG,FW,it Serie A,23,2001,8.2,263,6,18,123,125,39,263,9,3,33.3,5,55.6,164,626,214,6,5,3,29,16,210,37,Mateo PellegrinoParma
Auxerre,Theo Pellenard,2072,fr FRA,DF,fr Ligue 1,30,1994,0.5,28,6,13,8,7,0,28,0,0,,0,,7,25,17,1,0,0,1,0,11,1,Theo PellenardAuxerre
Lecce,Andy Pelmard,2073,fr FRA,DF,it Serie A,24,2000,1.4,48,5,23,20,7,0,48,1,1,100.0,0,0.0,19,72,24,1,1,0,0,0,19,0,Andy PelmardLecce
Las Palmas,Andy Pelmard,2074,fr FRA,DF,es La Liga,24,2000,2.3,152,11,50,77,25,0,152,2,1,50.0,0,0.0,71,418,159,1,1,0,3,0,90,5,Andy PelmardLas Palmas
Le Havre,Timothee Pembele,2075,fr FRA,DF,fr Ligue 1,21,2002,12.4,680,45,254,291,145,20,680,29,15,51.7,12,41.4,368,2140,1066,27,14,4,19,12,398,44,Timothee PembeleLe Havre
Marseille,Faris Pemi Moumbagna,2076,cm CMR,FW,fr Ligue 1,24,2000,0.1,0,0,0,0,0,0,0,0,0,,0,,1,2,0,0,0,0,0,1,1,0,Faris Pemi MoumbagnaMarseille
Barcelona,Inaki Pena,2077,es ESP,GK,es La Liga,25,1999,15.5,667,472,651,16,0,0,667,0,0,,0,,399,1757,991,0,0,0,0,0,362,0,Inaki PenaBarcelona
Osasuna,Ruben Pena,2078,es ESP,"FW,DF",es La Liga,33,1991,8.6,418,13,64,165,192,18,418,27,10,37.0,14,51.9,219,1069,536,18,11,4,25,12,256,57,Ruben PenaOsasuna
Villarreal,Nicolas Pepe,2079,ci CIV,"FW,MF",es La Liga,29,1995,16.7,842,20,112,266,477,89,842,64,27,42.2,29,45.3,518,3665,1976,76,40,30,52,20,622,159,Nicolas PepeVillarreal
Sevilla,Peque,2080,es ESP,"MF,FW",es La Liga,21,2002,12.6,485,3,51,253,186,35,485,26,11,42.3,12,46.2,266,1161,556,14,12,1,23,26,346,44,PequeSevilla
Torino,Sergiu Perciun,2081,md MDA,"FW,MF",it Serie A,18,2006,1.7,72,3,11,24,37,6,72,5,2,40.0,2,40.0,48,221,87,2,0,2,6,1,52,12,Sergiu PerciunTorino
Strasbourg,Oscar Perea,2082,co COL,"MF,DF",fr Ligue 1,18,2005,0.2,13,0,0,6,7,0,13,2,2,100.0,0,0.0,8,84,38,1,0,0,2,0,10,4,Oscar PereaStrasbourg
Fulham,Andreas Pereira,2083,br BRA,MF,eng Premier League,28,1996,22.4,1148,22,169,466,531,46,1147,30,14,46.7,8,26.7,578,2764,1341,29,38,9,29,22,676,81,Andreas PereiraFulham
Brest,Mathias Pereira Lage,2084,pt POR,"FW,MF",fr Ligue 1,27,1996,17.5,714,24,120,277,324,37,714,28,10,35.7,17,60.7,317,1874,824,32,17,9,38,18,387,100,Mathias Pereira LageBrest
Monza,Pedro Pereira,2085,pt POR,DF,it Serie A,26,1998,29.6,1409,109,508,596,311,33,1409,25,14,56.0,11,44.0,798,3867,2063,52,37,7,25,18,872,107,Pedro PereiraMonza
Leicester City,Ricardo Pereira,2086,pt POR,DF,eng Premier League,30,1993,4.3,296,17,90,166,41,5,296,9,6,66.7,2,22.2,151,453,186,3,3,2,3,1,172,5,Ricardo PereiraLeicester City
Genoa,Gaston Pereiro,2087,uy URU,MF,it Serie A,29,1995,0.3,17,1,3,6,8,2,17,0,0,,0,,7,22,6,0,0,0,0,0,13,2,Gaston PereiroGenoa
Bayern Munich,Daniel Peretz,2088,il ISR,GK,de Bundesliga,24,2000,3.0,106,63,97,9,0,0,106,0,0,,0,,67,338,177,0,0,0,0,0,77,0,Daniel PeretzBayern Munich
Villarreal,Ayoze Perez,2089,es ESP,FW,es La Liga,31,1993,21.9,705,7,66,296,355,136,705,78,34,43.6,36,46.2,429,2599,1453,59,31,33,62,34,514,124,Ayoze PerezVillarreal
Getafe,Carles Perez,2090,es ESP,"MF,FW",es La Liga,26,1998,15.9,551,16,74,198,291,44,551,50,21,42.0,27,54.0,298,2194,952,31,33,9,37,20,327,77,Carles PerezGetafe
Valencia,Francisco Perez,2091,es ESP,"FW,MF",es La Liga,21,2002,6.3,327,5,50,126,154,16,327,22,8,36.4,14,63.6,198,1440,658,24,11,4,17,14,230,71,Francisco PerezValencia
Venezia,Kike Perez,2092,es ESP,MF,it Serie A,27,1997,12.4,793,29,164,397,244,10,793,28,13,46.4,13,46.4,443,2470,1111,18,19,2,24,22,474,31,Kike PerezVenezia
Valladolid,Kike Perez,2093,es ESP,MF,es La Liga,27,1997,13.2,723,19,166,412,159,18,723,22,8,36.4,12,54.5,344,2211,1125,19,18,4,25,13,441,28,Kike PerezValladolid
Valladolid,Luis Perez,2094,es ESP,DF,es La Liga,29,1995,28.4,1444,88,490,630,336,9,1444,21,12,57.1,7,33.3,585,2748,1388,41,23,3,28,5,792,117,Luis PerezValladolid
Udinese,Nehuen Perez,2095,ar ARG,DF,it Serie A,24,2000,2.0,74,13,41,31,4,1,74,1,1,100.0,0,0.0,28,151,78,2,1,1,0,0,34,2,Nehuen PerezUdinese
Hellas Verona,Simone Perilli,2096,it ITA,GK,it Serie A,29,1995,2.0,56,42,55,1,0,0,56,0,0,,0,,22,192,165,0,0,0,0,0,14,0,Simone PerilliHellas Verona
Juventus,Mattia Perin,2097,it ITA,GK,it Serie A,31,1992,5.0,185,161,185,0,0,0,185,0,0,,0,,123,703,460,0,0,0,0,0,110,0,Mattia PerinJuventus
Betis,Romain Perraud,2098,fr FRA,DF,es La Liga,26,1997,22.2,1419,62,442,565,423,28,1419,35,11,31.4,18,51.4,766,3846,1881,51,25,10,33,14,842,106,Romain PerraudBetis
Lyon,Lucas Perri,2099,br BRA,GK,fr Ligue 1,26,1997,33.0,1123,937,1113,10,0,0,1123,0,0,,0,,696,3170,2124,0,0,0,1,2,576,0,Lucas PerriLyon
Auxerre,Gaetan Perrin,2100,fr FRA,"MF,FW",fr Ligue 1,28,1996,29.9,1327,6,144,590,616,98,1327,127,60,47.2,62,48.8,798,5341,2838,83,61,37,46,63,888,125,Gaetan PerrinAuxerre
Como,Maximo Perrone,2101,ar ARG,MF,it Serie A,21,2003,20.6,1502,62,372,932,205,15,1502,8,3,37.5,5,62.5,934,3623,1660,16,18,1,20,16,1165,19,Maximo PerroneComo
Gladbach,Noah Pesch,2102,hr CRO,FW,de Bundesliga,19,2005,0.1,5,0,0,1,4,0,5,0,0,,0,,2,17,16,0,0,0,0,0,2,1,Noah PeschGladbach
Monza,Matteo Pessina,2103,it ITA,MF,it Serie A,27,1997,9.5,559,16,155,317,91,5,559,10,5,50.0,3,30.0,333,1750,735,8,10,1,9,13,397,20,Matteo PessinaMonza
Monza,Andrea Petagna,2104,it ITA,FW,it Serie A,29,1995,3.7,100,1,15,51,34,12,100,4,2,50.0,2,50.0,66,327,96,2,3,1,9,4,74,17,Andrea PetagnaMonza
Angers,Prosper Peter,2105,ng NGA,"MF,FW",fr Ligue 1,16,2007,0.3,4,0,0,3,1,0,4,1,0,0.0,1,100.0,2,6,1,0,0,0,0,0,2,1,Prosper PeterAngers
Saint-Etienne,Leo Petrot,2106,fr FRA,DF,fr Ligue 1,27,1997,29.3,1708,172,661,670,383,25,1708,14,7,50.0,7,50.0,766,2815,1321,28,15,4,24,17,974,100,Leo PetrotSaint-Etienne
Strasbourg,Dorde Petrovic,2107,rs SRB,GK,fr Ligue 1,24,1999,31.0,1647,1040,1631,16,0,0,1647,1,1,100.0,0,0.0,1094,4491,2462,1,0,0,0,0,1110,0,Dorde PetrovicStrasbourg
Empoli,Giuseppe Pezzella,2108,it ITA,"DF,FW",it Serie A,26,1997,32.0,1579,88,448,630,521,33,1579,51,17,33.3,24,47.1,673,4110,2076,77,33,12,46,32,778,143,Giuseppe PezzellaEmpoli
Las Palmas,Valentin Pezzolesi,2109,es ESP,DF,es La Liga,17,2007,0.1,6,1,5,0,1,0,6,0,0,,0,,2,4,2,0,0,0,0,0,1,0,Valentin PezzolesiLas Palmas
Hoffenheim,Luca Philipp,2110,de GER,GK,de Bundesliga,23,2000,6.0,215,177,213,2,0,0,215,0,0,,0,,100,530,230,0,0,0,0,0,89,0,Luca PhilippHoffenheim
Freiburg,Maximilian Philipp,2111,de GER,"MF,FW",de Bundesliga,30,1994,0.2,9,0,1,3,5,0,9,0,0,,0,,3,15,14,0,0,0,1,0,6,0,Maximilian PhilippFreiburg
Ipswich Town,Kalvin Phillips,2112,eng ENG,MF,eng Premier League,28,1995,13.7,739,61,223,398,122,5,739,12,5,41.7,6,50.0,310,1489,569,4,5,0,25,10,394,4,Kalvin PhillipsIpswich Town
Aston Villa,Jaden Philogene Bidace,2113,eng ENG,"FW,MF",eng Premier League,22,2002,3.7,145,4,27,54,66,14,145,15,4,26.7,8,53.3,75,520,239,7,5,7,7,3,83,17,Jaden Philogene BidaceAston Villa
Ipswich Town,Jaden Philogene Bidace,2114,eng ENG,"FW,DF",eng Premier League,22,2002,5.3,220,10,53,68,101,18,220,18,5,27.8,11,61.1,127,862,305,13,3,5,11,10,133,36,Jaden Philogene BidaceIpswich Town
Alaves,Pica,2115,es ESP,DF,es La Liga,22,2002,5.5,263,33,135,120,8,5,263,1,1,100.0,0,0.0,124,728,496,3,2,0,2,1,133,0,PicaAlaves
Cagliari,Roberto Piccoli,2116,it ITA,FW,it Serie A,23,2001,34.7,919,29,76,468,385,144,918,63,14,22.2,41,65.1,511,2406,774,30,27,14,114,46,666,165,Roberto PiccoliCagliari
Holstein Kiel,Benedikt Pichler,2117,at AUT,FW,de Bundesliga,27,1997,8.7,310,13,29,149,133,44,310,18,8,44.4,9,50.0,152,863,383,18,7,8,23,12,230,58,Benedikt PichlerHolstein Kiel
Everton,Jordan Pickford,2118,eng ENG,GK,eng Premier League,30,1994,38.0,1708,1116,1640,69,0,0,1708,0,0,,0,,989,5989,3568,0,0,0,2,0,871,0,Jordan PickfordEverton
Werder Bremen,Amos Pieper,2119,de GER,DF,de Bundesliga,26,1998,16.6,1136,168,595,482,60,11,1136,3,2,66.7,1,33.3,570,2403,1110,11,7,0,4,3,671,3,Amos PieperWerder Bremen
Heidenheim,Marvin Pieringer,2120,de GER,"FW,MF",de Bundesliga,24,1999,24.5,849,31,103,427,328,97,846,35,16,45.7,15,42.9,467,1979,796,23,22,5,69,24,607,115,Marvin PieringerHeidenheim
Venezia,Nicholas Pierini,2121,it ITA,MF,it Serie A,25,1998,0.9,28,1,6,10,12,3,28,1,0,0.0,1,100.0,16,79,21,1,1,0,2,3,18,4,Nicholas PieriniVenezia
Lecce,Santiago Pierotti,2122,ar ARG,FW,it Serie A,23,2001,21.5,730,45,148,322,279,81,730,49,22,44.9,26,53.1,353,2266,1103,43,25,21,60,33,406,85,Santiago PierottiLecce
Lecce,Balthazar Pierret,2123,fr FRA,MF,it Serie A,24,2000,19.1,1020,61,236,667,130,13,1020,24,13,54.2,6,25.0,512,2404,1041,13,11,1,25,10,635,13,Balthazar PierretLecce
Genoa,Andrea Pinamonti,2124,it ITA,FW,it Serie A,25,1999,31.7,952,32,77,531,349,116,951,23,11,47.8,12,52.2,491,1829,557,20,12,11,67,34,710,132,Andrea PinamontiGenoa
Brentford,Ethan Pinnock,2125,jm JAM,DF,eng Premier League,31,1993,21.3,1348,294,783,457,109,24,1348,9,3,33.3,6,66.7,633,3117,1633,3,4,0,2,4,760,9,Ethan PinnockBrentford
Villarreal,Yeremi Pino,2126,es ESP,"MF,FW",es La Liga,21,2002,21.5,986,30,169,356,477,104,986,58,25,43.1,25,43.1,565,2781,1416,42,26,21,52,23,668,213,Yeremi PinoVillarreal
Cagliari,Nicola Pintus,2127,it ITA,DF,it Serie A,19,2005,0.0,3,1,3,0,0,0,3,0,0,,0,,1,0,0,0,0,0,0,0,1,0,Nicola PintusCagliari
Roma,Niccolo Pisilli,2128,it ITA,MF,it Serie A,19,2004,13.6,718,19,101,417,205,34,718,14,5,35.7,6,42.9,389,1888,921,22,16,6,27,15,507,44,Niccolo PisilliRoma
Udinese,Damian Pizarro,2129,cl CHI,"FW,MF",it Serie A,19,2005,0.2,3,0,0,2,1,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Damian PizarroUdinese
Monza,Semuel Pizzignacco,2130,it ITA,GK,it Serie A,22,2001,8.2,340,277,336,3,1,0,340,0,0,,0,,210,883,622,0,0,0,0,0,185,0,Semuel PizzignaccoMonza
Gladbach,Alassane Plea,2131,fr FRA,"MF,FW",de Bundesliga,31,1993,21.1,979,3,81,494,412,77,978,43,17,39.5,23,53.5,601,3068,1698,51,31,14,40,22,773,141,Alassane PleaGladbach
Bologna,Tommaso Pobega,2132,it ITA,MF,it Serie A,25,1999,13.1,608,24,106,368,141,20,608,8,3,37.5,4,50.0,293,1224,517,12,10,2,13,6,358,23,Tommaso PobegaBologna
Wolves,Daniel Podence,2133,pt POR,"MF,FW",eng Premier League,28,1995,0.5,20,0,2,11,7,0,20,2,2,100.0,0,0.0,13,77,43,1,1,0,0,0,17,3,Daniel PodenceWolves
Venezia,Joel Pohjanpalo,2134,fi FIN,FW,it Serie A,29,1994,17.8,491,24,67,240,187,66,487,10,3,30.0,7,70.0,249,957,367,9,7,4,23,11,343,72,Joel PohjanpaloVenezia
Napoli,Matteo Politano,2135,it ITA,"FW,MF",it Serie A,30,1993,31.2,1561,49,233,533,804,90,1561,80,32,40.0,36,45.0,920,6414,3264,135,57,38,47,24,1137,278,Matteo PolitanoNapoli
Wolves,Alfie Pond,2136,eng ENG,DF,eng Premier League,20,2004,0.0,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0,Alfie PondWolves
Fiorentina,Marin Pongracic,2137,hr CRO,DF,it Serie A,26,1997,15.2,922,136,494,399,42,6,922,14,9,64.3,4,28.6,560,3544,1465,7,13,1,10,7,585,5,Marin PongracicFiorentina
Newcastle Utd,Nick Pope,2138,eng ENG,GK,eng Premier League,32,1992,28.0,872,688,857,15,0,0,872,0,0,,0,,439,2510,1708,0,0,0,0,1,305,0,Nick PopeNewcastle Utd
Holstein Kiel,Finn Porath,2139,de GER,"DF,MF",de Bundesliga,27,1997,21.9,999,73,325,403,280,33,999,36,16,44.4,13,36.1,418,2364,1215,42,33,11,15,15,507,69,Finn PorathHolstein Kiel
Tottenham,Pedro Porro,2140,es ESP,DF,eng Premier League,24,1999,29.0,2237,128,675,812,763,32,2237,40,14,35.0,24,60.0,1186,5421,2830,65,43,5,25,18,1291,109,Pedro PorroTottenham
Girona,Portu,2141,es ESP,"FW,MF",es La Liga,32,1992,8.7,301,4,33,110,160,25,301,10,4,40.0,5,50.0,168,846,518,20,15,4,11,3,214,79,PortuGirona
Bologna,Stefan Posch,2142,at AUT,DF,it Serie A,27,1997,7.9,602,33,186,290,133,13,602,11,3,27.3,8,72.7,295,1505,581,11,8,1,9,12,348,35,Stefan PoschBologna
Atalanta,Stefan Posch,2143,at AUT,DF,it Serie A,27,1997,4.3,299,21,113,142,46,4,299,2,1,50.0,1,50.0,202,1298,728,5,7,0,3,5,199,5,Stefan PoschAtalanta
Lens,Tom Pouilly,2144,fr FRA,"DF,MF",fr Ligue 1,21,2003,3.0,257,6,66,114,79,9,257,3,2,66.7,0,0.0,152,688,326,12,6,3,7,0,171,34,Tom PouillyLens
RB Leipzig,Yussuf Poulsen,2145,dk DEN,"FW,MF",de Bundesliga,30,1994,4.2,221,14,37,91,94,32,221,6,1,16.7,4,66.7,89,362,111,2,4,0,16,10,148,30,Yussuf PoulsenRB Leipzig
Athletic Club,Benat Prados,2146,es ESP,MF,es La Liga,23,2001,19.1,991,33,190,628,184,24,991,30,15,50.0,12,40.0,480,2312,1081,20,19,1,25,20,604,32,Benat PradosAthletic Club
Hoffenheim,Alexander Prass,2147,at AUT,DF,de Bundesliga,23,2001,17.4,1199,71,351,531,325,32,1199,42,20,47.6,17,40.5,605,2773,1327,28,30,5,21,10,689,66,Alexander PrassHoffenheim
Cagliari,Matteo Prati,2148,it ITA,MF,it Serie A,20,2003,6.3,313,12,89,177,48,3,313,11,3,27.3,6,54.5,155,569,244,2,3,0,4,2,177,7,Matteo PratiCagliari
Mallorca,Abdon Prats,2149,es ESP,"FW,MF",es La Liga,31,1992,5.1,146,6,15,76,55,25,145,3,1,33.3,2,66.7,77,215,41,0,0,0,17,12,104,14,Abdon PratsMallorca
Union Berlin,David Preu,2150,de GER,"MF,DF",de Bundesliga,19,2004,1.3,63,5,16,26,21,2,63,7,2,28.6,4,57.1,31,98,47,1,1,1,4,2,32,9,David PreuUnion Berlin
Hoffenheim,Grischa Promel,2151,de GER,MF,de Bundesliga,29,1995,1.9,106,4,19,71,18,0,106,1,0,0.0,1,100.0,70,300,137,2,1,0,2,2,82,3,Grischa PromelHoffenheim
Lazio,Ivan Provedel,2152,it ITA,GK,it Serie A,30,1994,29.0,1167,859,1135,33,0,0,1167,0,0,,0,,744,3740,2307,0,0,0,0,0,749,0,Ivan ProvedelLazio
Union Berlin,Ivan Prtajin,2153,hr CRO,FW,de Bundesliga,28,1996,1.8,78,3,6,29,43,12,78,1,1,100.0,0,0.0,38,98,23,1,0,1,6,3,55,17,Ivan PrtajinUnion Berlin
Espanyol,Javi Puado,2154,es ESP,"FW,MF",es La Liga,26,1998,33.0,985,27,140,452,413,102,980,61,21,34.4,35,57.4,623,4528,1960,73,48,22,71,33,703,113,Javi PuadoEspanyol
Holstein Kiel,Tymoteusz Puchacz,2155,pl POL,DF,de Bundesliga,25,1999,4.4,247,15,74,94,87,2,247,19,9,47.4,8,42.1,109,703,353,13,11,0,8,5,125,30,Tymoteusz PuchaczHolstein Kiel
Juventus,Diego Pugno,2156,it ITA,FW,it Serie A,18,2006,0.1,4,0,0,2,3,0,4,1,0,0.0,1,100.0,2,5,3,0,1,0,0,0,1,0,Diego PugnoJuventus
Milan,Christian Pulisic,2157,us USA,"FW,MF",it Serie A,25,1998,27.5,1367,15,156,524,709,128,1363,87,39,44.8,36,41.4,859,6117,3406,121,75,37,57,40,985,191,Christian PulisicMilan
Liverpool,Jarell Quansah,2158,eng ENG,DF,eng Premier League,21,2003,5.5,464,80,245,189,30,6,464,3,1,33.3,2,66.7,268,1421,709,3,4,1,5,2,321,4,Jarell QuansahLiverpool
Union Berlin,Leopold Querfeld,2159,at AUT,DF,de Bundesliga,20,2003,19.4,1066,176,562,457,54,34,1066,9,3,33.3,5,55.6,531,2479,1336,3,2,0,5,2,574,5,Leopold QuerfeldUnion Berlin
Leganes,Dani Raba,2160,es ESP,"FW,MF",es La Liga,28,1995,20.9,930,23,111,445,398,43,925,91,46,50.5,38,41.8,523,2894,1474,42,42,10,53,40,572,101,Dani RabaLeganes
Marseille,Adrien Rabiot,2161,fr FRA,MF,fr Ligue 1,29,1995,27.6,1822,36,227,967,644,100,1822,50,26,52.0,23,46.0,1096,5837,2815,79,52,16,52,31,1445,174,Adrien RabiotMarseille
Venezia,Ionut Radu,2162,ro ROU,GK,it Serie A,27,1997,15.0,587,499,586,1,0,0,587,1,1,100.0,0,0.0,370,1992,1207,0,0,0,1,0,302,0,Ionut RaduVenezia
Lecce,Hamza Rafia,2163,tn TUN,MF,it Serie A,25,1999,11.8,651,16,132,367,164,12,651,22,10,45.5,7,31.8,317,1511,662,13,16,2,21,20,411,32,Hamza RafiaLecce
Brentford,Hakon Rafn Valdimarsson,2164,is ISL,GK,eng Premier League,22,2001,1.6,72,60,71,1,0,0,72,0,0,,0,,44,191,80,0,0,0,0,0,36,0,Hakon Rafn ValdimarssonBrentford
Valladolid,Arnau Rafus,2165,es ESP,GK,es La Liga,21,2003,1.0,43,39,43,0,0,0,43,0,0,,0,,22,97,61,0,0,0,0,0,27,0,Arnau RafusValladolid
Mallorca,Antonio Raillo,2166,es ESP,DF,es La Liga,32,1991,35.6,2185,376,1140,909,142,66,2185,3,2,66.7,1,33.3,1108,6230,3707,31,16,0,7,6,1282,20,Antonio RailloMallorca
Venezia,Antonio Raimondo,2167,it ITA,"FW,DF",it Serie A,20,2004,1.0,34,0,2,15,19,5,34,0,0,,0,,21,93,37,2,4,1,5,3,28,7,Antonio RaimondoVenezia
Lecce,Ylber Ramadani,2168,al ALB,MF,it Serie A,28,1996,20.1,1038,64,346,587,123,8,1038,24,13,54.2,11,45.8,537,2424,902,9,11,2,21,22,651,7,Ylber RamadaniLecce
Las Palmas,Benito Ramirez,2169,es ESP,"DF,FW",es La Liga,29,1995,5.3,406,16,87,169,155,9,406,15,3,20.0,9,60.0,211,1179,580,14,20,1,10,6,251,62,Benito RamirezLas Palmas
Las Palmas,Sandro Ramirez,2170,es ESP,"FW,MF",es La Liga,29,1995,22.6,930,26,146,383,417,64,929,47,16,34.0,26,55.3,469,2578,1134,52,21,24,49,28,575,121,Sandro RamirezLas Palmas
Real Madrid,Jacobo Ramon,2171,es ESP,DF,es La Liga,19,2005,2.3,117,9,57,53,9,3,117,0,0,,0,,59,264,126,0,0,0,2,1,71,2,Jacobo RamonReal Madrid
Paris S-G,Goncalo Ramos,2172,pt POR,FW,fr Ligue 1,23,2001,11.8,353,6,27,108,220,97,350,11,1,9.1,9,81.8,155,755,342,11,6,4,16,11,282,63,Goncalo RamosParis S-G
Southampton,Aaron Ramsdale,2173,eng ENG,GK,eng Premier League,26,1998,30.0,1314,946,1286,32,0,0,1314,0,0,,0,,786,4017,2349,0,0,0,3,0,702,0,Aaron RamsdaleSouthampton
Aston Villa,Jacob Ramsey,2174,eng ENG,"FW,MF",eng Premier League,23,2001,18.0,762,12,146,272,359,74,762,46,25,54.3,13,28.3,496,3441,1766,61,31,21,42,23,577,114,Jacob RamseyAston Villa
Fiorentina,Luca Ranieri,2175,it ITA,DF,it Serie A,25,1999,34.1,2124,271,1078,979,81,16,2124,19,9,47.4,9,47.4,1234,5928,3027,25,19,2,10,3,1404,11,Luca RanieriFiorentina
Gladbach,Grant Ranos,2176,am ARM,FW,de Bundesliga,21,2003,0.2,17,0,1,9,7,0,17,0,0,,0,,10,35,18,1,1,0,0,1,11,2,Grant RanosGladbach
Angers,Lilian Raolisoa,2177,fr FRA,"DF,FW",fr Ligue 1,24,2000,14.6,751,47,228,281,259,19,751,53,23,43.4,29,54.7,404,2393,1246,33,31,3,21,16,435,62,Lilian RaolisoaAngers
Barcelona,Raphinha,2178,br BRA,"FW,MF",es La Liga,27,1996,31.5,1863,31,114,661,1113,183,1861,103,52,50.5,44,42.7,1016,5592,2865,94,66,46,53,29,1316,349,RaphinhaBarcelona
Manchester Utd,Marcus Rashford,2179,eng ENG,"FW,MF",eng Premier League,26,1997,10.9,440,3,35,189,222,34,440,39,9,23.1,26,66.7,293,1694,728,20,19,12,14,6,341,79,Marcus RashfordManchester Utd
Aston Villa,Marcus Rashford,2180,eng ENG,FW,eng Premier League,26,1997,4.9,227,2,14,58,159,30,226,22,9,40.9,13,59.1,127,892,471,22,10,15,8,1,149,42,Marcus RashfordAston Villa
Napoli,Giacomo Raspadori,2181,it ITA,"FW,MF",it Serie A,24,2000,12.3,549,10,62,246,247,54,549,14,9,64.3,3,21.4,263,1291,502,18,6,5,25,9,343,57,Giacomo RaspadoriNapoli
Rayo Vallecano,Andrei Ratiu,2182,ro ROU,DF,es La Liga,26,1998,34.1,2193,85,590,936,697,71,2193,147,76,51.7,63,42.9,1190,7492,3780,122,87,31,69,49,1365,167,Andrei RatiuRayo Vallecano
Osasuna,Raul,2183,es ESP,"FW,MF",es La Liga,23,2000,8.3,266,8,18,113,141,42,266,20,11,55.0,8,40.0,153,732,286,10,11,4,24,13,196,49,RaulOsasuna
RB Leipzig,David Raum,2184,de GER,DF,de Bundesliga,26,1998,19.8,1389,58,375,531,497,56,1389,28,11,39.3,13,46.4,593,2580,1421,36,21,4,16,9,787,127,David RaumRB Leipzig
