League,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,PlSqu
Eredivisie,AZ Alkmaar,Lequincio Zeefuik,nl NED,"FW,DF",19.0,0.4,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Lequincio ZeefuikAZ Alkmaar
Eredivisie,AZ Alkmaar,Riechedly Bazoer,nl NED,MF,27.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Riechedly BazoerAZ Alkmaar
Eredivisie,AZ Alkmaar,Lewis Schouten,nl NED,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis SchoutenAZ Alkmaar
Eredivisie,AZ Alkmaar,Opponent Total,,,25.6,34.0,16080.0,14499.0,1542.0,374.0,25.0,83.0,490,636.0,130.0,65.0,34.0,0.0,12723.0,39.0,295.0,Opponent TotalAZ Alkmaar
Eredivisie,Twente,Bart van Rooij,nl NED,DF,23.0,31.7,1962.0,1624.0,331.0,27.0,2.0,9.0,99,304.0,0.0,0.0,0.0,0.0,1549.0,7.0,38.0,Bart van RooijTwente
Eredivisie,Twente,Sem Steijn,nl NED,MF,22.0,30.7,836.0,760.0,69.0,9.0,14.0,5.0,26,8.0,9.0,8.0,1.0,0.0,626.0,7.0,20.0,Sem SteijnTwente
Eredivisie,Twente,Lars Unnerstall,de GER,GK,34.0,31.0,1066.0,835.0,230.0,57.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,810.0,1.0,1.0,Lars UnnerstallTwente
Eredivisie,Twente,Michel Vlap,nl NED,"MF,FW",27.0,27.8,1744.0,1575.0,160.0,51.0,8.0,22.0,133,21.0,86.0,59.0,11.0,1.0,1423.0,9.0,24.0,Michel VlapTwente
Eredivisie,Twente,Daan Rots,nl NED,FW,23.0,24.1,785.0,752.0,31.0,2.0,13.0,11.0,36,26.0,0.0,0.0,0.0,0.0,552.0,2.0,28.0,Daan RotsTwente
Eredivisie,Twente,Mees Hilgers,id IDN,DF,23.0,20.8,1155.0,1094.0,58.0,48.0,1.0,8.0,1,4.0,0.0,0.0,0.0,0.0,1011.0,3.0,7.0,Mees HilgersTwente
Eredivisie,Twente,Bas Kuipers,nl NED,DF,29.0,19.2,943.0,766.0,173.0,20.0,1.0,5.0,69,139.0,14.0,11.0,0.0,0.0,727.0,4.0,28.0,Bas KuipersTwente
Eredivisie,Twente,Max Bruns,nl NED,DF,21.0,18.2,1200.0,1146.0,53.0,28.0,2.0,4.0,3,6.0,0.0,0.0,0.0,0.0,1083.0,1.0,5.0,Max BrunsTwente
Eredivisie,Twente,Sam Lammers,nl NED,FW,27.0,16.7,418.0,404.0,12.0,0.0,2.0,1.0,9,2.0,0.0,0.0,0.0,0.0,282.0,2.0,11.0,Sam LammersTwente
Eredivisie,Twente,Michal Sadilek,cz CZE,"MF,DF",25.0,17.8,968.0,871.0,94.0,40.0,0.0,4.0,72,20.0,34.0,25.0,3.0,0.0,756.0,3.0,14.0,Michal SadilekTwente
Eredivisie,Twente,Ricky van Wolfswinkel,nl NED,FW,35.0,17.8,379.0,352.0,25.0,3.0,3.0,1.0,5,11.0,0.0,0.0,0.0,0.0,251.0,2.0,12.0,Ricky van WolfswinkelTwente
Eredivisie,Twente,Youri Regeer,nl NED,MF,20.0,14.9,851.0,821.0,29.0,19.0,1.0,1.0,25,8.0,1.0,0.0,0.0,0.0,701.0,1.0,18.0,Youri RegeerTwente
Eredivisie,Twente,Gustaf Lagerbielke,se SWE,DF,24.0,16.1,1066.0,1025.0,41.0,23.0,4.0,8.0,0,1.0,0.0,0.0,0.0,0.0,907.0,0.0,7.0,Gustaf LagerbielkeTwente
Eredivisie,Twente,Anass Salah-Eddine,nl NED,DF,22.0,14.2,875.0,760.0,114.0,10.0,0.0,1.0,29,104.0,0.0,0.0,0.0,0.0,734.0,1.0,14.0,Anass Salah-EddineTwente
Eredivisie,Twente,Sayfallah Ltaief,tn TUN,FW,24.0,13.4,492.0,477.0,12.0,0.0,1.0,0.0,33,11.0,1.0,0.0,0.0,0.0,367.0,3.0,22.0,Sayfallah LtaiefTwente
Eredivisie,Twente,Alec Van Hoorenbeeck,be BEL,DF,25.0,12.4,825.0,770.0,53.0,24.0,2.0,5.0,4,7.0,0.0,0.0,0.0,0.0,722.0,2.0,5.0,Alec Van HoorenbeeckTwente
Eredivisie,Twente,Mitchell van Bergen,nl NED,FW,24.0,8.9,252.0,248.0,4.0,1.0,0.0,0.0,64,0.0,3.0,2.0,0.0,0.0,163.0,0.0,16.0,Mitchell van BergenTwente
Eredivisie,Twente,Mathias Kjolo,no NOR,MF,23.0,9.6,580.0,572.0,6.0,5.0,1.0,8.0,3,0.0,1.0,0.0,0.0,0.0,476.0,2.0,11.0,Mathias KjoloTwente
Eredivisie,Twente,Carel Eiting,nl NED,MF,26.0,6.5,447.0,397.0,48.0,16.0,2.0,2.0,36,2.0,25.0,16.0,2.0,1.0,332.0,2.0,18.0,Carel EitingTwente
Eredivisie,Twente,Taylor Booth,us USA,FW,23.0,3.0,89.0,86.0,1.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,50.0,2.0,6.0,Taylor BoothTwente
Eredivisie,Twente,Naci Unuvar,nl NED,FW,21.0,4.3,138.0,134.0,3.0,0.0,2.0,2.0,17,0.0,2.0,2.0,0.0,0.0,99.0,1.0,6.0,Naci UnuvarTwente
Eredivisie,Twente,Gijs Besselink,nl NED,MF,20.0,3.6,126.0,123.0,3.0,2.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,Gijs BesselinkTwente
Eredivisie,Twente,Przemyslaw Tyton,pl POL,GK,37.0,3.0,118.0,97.0,21.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,Przemyslaw TytonTwente
Eredivisie,Twente,Arno Verschueren,be BEL,"MF,FW",27.0,4.0,120.0,119.0,0.0,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,88.0,1.0,3.0,Arno VerschuerenTwente
Eredivisie,Twente,Younes Taha El Idrissi,ma MAR,"FW,MF",,2.4,100.0,95.0,4.0,0.0,0.0,3.0,15,2.0,2.0,1.0,0.0,0.0,58.0,1.0,7.0,Younes Taha El IdrissiTwente
Eredivisie,Twente,Lucas Vennegoor of Hesselink,nl NED,"FW,MF",18.0,0.8,18.0,15.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,Lucas Vennegoor of HesselinkTwente
Eredivisie,Twente,Gerald Alders,nl NED,DF,19.0,0.3,20.0,17.0,3.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Gerald AldersTwente
Eredivisie,Twente,Harry Kuster,nl NED,"FW,MF",18.0,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Harry KusterTwente
Eredivisie,Twente,Julien Mesbahi,ma MAR,FW,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Julien MesbahiTwente
Eredivisie,Twente,Opponent Total,,,25.1,34.0,15364.0,13713.0,1595.0,392.0,35.0,109.0,570,678.0,146.0,76.0,41.0,0.0,11871.0,56.0,315.0,Opponent TotalTwente
Eredivisie,Go Ahead Eagles,Mats Deijl,nl NED,DF,27.0,34.0,1587.0,1287.0,295.0,28.0,4.0,6.0,55,267.0,0.0,0.0,0.0,0.0,1209.0,5.0,37.0,Mats DeijlGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Joris Kramer,nl NED,DF,27.0,33.8,2435.0,2307.0,124.0,53.0,5.0,10.0,6,16.0,0.0,0.0,0.0,0.0,2155.0,4.0,25.0,Joris KramerGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Victor Edvardsen,se SWE,"FW,MF",28.0,30.4,777.0,720.0,55.0,0.0,8.0,4.0,38,14.0,3.0,1.0,0.0,1.0,532.0,2.0,30.0,Victor EdvardsenGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Enric Llansana,nl NED,MF,23.0,30.2,1668.0,1640.0,23.0,16.0,5.0,14.0,17,6.0,1.0,1.0,0.0,0.0,1335.0,5.0,22.0,Enric LlansanaGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Evert Linthorst,nl NED,MF,24.0,27.9,1538.0,1512.0,21.0,9.0,6.0,16.0,18,12.0,0.0,0.0,0.0,0.0,1314.0,5.0,17.0,Evert LinthorstGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Gerrit Nauber,de GER,DF,32.0,29.7,1669.0,1525.0,141.0,73.0,0.0,10.0,0,0.0,0.0,0.0,0.0,0.0,1473.0,3.0,8.0,Gerrit NauberGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Oliver Antman,fi FIN,"FW,MF",22.0,26.8,836.0,823.0,9.0,1.0,2.0,2.0,54,6.0,1.0,0.0,0.0,0.0,663.0,4.0,16.0,Oliver AntmanGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Jakob Breum,dk DEN,"MF,FW",20.0,22.9,993.0,848.0,139.0,39.0,17.0,7.0,90,8.0,61.0,39.0,10.0,0.0,722.0,6.0,24.0,Jakob BreumGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Dean James,id IDN,DF,24.0,18.9,963.0,724.0,238.0,32.0,0.0,4.0,123,149.0,57.0,45.0,8.0,0.0,748.0,1.0,23.0,Dean JamesGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Luca Plogmann,de GER,GK,24.0,18.0,729.0,612.0,117.0,28.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,559.0,0.0,0.0,Luca PlogmannGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Jari De Busser,be BEL,GK,24.0,16.0,749.0,632.0,115.0,30.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,554.0,2.0,0.0,Jari De BusserGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Mathis Suray,be BEL,"FW,MF",23.0,16.2,606.0,558.0,45.0,12.0,4.0,1.0,31,9.0,21.0,13.0,3.0,0.0,462.0,3.0,20.0,Mathis SurayGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Aske Adelgaard,dk DEN,DF,20.0,13.6,676.0,526.0,148.0,19.0,0.0,1.0,59,101.0,28.0,25.0,2.0,0.0,512.0,2.0,12.0,Aske AdelgaardGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Oliver Edvardsen,no NOR,"FW,MF",25.0,9.9,238.0,235.0,1.0,0.0,8.0,0.0,8,1.0,0.0,0.0,0.0,0.0,176.0,2.0,4.0,Oliver EdvardsenGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Bobby Adekanye,nl NED,"FW,MF",25.0,8.6,214.0,209.0,5.0,1.0,1.0,1.0,33,2.0,2.0,0.0,0.0,0.0,147.0,0.0,9.0,Bobby AdekanyeGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Milan Smit,nl NED,"FW,MF",21.0,9.3,162.0,151.0,10.0,0.0,4.0,0.0,6,0.0,0.0,0.0,0.0,0.0,116.0,1.0,10.0,Milan SmitGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Calvin Twigt,nl NED,MF,21.0,5.0,232.0,229.0,3.0,2.0,2.0,4.0,3,0.0,1.0,1.0,0.0,0.0,192.0,0.0,4.0,Calvin TwigtGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Soren Tengstedt,dk DEN,"MF,FW",24.0,4.7,154.0,144.0,8.0,0.0,0.0,1.0,3,5.0,2.0,2.0,0.0,0.0,128.0,2.0,2.0,Soren TengstedtGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Finn Stokkers,nl NED,FW,28.0,4.9,127.0,122.0,5.0,0.0,1.0,0.0,4,1.0,0.0,0.0,0.0,0.0,86.0,0.0,5.0,Finn StokkersGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Robbin Weijenberg,nl NED,"MF,DF",19.0,3.4,181.0,166.0,15.0,3.0,0.0,0.0,0,12.0,0.0,0.0,0.0,0.0,152.0,0.0,2.0,Robbin WeijenbergGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Jamal Amofa,nl NED,DF,25.0,1.8,132.0,131.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,1.0,Jamal AmofaGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Oscar Pettersson,se SWE,"FW,MF",24.0,2.1,59.0,55.0,3.0,1.0,0.0,0.0,7,1.0,1.0,0.0,0.0,0.0,39.0,1.0,2.0,Oscar PetterssonGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Oskar Siira Sivertsen,no NOR,FW,20.0,1.6,56.0,55.0,1.0,0.0,1.0,1.0,5,0.0,1.0,0.0,1.0,0.0,37.0,0.0,1.0,Oskar Siira SivertsenGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Luca Everink,nl NED,DF,23.0,1.2,57.0,49.0,8.0,1.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,52.0,0.0,2.0,Luca EverinkGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Pim Saathof,nl NED,DF,20.0,0.9,51.0,43.0,8.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,Pim SaathofGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Julius Dirksen,nl NED,"DF,MF",21.0,0.8,37.0,34.0,3.0,2.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,Julius DirksenGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Thibo Baeten,be BEL,"MF,FW",22.0,0.1,10.0,9.0,1.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Thibo BaetenGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Ofosu Boakye,,FW,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ofosu BoakyeGo Ahead Eagles
Eredivisie,Go Ahead Eagles,Opponent Total,,,25.1,34.0,16121.0,14616.0,1480.0,336.0,16.0,93.0,779,601.0,185.0,105.0,51.0,1.0,12815.0,25.0,245.0,Opponent TotalGo Ahead Eagles
Eredivisie,NEC Nijmegen,Robin Roefs,nl NED,GK,21.0,32.0,1277.0,1006.0,268.0,66.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,849.0,3.0,2.0,Robin RoefsNEC Nijmegen
Eredivisie,NEC Nijmegen,Calvin Verdonk,id IDN,DF,27.0,31.7,2391.0,2109.0,277.0,47.0,5.0,37.0,73,228.0,0.0,0.0,0.0,0.0,1935.0,5.0,42.0,Calvin VerdonkNEC Nijmegen
Eredivisie,NEC Nijmegen,Dirk Proper,nl NED,MF,22.0,24.0,1103.0,1068.0,31.0,18.0,1.0,5.0,4,3.0,1.0,0.0,0.0,0.0,942.0,4.0,12.0,Dirk ProperNEC Nijmegen
Eredivisie,NEC Nijmegen,Brayann Pereira,fr FRA,DF,21.0,23.3,1005.0,759.0,246.0,20.0,0.0,3.0,85,226.0,0.0,0.0,0.0,0.0,791.0,0.0,37.0,Brayann PereiraNEC Nijmegen
Eredivisie,NEC Nijmegen,Ivan Marquez,es ESP,DF,30.0,24.6,1426.0,1346.0,79.0,39.0,1.0,2.0,1,6.0,0.0,0.0,0.0,0.0,1230.0,1.0,8.0,Ivan MarquezNEC Nijmegen
Eredivisie,NEC Nijmegen,Kodai Sano,jp JPN,"MF,FW",20.0,21.9,973.0,934.0,37.0,17.0,1.0,9.0,17,8.0,0.0,0.0,0.0,0.0,809.0,2.0,23.0,Kodai SanoNEC Nijmegen
Eredivisie,NEC Nijmegen,Sontje Hansen,nl NED,"FW,MF",22.0,20.8,568.0,555.0,12.0,2.0,4.0,4.0,39,9.0,1.0,0.0,1.0,0.0,420.0,1.0,24.0,Sontje HansenNEC Nijmegen
Eredivisie,NEC Nijmegen,Vito van Crooy,nl NED,"MF,FW",28.0,21.0,584.0,498.0,84.0,10.0,3.0,5.0,71,24.0,33.0,18.0,12.0,0.0,402.0,2.0,17.0,Vito van CrooyNEC Nijmegen
Eredivisie,NEC Nijmegen,Sami Ouaissa,nl NED,"MF,FW",19.0,20.5,467.0,430.0,36.0,10.0,3.0,2.0,41,7.0,16.0,8.0,8.0,0.0,339.0,1.0,14.0,Sami OuaissaNEC Nijmegen
Eredivisie,NEC Nijmegen,Bram Nuytinck,nl NED,DF,34.0,18.8,1066.0,1031.0,35.0,25.0,0.0,2.0,2,3.0,0.0,0.0,0.0,0.0,945.0,0.0,1.0,Bram NuytinckNEC Nijmegen
Eredivisie,NEC Nijmegen,Koki Ogawa,jp JPN,FW,26.0,17.8,269.0,255.0,14.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,8.0,Koki OgawaNEC Nijmegen
Eredivisie,NEC Nijmegen,Thomas Ouwejan,nl NED,"DF,FW",27.0,19.9,923.0,652.0,268.0,54.0,0.0,0.0,209,131.0,83.0,43.0,39.0,0.0,571.0,3.0,32.0,Thomas OuwejanNEC Nijmegen
Eredivisie,NEC Nijmegen,Mees Hoedemakers,nl NED,MF,26.0,19.9,1022.0,982.0,38.0,33.0,3.0,18.0,6,3.0,1.0,0.0,0.0,0.0,849.0,2.0,11.0,Mees HoedemakersNEC Nijmegen
Eredivisie,NEC Nijmegen,Philippe Sandler,nl NED,DF,27.0,15.6,966.0,929.0,35.0,20.0,0.0,10.0,2,4.0,0.0,0.0,0.0,0.0,853.0,2.0,5.0,Philippe SandlerNEC Nijmegen
Eredivisie,NEC Nijmegen,Roberto Gonzalez,es ESP,"MF,FW",23.0,10.9,330.0,291.0,38.0,11.0,1.0,1.0,39,0.0,14.0,8.0,5.0,0.0,228.0,1.0,11.0,Roberto GonzalezNEC Nijmegen
Eredivisie,NEC Nijmegen,Basar Onal,tr TUR,"FW,MF",20.0,15.4,447.0,429.0,15.0,0.0,0.0,2.0,64,9.0,6.0,5.0,0.0,0.0,293.0,3.0,19.0,Basar OnalNEC Nijmegen
Eredivisie,NEC Nijmegen,Bryan Linssen,nl NED,FW,33.0,9.0,126.0,117.0,7.0,0.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0,66.0,2.0,6.0,Bryan LinssenNEC Nijmegen
Eredivisie,NEC Nijmegen,Leftheris Lyratzis,gr GRE,DF,24.0,7.6,302.0,250.0,51.0,3.0,0.0,0.0,42,46.0,2.0,0.0,2.0,0.0,207.0,1.0,8.0,Leftheris LyratzisNEC Nijmegen
Eredivisie,NEC Nijmegen,Lars Olden Larsen,no NOR,"MF,FW",25.0,3.8,125.0,125.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,83.0,0.0,3.0,Lars Olden LarsenNEC Nijmegen
Eredivisie,NEC Nijmegen,Kento Shiogai,jp JPN,FW,19.0,6.2,93.0,86.0,7.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,Kento ShiogaiNEC Nijmegen
Eredivisie,NEC Nijmegen,Lasse Schone,dk DEN,MF,38.0,3.3,215.0,199.0,16.0,7.0,0.0,1.0,10,3.0,6.0,3.0,3.0,0.0,179.0,0.0,3.0,Lasse SchoneNEC Nijmegen
Eredivisie,NEC Nijmegen,Stijn van Gassel,nl NED,GK,27.0,2.0,82.0,57.0,25.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,Stijn van GasselNEC Nijmegen
Eredivisie,NEC Nijmegen,Bart van Rooij,nl NED,DF,23.0,2.0,87.0,65.0,22.0,1.0,0.0,1.0,5,21.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,Bart van RooijNEC Nijmegen
Eredivisie,NEC Nijmegen,Argyrios Darelas,gr GRE,"MF,FW",20.0,0.5,17.0,17.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,Argyrios DarelasNEC Nijmegen
Eredivisie,NEC Nijmegen,Yousri Sbai,nl NED,"DF,MF",19.0,0.1,5.0,4.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,Yousri SbaiNEC Nijmegen
Eredivisie,NEC Nijmegen,Opponent Total,,,25.2,34.0,16820.0,15226.0,1554.0,380.0,33.0,106.0,663,648.0,194.0,97.0,59.0,0.0,13410.0,40.0,298.0,Opponent TotalNEC Nijmegen
Eredivisie,Heerenveen,Oliver Braude,no NOR,DF,20.0,29.0,1790.0,1480.0,304.0,50.0,2.0,25.0,48,254.0,0.0,0.0,0.0,0.0,1389.0,6.0,50.0,Oliver BraudeHeerenveen
Eredivisie,Heerenveen,Mats Kohlert,de GER,DF,26.0,27.5,1977.0,1547.0,427.0,67.0,0.0,2.0,193,249.0,110.0,51.0,49.0,0.0,1647.0,3.0,27.0,Mats KohlertHeerenveen
Eredivisie,Heerenveen,Sam Kersten,nl NED,DF,26.0,26.4,1650.0,1539.0,111.0,43.0,1.0,7.0,2,28.0,0.0,0.0,0.0,0.0,1475.0,0.0,13.0,Sam KerstenHeerenveen
Eredivisie,Heerenveen,Nikolai Hopland,no NOR,DF,20.0,27.4,1764.0,1672.0,91.0,55.0,0.0,15.0,4,2.0,0.0,0.0,0.0,0.0,1582.0,1.0,8.0,Nikolai HoplandHeerenveen
Eredivisie,Heerenveen,Levi Smans,nl NED,"MF,FW",20.0,25.5,828.0,747.0,74.0,14.0,12.0,9.0,107,2.0,45.0,20.0,10.0,0.0,592.0,7.0,34.0,Levi SmansHeerenveen
Eredivisie,Heerenveen,Espen van Ee,nl NED,MF,21.0,24.8,1275.0,1242.0,30.0,22.0,3.0,7.0,12,5.0,2.0,2.0,0.0,0.0,1067.0,3.0,23.0,Espen van EeHeerenveen
Eredivisie,Heerenveen,Luuk Brouwers,nl NED,MF,26.0,21.2,895.0,838.0,54.0,13.0,2.0,2.0,8,12.0,0.0,0.0,0.0,0.0,746.0,3.0,20.0,Luuk BrouwersHeerenveen
Eredivisie,Heerenveen,Ilias Sebaoui,be BEL,"FW,MF",22.0,21.4,545.0,537.0,6.0,2.0,5.0,10.0,33,4.0,0.0,0.0,0.0,0.0,394.0,2.0,17.0,Ilias SebaouiHeerenveen
Eredivisie,Heerenveen,Jacob Trenskow,dk DEN,"FW,MF",23.0,19.4,653.0,638.0,14.0,0.0,5.0,0.0,38,7.0,6.0,2.0,0.0,0.0,514.0,1.0,20.0,Jacob TrenskowHeerenveen
Eredivisie,Heerenveen,Mickey van der Hart,nl NED,GK,30.0,18.8,855.0,771.0,81.0,23.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,650.0,3.0,1.0,Mickey van der HartHeerenveen
Eredivisie,Heerenveen,Alireza Jahanbakhsh,ir IRN,"FW,MF",30.0,16.1,753.0,691.0,58.0,4.0,3.0,5.0,56,54.0,0.0,0.0,0.0,0.0,478.0,4.0,28.0,Alireza JahanbakhshHeerenveen
Eredivisie,Heerenveen,Andries Noppert,nl NED,GK,30.0,15.2,634.0,508.0,123.0,31.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,443.0,3.0,2.0,Andries NoppertHeerenveen
Eredivisie,Heerenveen,Marcus Linday,se SWE,MF,21.0,14.0,679.0,655.0,21.0,9.0,0.0,1.0,3,1.0,0.0,0.0,0.0,0.0,567.0,3.0,11.0,Marcus LindayHeerenveen
Eredivisie,Heerenveen,Ion Nicolaescu,md MDA,FW,25.0,14.1,208.0,198.0,9.0,1.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,147.0,1.0,5.0,Ion NicolaescuHeerenveen
Eredivisie,Heerenveen,Pawel Bochniewicz,pl POL,DF,28.0,12.3,961.0,905.0,53.0,21.0,1.0,1.0,2,3.0,0.0,0.0,0.0,0.0,834.0,3.0,9.0,Pawel BochniewiczHeerenveen
Eredivisie,Heerenveen,Dimitris Rallis,nl NED,FW,19.0,9.7,191.0,177.0,13.0,1.0,1.0,2.0,5,0.0,1.0,0.0,0.0,0.0,122.0,1.0,5.0,Dimitris RallisHeerenveen
Eredivisie,Heerenveen,Simon Olsson,se SWE,MF,26.0,8.7,360.0,352.0,7.0,4.0,6.0,5.0,2,0.0,1.0,0.0,1.0,0.0,281.0,1.0,11.0,Simon OlssonHeerenveen
Eredivisie,Heerenveen,Amara Conde,de GER,MF,27.0,8.2,371.0,364.0,7.0,5.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,310.0,0.0,9.0,Amara CondeHeerenveen
Eredivisie,Heerenveen,Milos Lukovic,rs SRB,FW,18.0,8.0,121.0,109.0,12.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,84.0,0.0,1.0,Milos LukovicHeerenveen
Eredivisie,Heerenveen,Denzel Hall,nl NED,DF,23.0,6.3,438.0,370.0,68.0,6.0,1.0,1.0,6,62.0,0.0,0.0,0.0,0.0,349.0,0.0,3.0,Denzel HallHeerenveen
Eredivisie,Heerenveen,Hristiyan Petrov,bg BUL,DF,22.0,4.0,192.0,177.0,15.0,5.0,0.0,2.0,4,10.0,0.0,0.0,0.0,0.0,164.0,0.0,3.0,Hristiyan PetrovHeerenveen
Eredivisie,Heerenveen,Daniel Karlsbakk,no NOR,FW,21.0,3.0,55.0,49.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,6.0,Daniel KarlsbakkHeerenveen
Eredivisie,Heerenveen,Eser Gurbuz,nl NED,FW,17.0,3.4,102.0,100.0,2.0,1.0,0.0,0.0,20,1.0,0.0,0.0,0.0,0.0,55.0,0.0,10.0,Eser GurbuzHeerenveen
Eredivisie,Heerenveen,Danilo Al Saed,iq IRQ,"MF,FW",25.0,2.2,69.0,67.0,1.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,51.0,1.0,2.0,Danilo Al SaedHeerenveen
Eredivisie,Heerenveen,Che Nunnely,nl NED,"FW,MF",25.0,2.9,74.0,73.0,1.0,0.0,1.0,0.0,14,1.0,0.0,0.0,0.0,0.0,50.0,0.0,6.0,Che NunnelyHeerenveen
Eredivisie,Heerenveen,Hussein Ali,iq IRQ,DF,22.0,2.4,101.0,90.0,11.0,1.0,0.0,0.0,3,10.0,0.0,0.0,0.0,0.0,82.0,0.0,3.0,Hussein AliHeerenveen
Eredivisie,Heerenveen,Jordy de Wijs,nl NED,DF,29.0,0.8,11.0,10.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,Jordy de WijsHeerenveen
Eredivisie,Heerenveen,Kai Jansen,nl NED,MF,17.0,0.2,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,Kai JansenHeerenveen
Eredivisie,Heerenveen,Mateja Milovanovic,rs SRB,DF,20.0,0.2,16.0,15.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Mateja MilovanovicHeerenveen
Eredivisie,Heerenveen,Isaiah Ahmed,cw CUW,MF,18.0,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Isaiah AhmedHeerenveen
