Squad,Player,PlSqu,Rk,Nation,Pos,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
RB Leipzig,Benjamin Sesko,Benjamin SeskoRB Leipzig,2401,si SVN,"FW,MF",de Bundesliga,21,2003,33,30,2380,26.4,13,5,18,11,2,2,2,1,10.0,8.4,2.1,10.5,47,46,141,0.49,0.19,0.68,0.42,0.61,0.38,0.08,0.46,0.32,0.40
Fulham,Ryan Sessegnon,Ryan SessegnonFulham,2402,eng ENG,"FW,DF",eng Premier League,24,2000,16,7,580,6.4,4,2,6,4,0,0,1,0,1.6,1.6,1.1,2.7,18,22,59,0.62,0.31,0.93,0.62,0.93,0.25,0.17,0.42,0.25,0.42
Roma,Stephan El Shaarawy,Stephan El ShaarawyRoma,2403,it ITA,"DF,MF",it Serie A,31,1992,31,12,1098,12.2,3,4,7,3,0,0,2,0,2.7,2.7,1.2,3.9,42,49,77,0.25,0.33,0.57,0.25,0.57,0.22,0.10,0.32,0.22,0.32
Manchester Utd,Luke Shaw,Luke ShawManchester Utd,2404,eng ENG,DF,eng Premier League,29,1995,7,4,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,7,24,7,0.00,0.00,0.00,0.00,0.00,0.01,0.18,0.19,0.01,0.19
Cagliari,Alen Sherri,Alen SherriCagliari,2405,al ALB,GK,it Serie A,26,1997,7,7,621,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Roma,Eldor Shomurodov,Eldor ShomurodovRoma,2406,uz UZB,"FW,MF",it Serie A,29,1995,27,11,1097,12.2,4,4,8,4,0,0,1,0,4.7,4.7,1.3,6.1,19,21,62,0.33,0.33,0.66,0.33,0.66,0.39,0.11,0.50,0.39,0.50
Toulouse,Djibril Sidibe,Djibril SidibeToulouse,2407,fr FRA,DF,fr Ligue 1,32,1992,28,24,2101,23.3,0,3,3,0,0,0,1,0,0.4,0.4,2.9,3.3,16,121,50,0.00,0.13,0.13,0.00,0.13,0.02,0.13,0.14,0.02,0.14
Mainz 05,Armindo Sieb,Armindo SiebMainz 05,2408,de GER,"FW,MF",de Bundesliga,21,2003,27,5,762,8.5,2,2,4,2,0,0,2,0,2.8,2.8,1.1,3.9,28,18,64,0.24,0.24,0.47,0.24,0.47,0.33,0.13,0.47,0.33,0.47
Genoa,Benjamin Siegrist,Benjamin SiegristGenoa,2409,ch SUI,GK,it Serie A,32,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Toulouse,Vincent Sierro,Vincent SierroToulouse,2410,ch SUI,MF,fr Ligue 1,28,1995,29,27,2402,26.7,5,1,6,3,2,2,4,0,4.2,2.7,3.6,6.3,15,147,27,0.19,0.04,0.22,0.11,0.15,0.16,0.14,0.29,0.10,0.24
Heidenheim,Tim Siersleben,Tim SierslebenHeidenheim,2411,de GER,DF,de Bundesliga,24,2000,16,14,1182,13.1,0,0,0,0,0,0,4,0,0.6,0.6,0.5,1.1,8,31,12,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08
Bournemouth,Zain Silcott-Duberry,Zain Silcott-DuberryBournemouth,2412,ms MSR,FW,eng Premier League,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Freiburg,Kiliann Sildillia,Kiliann SildilliaFreiburg,2413,fr FRA,DF,de Bundesliga,22,2002,21,8,801,8.9,2,0,2,2,0,0,2,0,0.5,0.5,0.7,1.1,11,29,34,0.22,0.00,0.22,0.22,0.22,0.05,0.07,0.13,0.05,0.13
Werder Bremen,Andre Silva,Andre SilvaWerder Bremen,2414,pt POR,FW,de Bundesliga,28,1995,7,4,375,4.2,1,0,1,0,1,2,1,0,2.6,1.0,0.4,1.4,6,10,28,0.24,0.00,0.24,0.00,0.00,0.62,0.09,0.71,0.24,0.33
RB Leipzig,Andre Silva,Andre SilvaRB Leipzig,2415,pt POR,"FW,MF",de Bundesliga,28,1995,8,0,132,1.5,1,2,3,0,1,1,0,0,1.3,0.5,0.6,1.1,6,4,11,0.68,1.36,2.05,0.00,1.36,0.90,0.38,1.28,0.36,0.74
Manchester City,Bernardo Silva,Bernardo SilvaManchester City,2416,pt POR,"MF,FW",eng Premier League,29,1994,33,29,2670,29.7,4,4,8,4,0,0,7,0,3.9,3.9,5.1,9.0,101,134,200,0.13,0.13,0.27,0.13,0.27,0.13,0.17,0.30,0.13,0.30
Monaco,Caio Henrique Oliveira Silva,Caio Henrique Oliveira SilvaMonaco,2417,br BRA,DF,fr Ligue 1,27,1997,27,21,1929,21.4,0,6,6,0,0,0,3,0,0.2,0.2,5.0,5.2,57,102,142,0.00,0.28,0.28,0.00,0.28,0.01,0.24,0.24,0.01,0.24
Las Palmas,Fabio Silva,Fabio SilvaLas Palmas,2418,pt POR,FW,es La Liga,22,2002,24,22,1866,20.7,10,3,13,8,2,3,7,0,8.8,6.4,2.0,8.4,30,26,119,0.48,0.14,0.63,0.39,0.53,0.42,0.10,0.52,0.31,0.41
Nott'ham Forest,Jota Silva,Jota SilvaNott'ham Forest,2419,pt POR,"FW,MF",eng Premier League,24,1999,31,5,854,9.5,3,1,4,3,0,0,5,0,2.1,2.1,2.9,5.0,21,18,59,0.32,0.11,0.42,0.32,0.42,0.22,0.30,0.53,0.22,0.53
Nott'ham Forest,Eric da Silva Moreira,Eric da Silva MoreiraNott'ham Forest,2420,de GER,"MF,DF",eng Premier League,18,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Betis,Rui Silva,Rui SilvaBetis,2421,pt POR,GK,es La Liga,30,1994,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Empoli,Marco Silvestri,Marco SilvestriEmpoli,2422,it ITA,GK,it Serie A,33,1991,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Brest,Abdallah Sima,Abdallah SimaBrest,2423,sn SEN,"FW,MF",fr Ligue 1,23,2001,27,14,1238,13.8,7,2,9,7,0,0,2,0,5.9,5.9,1.0,6.9,36,24,92,0.51,0.15,0.65,0.51,0.65,0.43,0.07,0.50,0.43,0.50
RB Leipzig,Mohamed Simakan,Mohamed SimakanRB Leipzig,2424,fr FRA,DF,de Bundesliga,24,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,3,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.46,0.00,0.46
Napoli,Giovanni Simeone,Giovanni SimeoneNapoli,2425,ar ARG,FW,it Serie A,29,1995,30,1,419,4.7,1,1,2,1,0,0,1,0,2.6,2.6,0.8,3.4,11,7,30,0.21,0.21,0.43,0.21,0.43,0.56,0.17,0.73,0.56,0.73
Atletico Madrid,Giuliano Simeone,Giuliano SimeoneAtletico Madrid,2426,ar ARG,MF,es La Liga,21,2002,33,26,1926,21.4,2,6,8,2,0,0,4,0,2.2,2.2,5.2,7.4,69,49,189,0.09,0.28,0.37,0.09,0.37,0.10,0.24,0.35,0.10,0.35
Nantes,Moses Simon,Moses SimonNantes,2427,ng NGA,"FW,MF",fr Ligue 1,29,1995,32,31,2609,29.0,8,10,18,4,4,4,2,0,5.8,2.7,6.7,9.4,147,59,222,0.28,0.34,0.62,0.14,0.48,0.20,0.23,0.43,0.09,0.32
Athletic Club,Unai Simon,Unai SimonAthletic Club,2428,es ESP,GK,es La Liga,27,1997,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RB Leipzig,Xavi Simons,Xavi SimonsRB Leipzig,2429,nl NED,MF,de Bundesliga,21,2003,25,25,2150,23.9,10,6,16,10,0,0,5,0,5.1,5.1,6.3,11.4,85,140,185,0.42,0.25,0.67,0.42,0.67,0.21,0.26,0.48,0.21,0.48
Manchester City,Jahmai Simpson-Pusey,Jahmai Simpson-PuseyManchester City,2430,eng ENG,DF,eng Premier League,18,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
St. Pauli,Danel Sinani,Danel SinaniSt. Pauli,2431,lu LUX,"FW,MF",de Bundesliga,27,1997,26,14,1250,13.9,2,2,4,2,0,0,3,0,1.7,1.7,3.0,4.6,16,60,64,0.14,0.14,0.29,0.14,0.29,0.12,0.21,0.33,0.12,0.33
Auxerre,Lassine Sinayoko,Lassine SinayokoAuxerre,2432,ml MLI,"FW,MF",fr Ligue 1,24,1999,34,25,2299,25.5,5,8,13,4,1,1,5,0,6.5,5.7,5.5,11.3,53,62,193,0.20,0.31,0.51,0.16,0.47,0.25,0.22,0.47,0.22,0.44
Monaco,Wilfried Singo,Wilfried SingoMonaco,2433,ci CIV,DF,fr Ligue 1,23,2000,27,23,2096,23.3,1,2,3,1,0,0,4,0,1.9,1.9,1.5,3.4,35,118,27,0.04,0.09,0.13,0.04,0.13,0.08,0.06,0.14,0.08,0.14
Bournemouth,Luis Sinisterra,Luis SinisterraBournemouth,2434,co COL,"FW,MF",eng Premier League,25,1999,12,1,236,2.6,1,1,2,1,0,0,0,0,1.2,1.2,1.4,2.6,19,6,38,0.38,0.38,0.76,0.38,0.76,0.46,0.54,1.00,0.46,1.00
Las Palmas,Daley Sinkgraven,Daley SinkgravenLas Palmas,2435,nl NED,DF,es La Liga,29,1995,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Gladbach,Tobias Sippel,Tobias SippelGladbach,2436,de GER,GK,de Bundesliga,36,1988,1,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Celta Vigo,Jailson Siqueira,Jailson SiqueiraCelta Vigo,2437,br BRA,"DF,MF",es La Liga,28,1995,13,6,614,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,10,43,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Rennes,Ayanda Sishuba,Ayanda SishubaRennes,2438,be BEL,FW,fr Ligue 1,19,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint-Etienne,Ibrahim Sissoko,Ibrahim SissokoSaint-Etienne,2439,ml MLI,FW,fr Ligue 1,28,1995,20,8,819,9.1,3,1,4,2,1,1,1,0,4.3,3.5,0.6,4.1,14,12,36,0.33,0.11,0.44,0.22,0.33,0.48,0.06,0.54,0.39,0.45
Bochum,Ibrahima Sissoko,Ibrahima SissokoBochum,2440,ml MLI,MF,de Bundesliga,26,1997,32,30,2610,29.0,2,1,3,2,0,0,11,1,1.7,1.7,1.6,3.3,35,105,69,0.07,0.03,0.10,0.07,0.10,0.06,0.05,0.11,0.06,0.11
Reims,Niama Sissoko,Niama SissokoReims,2441,ml MLI,"FW,MF",fr Ligue 1,18,2005,4,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,1,2,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.54,0.54,0.54
Alaves,Antonio Sivera,Antonio SiveraAlaves,2442,es ESP,GK,es La Liga,27,1996,32,32,2810,31.2,0,0,0,0,0,0,6,1,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Union Berlin,Tim Skarke,Tim SkarkeUnion Berlin,2443,de GER,"FW,MF",de Bundesliga,27,1996,33,11,1164,12.9,0,2,2,0,0,0,1,0,2.1,2.1,1.2,3.3,26,25,96,0.00,0.15,0.15,0.00,0.15,0.16,0.09,0.25,0.16,0.25
Eint Frankfurt,Ellyes Skhiri,Ellyes SkhiriEint Frankfurt,2444,tn TUN,MF,de Bundesliga,29,1995,30,26,2231,24.8,1,2,3,1,0,0,6,0,1.4,1.4,1.4,2.8,17,105,27,0.04,0.08,0.12,0.04,0.12,0.06,0.06,0.11,0.06,0.11
Leicester City,Oliver Skipp,Oliver SkippLeicester City,2445,eng ENG,MF,eng Premier League,23,2000,24,10,1129,12.5,0,0,0,0,0,0,8,0,0.4,0.4,0.3,0.6,16,35,19,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Rennes,Leo Skiri Ostigard,Leo Skiri OstigardRennes,2446,no NOR,DF,fr Ligue 1,24,1999,16,14,1227,13.6,1,0,1,1,0,0,4,0,0.7,0.7,0.2,0.9,3,50,1,0.07,0.00,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07
Hoffenheim,Leo Skiri Ostigard,Leo Skiri OstigardHoffenheim,2447,no NOR,DF,de Bundesliga,24,1999,11,11,927,10.3,0,0,0,0,0,0,0,1,0.3,0.3,0.1,0.4,0,51,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Bologna,Lukasz Skorupski,Lukasz SkorupskiBologna,2448,pl POL,GK,it Serie A,33,1991,27,27,2364,26.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wolfsburg,Andreas Skov Olsen,Andreas Skov OlsenWolfsburg,2449,dk DEN,"FW,MF",de Bundesliga,24,1999,12,4,535,5.9,1,1,2,1,0,0,0,0,0.8,0.8,1.9,2.7,22,22,48,0.17,0.17,0.34,0.17,0.34,0.14,0.32,0.46,0.14,0.46
Union Berlin,Robert Skov,Robert SkovUnion Berlin,2450,dk DEN,"DF,MF",de Bundesliga,28,1996,15,11,852,9.5,2,2,4,1,1,1,1,0,1.7,0.9,2.4,3.3,25,36,45,0.21,0.21,0.42,0.11,0.32,0.18,0.25,0.43,0.10,0.35
Paris S-G,Milan Skriniar,Milan SkriniarParis S-G,2451,sk SVK,DF,fr Ligue 1,29,1995,5,4,382,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,20,0,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
Holstein Kiel,Steven Skrzybski,Steven SkrzybskiHolstein Kiel,2452,de GER,"MF,FW",de Bundesliga,31,1992,24,15,1323,14.7,6,3,9,5,1,1,0,0,3.5,2.7,2.9,5.6,17,64,71,0.41,0.20,0.61,0.34,0.54,0.24,0.20,0.44,0.19,0.38
Toulouse,Naatan Skytta,Naatan SkyttaToulouse,2453,fi FIN,FW,fr Ligue 1,22,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Southampton,William Smallbone,William SmallboneSouthampton,2454,ie IRL,MF,eng Premier League,24,2000,18,6,690,7.7,1,0,1,1,0,0,1,0,0.6,0.6,0.7,1.3,5,27,25,0.13,0.00,0.13,0.13,0.13,0.07,0.10,0.17,0.07,0.17
Bournemouth,Adam Smith,Adam SmithBournemouth,2455,eng ENG,DF,eng Premier League,33,1991,25,19,1590,17.7,0,0,0,0,0,0,7,0,0.7,0.7,0.4,1.1,15,49,34,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
St. Pauli,Eric Smith,Eric SmithSt. Pauli,2456,se SWE,"DF,MF",de Bundesliga,27,1997,32,32,2827,31.4,1,1,2,1,0,0,7,0,1.4,1.4,1.5,2.9,16,118,11,0.03,0.03,0.06,0.03,0.06,0.05,0.05,0.09,0.05,0.09
Espanyol,Justin Smith,Justin SmithEspanyol,2457,ca CAN,MF,es La Liga,21,2003,5,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Fulham,Emile Smith Rowe,Emile Smith RoweFulham,2458,eng ENG,MF,eng Premier League,24,2000,34,25,2043,22.7,6,3,9,6,0,0,3,0,4.5,4.5,1.4,6.0,53,126,127,0.26,0.13,0.40,0.26,0.40,0.20,0.06,0.26,0.20,0.26
Como,Ivan Smolcic,Ivan SmolcicComo,2459,hr CRO,DF,it Serie A,23,2000,9,7,630,7.0,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,3,23,9,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
Strasbourg,Eduard Sobol,Eduard SobolStrasbourg,2460,ua UKR,DF,fr Ligue 1,29,1995,10,0,95,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Parma,Simon Sohm,Simon SohmParma,2461,ch SUI,MF,it Serie A,23,2001,37,36,2989,33.2,4,0,4,4,0,0,6,0,3.1,3.1,2.1,5.2,69,140,67,0.12,0.00,0.12,0.12,0.12,0.09,0.06,0.16,0.09,0.16
Getafe,Alex Sola,Alex SolaGetafe,2462,es ESP,"MF,FW",es La Liga,25,1999,19,13,1029,11.4,0,1,1,0,0,0,4,0,1.0,1.0,0.7,1.6,24,23,61,0.00,0.09,0.09,0.00,0.09,0.08,0.06,0.14,0.08,0.14
Villarreal,Arnau Sola,Arnau SolaVillarreal,2463,es ESP,MF,es La Liga,21,2003,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tottenham,Dominic Solanke,Dominic SolankeTottenham,2464,eng ENG,FW,eng Premier League,26,1997,27,25,2201,24.5,9,3,12,8,1,1,0,0,10.9,10.1,2.9,13.1,31,47,88,0.37,0.12,0.49,0.33,0.45,0.45,0.12,0.57,0.41,0.54
Empoli,Ola Solbakken,Ola SolbakkenEmpoli,2465,no NOR,"MF,FW",it Serie A,25,1998,21,8,760,8.4,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.2,18,20,32,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14
West Ham,Carlos Soler,Carlos SolerWest Ham,2466,es ESP,"MF,FW",eng Premier League,27,1997,31,14,1409,15.7,1,1,2,1,0,0,6,0,1.8,1.8,1.4,3.2,17,56,37,0.06,0.06,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21
Bournemouth,Julio Soler,Julio SolerBournemouth,2467,ar ARG,"DF,FW",eng Premier League,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Udinese,Oumar Solet,Oumar SoletUdinese,2468,fr FRA,DF,it Serie A,24,2000,19,19,1672,18.6,1,2,3,1,0,0,3,1,0.8,0.8,1.2,2.0,20,65,6,0.05,0.11,0.16,0.05,0.16,0.04,0.07,0.11,0.04,0.11
Girona,Jhon Solis,Jhon SolisGirona,2469,co COL,MF,es La Liga,19,2004,19,3,535,5.9,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.7,9,29,15,0.17,0.00,0.17,0.17,0.17,0.11,0.01,0.12,0.11,0.12
Genoa,Daniele Sommariva,Daniele SommarivaGenoa,2470,it ITA,GK,it Serie A,27,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Inter,Yann Sommer,Yann SommerInter,2471,ch SUI,GK,it Serie A,35,1988,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Getafe,David Soria,David SoriaGetafe,2472,es ESP,GK,es La Liga,31,1993,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leganes,Juan Soriano,Juan SorianoLeganes,2473,es ESP,GK,es La Liga,26,1997,6,6,540,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Torino,Borna Sosa,Borna SosaTorino,2474,hr CRO,DF,it Serie A,26,1998,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,13,51,49,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
Nott'ham Forest,Ramon Sosa,Ramon SosaNott'ham Forest,2475,py PAR,"FW,MF",eng Premier League,24,1999,19,1,295,3.3,1,0,1,1,0,0,1,0,1.0,1.0,0.5,1.5,12,6,17,0.31,0.00,0.31,0.31,0.31,0.31,0.15,0.45,0.31,0.45
Celta Vigo,Hugo Sotelo,Hugo SoteloCelta Vigo,2476,es ESP,MF,es La Liga,20,2003,24,15,1254,13.9,0,0,0,0,0,0,5,0,0.2,0.2,1.7,1.8,21,83,38,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.13,0.01,0.13
Lens,Florian Sotoca,Florian SotocaLens,2477,fr FRA,"FW,MF",fr Ligue 1,33,1990,31,22,1794,19.9,1,1,2,1,0,0,2,1,4.6,4.6,1.5,6.1,44,105,170,0.05,0.05,0.10,0.05,0.10,0.23,0.07,0.31,0.23,0.31
Fiorentina,Riccardo Sottil,Riccardo SottilFiorentina,2478,it ITA,"FW,MF",it Serie A,25,1999,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,0.11,0.22,0.11,0.22,0.09,0.09,0.19,0.09,0.19
Milan,Riccardo Sottil,Riccardo SottilMilan,2479,it ITA,"FW,MF",it Serie A,25,1999,6,1,123,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,11,3,14,0.00,0.00,0.00,0.00,0.00,0.13,0.23,0.36,0.13,0.36
West Ham,Tomas Soucek,Tomas SoucekWest Ham,2480,cz CZE,MF,eng Premier League,29,1995,35,30,2567,28.5,9,1,10,9,0,0,8,0,6.7,6.7,1.0,7.8,9,74,68,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27
Roma,Matias Soule,Matias SouleRoma,2481,ar ARG,"MF,DF",it Serie A,21,2003,27,22,1781,19.8,5,5,10,5,0,0,3,0,3.0,3.0,5.2,8.3,84,89,191,0.25,0.25,0.51,0.25,0.51,0.15,0.26,0.42,0.15,0.42
Leicester City,Boubakary Soumare,Boubakary SoumareLeicester City,2482,fr FRA,MF,eng Premier League,25,1999,31,25,2171,24.1,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,34,105,23,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Le Havre,Issa Soumare,Issa SoumareLe Havre,2483,sn SEN,"FW,MF",fr Ligue 1,23,2000,29,21,1902,21.1,5,4,9,5,0,0,0,0,3.8,3.8,3.1,6.9,61,45,144,0.24,0.19,0.43,0.24,0.43,0.18,0.15,0.33,0.18,0.33
Sevilla,Djibril Sow,Djibril SowSevilla,2484,ch SUI,MF,es La Liga,27,1997,30,24,2062,22.9,2,1,3,2,0,0,5,0,2.4,2.4,1.6,4.0,23,100,50,0.09,0.04,0.13,0.09,0.13,0.10,0.07,0.18,0.10,0.18
Strasbourg,Saidou Sow,Saidou SowStrasbourg,2485,gn GUI,DF,fr Ligue 1,22,2002,12,11,1018,11.3,0,1,1,0,0,0,2,0,0.3,0.3,0.2,0.5,0,16,2,0.00,0.09,0.09,0.00,0.09,0.03,0.01,0.04,0.03,0.04
Nantes,Saidou Sow,Saidou SowNantes,2486,gn GUI,DF,fr Ligue 1,22,2002,9,9,799,8.9,1,0,1,1,0,0,1,0,0.6,0.6,0.4,1.1,2,15,0,0.11,0.00,0.11,0.11,0.11,0.07,0.05,0.12,0.07,0.12
Tottenham,Djed Spence,Djed SpenceTottenham,2487,eng ENG,DF,eng Premier League,23,2000,25,19,1792,19.9,1,2,3,1,0,0,4,1,0.6,0.6,1.8,2.3,59,105,70,0.05,0.10,0.15,0.05,0.15,0.03,0.09,0.12,0.03,0.12
Napoli,Leonardo Spinazzola,Leonardo SpinazzolaNapoli,2488,it ITA,"DF,FW",it Serie A,31,1993,27,17,1517,16.9,1,1,2,1,0,0,1,0,0.8,0.8,3.5,4.2,83,88,81,0.06,0.06,0.12,0.06,0.12,0.05,0.21,0.25,0.05,0.25
Milan,Marco Sportiello,Marco SportielloMilan,2489,it ITA,GK,it Serie A,32,1992,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hoffenheim,Anton Stach,Anton StachHoffenheim,2490,de GER,"MF,DF",de Bundesliga,25,1998,30,29,2585,28.7,1,2,3,1,0,0,8,0,2.0,2.0,2.2,4.2,33,152,36,0.03,0.07,0.10,0.03,0.10,0.07,0.08,0.15,0.07,0.15
Werder Bremen,Jens Stage,Jens StageWerder Bremen,2491,dk DEN,MF,de Bundesliga,27,1996,28,26,2204,24.5,10,5,15,10,0,0,10,0,7.2,7.2,2.8,10.0,28,104,89,0.41,0.20,0.61,0.41,0.61,0.29,0.12,0.41,0.29,0.41
Bayern Munich,Josip Stanisic,Josip StanisicBayern Munich,2492,hr CRO,DF,de Bundesliga,24,2000,14,9,876,9.7,0,2,2,0,0,0,0,0,0.3,0.3,1.5,1.8,20,76,30,0.00,0.21,0.21,0.00,0.21,0.03,0.15,0.18,0.03,0.18
Venezia,Filip Stankovic,Filip StankovicVenezia,2493,rs SRB,GK,it Serie A,22,2002,16,16,1367,15.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fulham,Jay Stansfield,Jay StansfieldFulham,2494,eng ENG,MF,eng Premier League,21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Celta Vigo,Carl Starfelt,Carl StarfeltCelta Vigo,2495,se SWE,DF,es La Liga,29,1995,28,26,2270,25.2,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.7,11,66,1,0.04,0.00,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03
Werder Bremen,Niklas Stark,Niklas StarkWerder Bremen,2496,de GER,DF,de Bundesliga,29,1995,26,25,2106,23.4,0,1,1,0,0,0,6,1,1.1,1.1,0.1,1.2,7,62,3,0.00,0.04,0.04,0.00,0.04,0.05,0.00,0.05,0.05,0.05
