Squad,Player,PlSqu,Rk,Nation,Pos,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
Saint-Etienne,Lucas Stassin,Lucas StassinSaint-Etienne,2497,be BEL,FW,fr Ligue 1,19,2004,28,23,1887,21.0,12,4,16,12,0,0,4,0,7.0,7.0,3.4,10.4,26,35,149,0.57,0.19,0.76,0.57,0.76,0.35,0.17,0.53,0.35,0.52
Brighton,Jason Steele,Jason SteeleBrighton,2498,eng ENG,GK,eng Premier League,33,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Real Sociedad,Orri Steinn Oskarsson,Orri Steinn OskarssonReal Sociedad,2499,is ISL,FW,es La Liga,19,2004,23,9,944,10.5,3,0,3,3,0,0,1,0,5.2,5.2,0.2,5.4,6,9,50,0.29,0.00,0.29,0.29,0.29,0.50,0.02,0.52,0.50,0.52
Stuttgart,Pascal Stenzel,Pascal StenzelStuttgart,2500,de GER,DF,de Bundesliga,28,1996,10,4,290,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,2,12,16,0.00,0.00,0.00,0.00,0.00,0.10,0.17,0.28,0.10,0.28
Southampton,Jack Stephens,Jack StephensSouthampton,2501,eng ENG,DF,eng Premier League,30,1994,19,17,1389,15.4,1,0,1,1,0,0,2,2,0.6,0.6,0.2,0.7,14,63,2,0.06,0.00,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05
Stuttgart,Leonidas Stergiou,Leonidas StergiouStuttgart,2502,ch SUI,DF,de Bundesliga,22,2002,12,11,852,9.5,1,2,3,1,0,0,0,1,1.1,1.1,0.9,2.0,11,39,32,0.11,0.21,0.32,0.11,0.32,0.11,0.10,0.21,0.11,0.21
Arsenal,Raheem Sterling,Raheem SterlingArsenal,2503,eng ENG,"FW,MF",eng Premier League,29,1994,17,7,499,5.5,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,27,18,79,0.00,0.36,0.36,0.00,0.36,0.26,0.09,0.34,0.26,0.34
Marseille,Enzo Sternal,Enzo SternalMarseille,2504,fr FRA,"FW,MF",fr Ligue 1,17,2007,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
St. Pauli,Finley Stevens,Finley StevensSt. Pauli,2505,wls WAL,DF,de Bundesliga,21,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Southampton,Ross Stewart,Ross StewartSouthampton,2506,sct SCO,FW,eng Premier League,28,1996,12,4,389,4.3,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,3,2,10,0.23,0.00,0.23,0.23,0.23,0.25,0.00,0.25,0.25,0.25
Stuttgart,Angelo Stiller,Angelo StillerStuttgart,2507,de GER,MF,de Bundesliga,23,2001,32,31,2741,30.5,1,8,9,1,0,0,6,0,1.8,1.8,7.2,9.0,39,289,69,0.03,0.26,0.30,0.03,0.30,0.06,0.24,0.29,0.06,0.29
Gladbach,Kevin Stoger,Kevin StogerGladbach,2508,at AUT,MF,de Bundesliga,30,1993,31,16,1551,17.2,3,3,6,1,2,2,3,0,3.9,2.3,5.3,7.6,40,121,95,0.17,0.17,0.35,0.06,0.23,0.22,0.31,0.53,0.13,0.44
Alaves,Stoichkov,StoichkovAlaves,2509,es ESP,"MF,FW",es La Liga,30,1993,16,6,699,7.8,0,1,1,0,0,0,1,0,1.1,1.1,1.2,2.3,9,26,41,0.00,0.13,0.13,0.00,0.13,0.14,0.15,0.30,0.14,0.30
Empoli,Petar Stojanovic,Petar StojanovicEmpoli,2510,si SVN,MF,it Serie A,28,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leicester City,Jakub Stolarczyk,Jakub StolarczykLeicester City,2511,pl POL,GK,eng Premier League,23,2000,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Manchester City,John Stones,John StonesManchester City,2512,eng ENG,"DF,MF",eng Premier League,30,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.00,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08
Wolves,Jorgen Strand Larsen,Jorgen Strand LarsenWolves,2513,no NOR,FW,eng Premier League,24,2000,35,30,2587,28.7,14,4,18,14,0,0,4,0,10.3,10.3,3.0,13.3,17,29,112,0.49,0.14,0.63,0.49,0.63,0.36,0.10,0.46,0.36,0.46
Como,Gabriel Strefezza,Gabriel StrefezzaComo,2514,br BRA,"FW,MF",it Serie A,27,1997,37,32,2619,29.1,6,4,10,6,0,0,5,0,3.7,3.7,3.9,7.6,80,106,190,0.21,0.14,0.34,0.21,0.34,0.13,0.13,0.26,0.13,0.26
Girona,Cristhian Stuani,Cristhian StuaniGirona,2515,uy URU,FW,es La Liga,37,1986,32,6,1078,12.0,11,2,13,8,3,3,4,0,8.1,5.8,0.6,6.5,2,10,36,0.92,0.17,1.09,0.67,0.83,0.68,0.05,0.73,0.49,0.54
Las Palmas,Alex Suarez,Alex SuarezLas Palmas,2516,es ESP,DF,es La Liga,31,1993,30,30,2460,27.3,0,0,0,0,0,0,12,0,0.5,0.5,0.1,0.6,6,53,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Villarreal,Denis Suarez,Denis SuarezVillarreal,2517,es ESP,MF,es La Liga,30,1994,21,7,608,6.8,1,1,2,1,0,0,0,0,0.9,0.9,1.5,2.4,27,35,24,0.15,0.15,0.30,0.15,0.30,0.14,0.22,0.36,0.14,0.36
Toulouse,Gabriel Suazo,Gabriel SuazoToulouse,2518,cl CHI,DF,fr Ligue 1,26,1997,30,23,2163,24.0,0,6,6,0,0,0,0,0,0.8,0.8,3.8,4.7,42,109,118,0.00,0.25,0.25,0.00,0.25,0.03,0.16,0.19,0.03,0.19
Real Sociedad,Luka Sucic,Luka SucicReal Sociedad,2519,hr CRO,MF,es La Liga,21,2002,29,21,1792,19.9,1,1,2,1,0,0,4,0,3.3,3.3,2.6,5.9,30,79,56,0.05,0.05,0.10,0.05,0.10,0.17,0.13,0.30,0.17,0.30
Southampton,Yukinari Sugawara,Yukinari SugawaraSouthampton,2520,jp JPN,"DF,MF",eng Premier League,24,2000,30,16,1557,17.3,1,1,2,1,0,0,4,0,0.5,0.5,2.2,2.7,33,72,78,0.06,0.06,0.12,0.06,0.12,0.03,0.13,0.16,0.03,0.16
Dortmund,Niklas Sule,Niklas SuleDortmund,2521,de GER,DF,de Bundesliga,28,1995,15,12,1053,11.7,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,15,47,10,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
Atalanta,Ibrahim Sulemana,Ibrahim SulemanaAtalanta,2522,gh GHA,MF,it Serie A,21,2003,9,3,283,3.1,2,0,2,2,0,0,1,0,0.6,0.6,0.0,0.6,2,12,2,0.64,0.00,0.64,0.64,0.64,0.18,0.01,0.19,0.18,0.19
Southampton,Kamaldeen Sulemana,Kamaldeen SulemanaSouthampton,2523,gh GHA,"FW,MF",eng Premier League,22,2002,26,17,1402,15.6,1,1,2,1,0,0,2,0,1.5,1.5,1.0,2.5,63,27,87,0.06,0.06,0.13,0.06,0.13,0.10,0.06,0.16,0.10,0.16
West Ham,Crysencio Summerville,Crysencio SummervilleWest Ham,2524,nl NED,"FW,MF",eng Premier League,22,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38
Hellas Verona,Tomas Suslov,Tomas SuslovHellas Verona,2525,sk SVK,"MF,FW",it Serie A,22,2002,31,27,2080,23.1,0,1,1,0,0,0,7,1,1.6,1.6,1.9,3.5,39,82,77,0.00,0.04,0.04,0.00,0.04,0.07,0.08,0.15,0.07,0.15
Sevilla,Suso,SusoSevilla,2526,es ESP,"FW,MF",es La Liga,30,1993,16,4,606,6.7,0,2,2,0,0,0,3,0,0.7,0.7,1.6,2.3,20,43,74,0.00,0.30,0.30,0.00,0.30,0.11,0.24,0.35,0.11,0.35
Parma,Zion Suzuki,Zion SuzukiParma,2527,jp JPN,GK,it Serie A,21,2002,37,37,3314,36.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wolfsburg,Mattias Svanberg,Mattias SvanbergWolfsburg,2528,se SWE,MF,de Bundesliga,25,1999,20,14,1219,13.5,3,1,4,3,0,0,4,0,3.6,3.6,1.7,5.4,11,36,39,0.22,0.07,0.30,0.22,0.30,0.27,0.13,0.40,0.27,0.40
Dortmund,Daniel Svensson,Daniel SvenssonDortmund,2529,se SWE,"DF,FW",de Bundesliga,22,2002,12,8,781,8.7,1,3,4,1,0,0,0,0,0.8,0.8,1.2,1.9,11,41,51,0.12,0.35,0.46,0.12,0.46,0.09,0.14,0.22,0.09,0.22
Venezia,Marin Sverko,Marin SverkoVenezia,2530,hr CRO,DF,it Serie A,26,1998,16,12,1117,12.4,1,0,1,1,0,0,3,0,0.3,0.3,0.3,0.7,8,38,1,0.08,0.00,0.08,0.08,0.08,0.03,0.03,0.05,0.03,0.05
Roma,Mile Svilar,Mile SvilarRoma,2531,rs SRB,GK,it Serie A,24,1999,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Venezia,Michael Svoboda,Michael SvobodaVenezia,2532,at AUT,DF,it Serie A,25,1998,16,15,1314,14.6,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,13,43,5,0.07,0.00,0.07,0.07,0.07,0.01,0.04,0.06,0.01,0.06
Celta Vigo,Williot Swedberg,Williot SwedbergCelta Vigo,2533,se SWE,"FW,MF",es La Liga,20,2004,32,15,1348,15.0,4,5,9,4,0,0,1,0,5.2,5.2,2.6,7.9,34,28,116,0.27,0.33,0.60,0.27,0.60,0.35,0.17,0.52,0.35,0.52
Strasbourg,Abakar Sylla,Abakar SyllaStrasbourg,2534,ci CIV,DF,fr Ligue 1,21,2002,21,10,950,10.6,1,0,1,1,0,0,2,1,0.4,0.4,0.1,0.5,0,21,3,0.09,0.00,0.09,0.09,0.09,0.04,0.01,0.05,0.04,0.05
Montpellier,Issiaga Sylla,Issiaga SyllaMontpellier,2535,gn GUI,DF,fr Ligue 1,30,1994,19,15,1156,12.8,1,0,1,1,0,0,2,0,1.8,1.8,0.6,2.4,33,53,46,0.08,0.00,0.08,0.08,0.08,0.15,0.05,0.19,0.15,0.19
Valladolid,Mamadou Sylla,Mamadou SyllaValladolid,2536,sn SEN,"FW,MF",es La Liga,30,1994,29,17,1583,17.6,5,1,6,1,4,4,5,0,5.1,2.0,1.7,3.6,15,22,52,0.28,0.06,0.34,0.06,0.11,0.29,0.09,0.39,0.11,0.21
Barcelona,Wojciech Szczesny,Wojciech SzczesnyBarcelona,2537,pl POL,GK,es La Liga,34,1990,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ipswich Town,Sammie Szmodics,Sammie SzmodicsIpswich Town,2538,ie IRL,"FW,MF",eng Premier League,28,1995,20,13,992,11.0,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,19,47,0.36,0.00,0.36,0.36,0.36,0.31,0.02,0.33,0.31,0.33
Liverpool,Dominik Szoboszlai,Dominik SzoboszlaiLiverpool,2539,hu HUN,MF,eng Premier League,23,2000,36,29,2491,27.7,6,6,12,6,0,0,6,0,7.3,7.3,7.4,14.7,72,131,127,0.22,0.22,0.43,0.22,0.43,0.27,0.27,0.53,0.27,0.53
Atletico Madrid,Alexander Sorloth,Alexander SorlothAtletico Madrid,2540,no NOR,FW,es La Liga,28,1995,35,15,1566,17.4,20,2,22,19,1,1,4,0,16.8,16.0,1.6,17.6,32,31,81,1.15,0.11,1.26,1.09,1.21,0.97,0.09,1.06,0.92,1.01
Montpellier,Musa Al-Taamari,Musa Al-TaamariMontpellier,2541,jo JOR,"FW,MF",fr Ligue 1,27,1997,15,12,1116,12.4,2,1,3,2,0,0,3,0,2.6,2.6,1.5,4.1,55,30,76,0.16,0.08,0.24,0.16,0.24,0.21,0.12,0.33,0.21,0.33
Rennes,Musa Al-Taamari,Musa Al-TaamariRennes,2542,jo JOR,"FW,MF",fr Ligue 1,27,1997,11,7,567,6.3,1,0,1,1,0,0,1,0,2.4,2.4,1.3,3.8,21,8,39,0.16,0.00,0.16,0.16,0.16,0.39,0.21,0.60,0.39,0.60
Hoffenheim,Haris Tabakovic,Haris TabakovicHoffenheim,2543,ba BIH,FW,de Bundesliga,30,1994,22,6,821,9.1,3,1,4,3,0,0,0,0,3.3,3.3,1.2,4.6,4,7,45,0.33,0.11,0.44,0.33,0.44,0.37,0.14,0.50,0.37,0.50
Lyon,Nicolas Tagliafico,Nicolas TagliaficoLyon,2544,ar ARG,DF,fr Ligue 1,31,1992,24,22,1902,21.1,3,1,4,3,0,0,7,0,3.0,3.0,0.8,3.8,31,97,81,0.14,0.05,0.19,0.14,0.19,0.14,0.04,0.18,0.14,0.18
Leverkusen,Jonathan Tah,Jonathan TahLeverkusen,2545,de GER,DF,de Bundesliga,28,1996,33,33,2970,33.0,3,0,3,3,0,0,3,0,1.1,1.1,0.4,1.5,15,169,9,0.09,0.00,0.09,0.09,0.09,0.03,0.01,0.05,0.03,0.05
Torino,Adrien Tameze,Adrien TamezeTorino,2546,cm CMR,"MF,DF",it Serie A,30,1994,20,9,649,7.2,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,16,23,21,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.17,0.05,0.17
Paris S-G,Axel Tape,Axel TapeParis S-G,2547,fr FRA,"DF,MF",fr Ligue 1,16,2007,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,5,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03
Leganes,Renato Tapia,Renato TapiaLeganes,2548,pe PER,"MF,DF",es La Liga,29,1995,34,28,2424,26.9,1,0,1,1,0,0,8,0,0.6,0.6,0.4,1.0,17,83,20,0.04,0.00,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04
Leverkusen,Edmond Tapsoba,Edmond TapsobaLeverkusen,2549,bf BFA,DF,de Bundesliga,25,1999,29,29,2507,27.9,0,0,0,0,0,0,4,0,1.1,1.1,0.2,1.3,52,164,17,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Saint-Etienne,Florian Tardieu,Florian TardieuSaint-Etienne,2550,fr FRA,MF,fr Ligue 1,32,1992,24,13,1252,13.9,2,4,6,2,0,0,0,0,0.6,0.6,1.3,1.9,11,139,44,0.14,0.29,0.43,0.14,0.43,0.05,0.10,0.15,0.05,0.15
Inter,Mehdi Taremi,Mehdi TaremiInter,2551,ir IRN,FW,it Serie A,32,1992,26,7,816,9.1,1,2,3,0,1,1,1,0,3.5,2.7,1.6,4.2,10,25,47,0.11,0.22,0.33,0.00,0.22,0.38,0.17,0.56,0.30,0.47
Newcastle Utd,Matt Targett,Matt TargettNewcastle Utd,2552,eng ENG,DF,eng Premier League,28,1995,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Le Havre,Oussama Targhalline,Oussama TarghallineLe Havre,2553,ma MAR,MF,fr Ligue 1,22,2002,14,12,990,11.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,25,66,34,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.08,0.01,0.08
Everton,James Tarkowski,James TarkowskiEverton,2554,eng ENG,DF,eng Premier League,31,1992,33,33,2922,32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13
Valencia,Cesar Tarrega,Cesar TarregaValencia,2555,es ESP,DF,es La Liga,22,2002,34,34,3026,33.6,2,0,2,2,0,0,7,0,1.9,1.9,0.1,2.1,20,79,1,0.06,0.00,0.06,0.06,0.06,0.06,0.00,0.06,0.06,0.06
Lazio,Nuno Tavares,Nuno TavaresLazio,2556,pt POR,DF,it Serie A,24,2000,23,22,1686,18.7,0,8,8,0,0,0,4,1,1.1,1.1,4.8,5.9,98,111,100,0.00,0.43,0.43,0.00,0.43,0.06,0.26,0.32,0.06,0.32
Bournemouth,Marcus Tavernier,Marcus TavernierBournemouth,2557,eng ENG,"FW,MF",eng Premier League,25,1999,29,20,1939,21.5,3,5,8,3,0,0,6,0,5.5,5.5,4.0,9.5,53,128,129,0.14,0.23,0.37,0.14,0.37,0.25,0.19,0.44,0.25,0.44
Southampton,Charlie Taylor,Charlie TaylorSouthampton,2558,eng ENG,DF,eng Premier League,30,1993,8,3,356,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,9,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Ipswich Town,Jack Taylor,Jack TaylorIpswich Town,2559,ie IRL,MF,eng Premier League,26,1998,32,4,860,9.6,1,0,1,1,0,0,4,0,0.7,0.7,0.5,1.3,11,43,23,0.10,0.00,0.10,0.10,0.10,0.08,0.06,0.13,0.08,0.13
Lazio,Loum Tchaouna,Loum TchaounaLazio,2560,fr FRA,"FW,MF",it Serie A,20,2003,24,6,660,7.3,1,0,1,1,0,0,4,1,2.5,2.5,0.6,3.1,22,20,66,0.14,0.00,0.14,0.14,0.14,0.34,0.08,0.42,0.34,0.42
Hellas Verona,Jackson Tchatchoua,Jackson TchatchouaHellas Verona,2561,cm CMR,"DF,MF",it Serie A,22,2001,36,36,3167,35.2,2,3,5,2,0,0,7,1,1.6,1.6,2.8,4.5,88,72,163,0.06,0.09,0.14,0.06,0.14,0.05,0.08,0.13,0.05,0.13
Montpellier,Enzo Tchato,Enzo TchatoMontpellier,2562,cm CMR,DF,fr Ligue 1,21,2002,27,21,1899,21.1,0,0,0,0,0,0,3,0,0.1,0.1,1.5,1.7,44,62,95,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08
Real Madrid,Aurelien Tchouameni,Aurelien TchouameniReal Madrid,2563,fr FRA,"DF,MF",es La Liga,24,2000,32,31,2689,29.9,0,0,0,0,0,0,5,0,1.7,1.7,0.6,2.2,19,154,13,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.07,0.06,0.07
Espanyol,Alvaro Tejero,Alvaro TejeroEspanyol,2564,es ESP,"MF,DF",es La Liga,28,1996,28,13,1238,13.8,1,4,5,1,0,0,2,0,0.6,0.6,2.9,3.5,27,46,72,0.07,0.29,0.36,0.07,0.36,0.04,0.21,0.26,0.04,0.26
Valencia,Martin Tejon,Martin TejonValencia,2565,es ESP,"MF,DF",es La Liga,20,2004,4,0,49,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,6,0.00,0.00,0.00,0.00,0.00,0.16,0.05,0.21,0.16,0.21
Tottenham,Mathys Tel,Mathys TelTottenham,2566,fr FRA,FW,eng Premier League,19,2005,13,11,911,10.1,2,1,3,1,1,1,2,0,3.0,2.2,2.5,4.7,28,21,72,0.20,0.10,0.30,0.10,0.20,0.29,0.25,0.54,0.22,0.46
Bayern Munich,Mathys Tel,Mathys TelBayern Munich,2567,fr FRA,"FW,MF",de Bundesliga,19,2005,8,2,256,2.8,0,1,1,0,0,0,0,0,0.7,0.7,0.3,1.0,6,9,34,0.00,0.35,0.35,0.00,0.35,0.26,0.10,0.36,0.26,0.36
Leverkusen,Nathan Tella,Nathan TellaLeverkusen,2568,ng NGA,"MF,FW",de Bundesliga,25,1999,27,17,1359,15.1,2,4,6,2,0,0,1,0,3.1,3.1,1.5,4.6,38,22,130,0.13,0.26,0.40,0.13,0.40,0.20,0.10,0.31,0.20,0.31
Alaves,Nahuel Tenaglia,Nahuel TenagliaAlaves,2569,ar ARG,DF,es La Liga,28,1996,34,33,2922,32.5,2,1,3,2,0,0,11,0,2.2,2.2,1.6,3.7,42,103,98,0.06,0.03,0.09,0.06,0.09,0.07,0.05,0.12,0.07,0.12
Paris S-G,Arnau Tenas,Arnau TenasParis S-G,2570,es ESP,GK,fr Ligue 1,23,2001,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,1.00,1.00,0.00,1.00,0.00,0.21,0.21,0.00,0.21
Hellas Verona,Casper Tengstedt,Casper TengstedtHellas Verona,2571,dk DEN,FW,it Serie A,24,2000,25,20,1517,16.9,6,1,7,5,1,1,2,0,5.3,4.5,0.9,5.4,29,29,85,0.36,0.06,0.42,0.30,0.36,0.31,0.05,0.37,0.27,0.32
Barcelona,Marc-Andre ter Stegen,Marc-Andre ter StegenBarcelona,2572,de GER,GK,es La Liga,32,1992,8,8,674,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Milan,Filippo Terracciano,Filippo TerraccianoMilan,2573,it ITA,"DF,MF",it Serie A,21,2003,13,6,539,6.0,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,5,14,9,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04
Fiorentina,Pietro Terracciano,Pietro TerraccianoFiorentina,2574,it ITA,GK,it Serie A,34,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Villarreal,Ramon Terrats,Ramon TerratsVillarreal,2575,es ESP,"MF,FW",es La Liga,23,2000,11,1,131,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,1,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.19,0.22,0.04,0.22
Getafe,Ramon Terrats,Ramon TerratsGetafe,2576,es ESP,"MF,FW",es La Liga,23,2000,15,15,1219,13.5,4,1,5,4,0,0,1,0,2.2,2.2,2.5,4.7,8,36,37,0.30,0.07,0.37,0.30,0.37,0.16,0.19,0.35,0.16,0.35
Leverkusen,Martin Terrier,Martin TerrierLeverkusen,2577,fr FRA,"MF,FW",de Bundesliga,27,1997,15,7,584,6.5,2,1,3,2,0,0,1,0,2.4,2.4,0.9,3.3,11,14,35,0.31,0.15,0.46,0.31,0.46,0.38,0.14,0.52,0.38,0.52
Lyon,Tanner Tessmann,Tanner TessmannLyon,2578,us USA,MF,fr Ligue 1,22,2001,25,13,1234,13.7,1,0,1,1,0,0,3,0,1.0,1.0,0.6,1.6,11,56,27,0.07,0.00,0.07,0.07,0.07,0.07,0.05,0.11,0.07,0.11
Fulham,Kenny Tete,Kenny TeteFulham,2579,nl NED,DF,eng Premier League,28,1995,22,21,1774,19.7,0,2,2,0,0,0,5,0,1.4,1.4,0.9,2.3,34,63,54,0.00,0.10,0.10,0.00,0.10,0.07,0.05,0.12,0.07,0.12
Reims,Teddy Teuma,Teddy TeumaReims,2580,mt MLT,MF,fr Ligue 1,30,1993,17,9,750,8.3,1,0,1,0,1,1,1,0,1.4,0.6,1.1,1.7,9,47,34,0.12,0.00,0.12,0.00,0.00,0.17,0.13,0.30,0.07,0.21
Monaco,Jordan Teze,Jordan TezeMonaco,2581,nl NED,DF,fr Ligue 1,24,1999,16,8,569,6.3,1,0,1,1,0,0,2,1,1.2,1.2,1.5,2.7,9,31,41,0.16,0.00,0.16,0.16,0.16,0.19,0.24,0.43,0.19,0.43
Udinese,Florian Thauvin,Florian ThauvinUdinese,2582,fr FRA,"FW,MF",it Serie A,31,1993,25,24,1956,21.7,8,3,11,7,1,3,0,0,8.1,5.7,3.8,9.5,92,90,148,0.37,0.14,0.51,0.32,0.46,0.37,0.18,0.55,0.26,0.44
Eint Frankfurt,Arthur Theate,Arthur TheateEint Frankfurt,2583,be BEL,DF,de Bundesliga,24,2000,31,31,2704,30.0,0,0,0,0,0,0,6,1,2.4,2.4,1.0,3.4,50,171,24,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11
Heidenheim,Norman Theuerkauf,Norman TheuerkaufHeidenheim,2584,de GER,MF,de Bundesliga,37,1987,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Brentford,Thiago,ThiagoBrentford,2585,br BRA,"FW,MF",eng Premier League,23,2001,8,1,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,8,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.10,0.07,0.10
Milan,Malick Thiaw,Malick ThiawMilan,2586,de GER,DF,it Serie A,22,2001,22,19,1806,20.1,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.7,12,89,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Heidenheim,Denis Thomalla,Denis ThomallaHeidenheim,2587,de GER,MF,de Bundesliga,31,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leicester City,Luke Thomas,Luke ThomasLeicester City,2588,eng ENG,DF,eng Premier League,23,2001,14,13,1110,12.3,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,5,37,16,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
Nantes,Sorba Thomas,Sorba ThomasNantes,2589,wls WAL,"FW,MF",fr Ligue 1,24,1999,25,15,1321,14.7,1,3,4,1,0,0,3,0,1.5,1.5,3.7,5.2,41,34,93,0.07,0.20,0.27,0.07,0.27,0.10,0.25,0.35,0.10,0.35
Lens,Adrien Thomasson,Adrien ThomassonLens,2590,fr FRA,MF,fr Ligue 1,30,1993,33,31,2615,29.1,3,7,10,3,0,0,7,0,5.9,5.9,6.0,11.9,30,149,138,0.10,0.24,0.34,0.10,0.34,0.20,0.21,0.41,0.20,0.41
Genoa,Morten Thorsby,Morten ThorsbyGenoa,2591,no NOR,"MF,FW",it Serie A,28,1996,30,22,1898,21.1,0,1,1,0,0,0,6,0,2.8,2.8,2.1,4.9,24,58,76,0.00,0.05,0.05,0.00,0.05,0.13,0.10,0.23,0.13,0.23
Juventus,Khephren Thuram,Khephren ThuramJuventus,2592,fr FRA,MF,it Serie A,23,2001,35,26,2326,25.8,4,5,9,4,0,0,5,0,3.5,3.5,3.6,7.1,74,123,52,0.15,0.19,0.35,0.15,0.35,0.13,0.14,0.28,0.13,0.28
