League,Squad,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,PlSqu
EFL Championship,Coventry City,Josh Eccles,eng ENG,MF,24.0,26.0,6,0,0,36,33,1,40,23,29,0.0,0.0,0,139.0,26.0,18.0,59.1,Josh EcclesCoventry City
EFL Championship,Coventry City,Victor Torp,dk DEN,MF,25.0,23.4,2,0,0,44,18,0,112,29,32,0.0,0.0,0,103.0,25.0,17.0,59.5,Victor TorpCoventry City
EFL Championship,Coventry City,Ben Sheaf,eng ENG,MF,26.0,23.7,6,0,0,36,31,0,23,21,32,0.0,0.0,0,146.0,33.0,32.0,50.8,Ben SheafCoventry City
EFL Championship,Coventry City,Jake Bidwell,eng ENG,DF,31.0,22.9,5,0,0,21,14,0,84,18,13,0.0,0.0,0,43.0,45.0,30.0,60.0,Jake BidwellCoventry City
EFL Championship,Coventry City,Haji Wright,us USA,FW,26.0,21.6,1,0,0,30,33,14,32,6,11,1.0,0.0,0,47.0,58.0,54.0,51.8,Haji WrightCoventry City
EFL Championship,Coventry City,Luis Binks,eng ENG,DF,22.0,20.6,7,0,0,12,7,0,8,20,10,0.0,0.0,0,66.0,67.0,42.0,61.5,Luis BinksCoventry City
EFL Championship,Coventry City,Jay Dasilva,wls WAL,DF,26.0,20.1,2,1,0,21,5,1,49,23,36,0.0,0.0,0,91.0,15.0,19.0,44.1,Jay DasilvaCoventry City
EFL Championship,Coventry City,Ephron Mason-Clark,eng ENG,"FW,MF",24.0,18.1,2,0,0,31,31,16,52,7,12,0.0,0.0,0,47.0,22.0,25.0,46.8,Ephron Mason-ClarkCoventry City
EFL Championship,Coventry City,Matt Grimes,eng ENG,MF,29.0,15.2,4,0,0,10,13,0,57,11,17,0.0,0.0,0,69.0,11.0,22.0,33.3,Matt GrimesCoventry City
EFL Championship,Coventry City,Brandon Thomas-Asante,gh GHA,FW,25.0,16.1,3,0,0,15,21,10,17,11,6,0.0,0.0,0,55.0,17.0,64.0,21.0,Brandon Thomas-AsanteCoventry City
EFL Championship,Coventry City,Bradley Collins,eng ENG,GK,27.0,14.6,2,0,0,0,2,0,0,0,1,0.0,0.0,0,20.0,2.0,2.0,50.0,Bradley CollinsCoventry City
EFL Championship,Coventry City,Jamie Allen,eng ENG,MF,29.0,11.2,1,0,0,12,7,0,0,9,16,0.0,0.0,0,55.0,12.0,12.0,50.0,Jamie AllenCoventry City
EFL Championship,Coventry City,Norman Bassette,be BEL,FW,19.0,10.1,5,0,0,22,13,15,11,0,4,1.0,0.0,0,13.0,12.0,42.0,22.2,Norman BassetteCoventry City
EFL Championship,Coventry City,Ben Wilson,eng ENG,GK,31.0,4.0,1,0,0,0,3,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,,Ben WilsonCoventry City
EFL Championship,Coventry City,Jamie Paterson,eng ENG,"FW,MF",32.0,0.9,1,0,0,1,0,0,4,1,2,0.0,0.0,0,8.0,0.0,3.0,0.0,Jamie PatersonCoventry City
EFL Championship,Coventry City,Kasey Palmer,jm JAM,"MF,FW",27.0,0.6,1,0,0,1,3,0,1,0,0,0.0,0.0,0,7.0,0.0,1.0,0.0,Kasey PalmerCoventry City
EFL Championship,Coventry City,Raphael Borges Rodrigues,au AUS,"MF,FW",20.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Raphael Borges RodriguesCoventry City
EFL Championship,Coventry City,Fabio Tavares,eng ENG,FW,23.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Fabio TavaresCoventry City
EFL Championship,Coventry City,Opponent Total,,,26.0,46.0,94,7,3,477,492,128,758,369,442,1.0,4.0,1,1689.0,772.0,811.0,48.8,Opponent TotalCoventry City
EFL Championship,Bristol City,Jason Knight,ie IRL,MF,23.0,46.0,6,0,0,44,81,1,47,39,41,0.0,0.0,0,293.0,74.0,40.0,64.9,Jason KnightBristol City
EFL Championship,Bristol City,Max O'Leary,ie IRL,GK,27.0,46.0,3,0,0,0,4,0,0,0,0,0.0,0.0,0,45.0,16.0,2.0,88.9,Max O'LearyBristol City
EFL Championship,Bristol City,Zak Vyner,ke KEN,DF,27.0,46.0,3,0,0,35,9,1,35,44,51,0.0,0.0,0,180.0,73.0,68.0,51.8,Zak VynerBristol City
EFL Championship,Bristol City,Max Bird,eng ENG,MF,23.0,38.7,1,0,0,13,20,2,124,32,58,0.0,0.0,0,167.0,26.0,43.0,37.7,Max BirdBristol City
EFL Championship,Bristol City,Robert Dickie,eng ENG,DF,28.0,34.7,5,1,0,15,33,0,0,34,25,0.0,0.0,0,139.0,170.0,72.0,70.2,Robert DickieBristol City
EFL Championship,Bristol City,Anis Mehmeti,al ALB,"FW,MF",23.0,28.4,3,0,0,43,31,9,68,7,22,0.0,0.0,0,96.0,11.0,24.0,31.4,Anis MehmetiBristol City
EFL Championship,Bristol City,Cameron Pring,eng ENG,"DF,MF",26.0,24.8,8,0,0,25,42,1,53,23,35,0.0,0.0,0,89.0,61.0,57.0,51.7,Cameron PringBristol City
EFL Championship,Bristol City,Luke McNally,ie IRL,DF,24.0,25.8,5,0,0,22,12,1,2,34,26,0.0,0.0,0,86.0,102.0,36.0,73.9,Luke McNallyBristol City
EFL Championship,Bristol City,Scott Twine,eng ENG,"FW,MF",25.0,23.5,6,0,0,27,42,1,98,16,27,0.0,0.0,0,92.0,5.0,15.0,25.0,Scott TwineBristol City
EFL Championship,Bristol City,Nahki Wells,bm BER,FW,34.0,22.8,3,0,0,40,22,23,29,12,20,0.0,0.0,0,52.0,28.0,72.0,28.0,Nahki WellsBristol City
EFL Championship,Bristol City,George Tanner,eng ENG,DF,24.0,22.2,2,0,0,20,13,0,35,20,39,0.0,1.0,0,58.0,33.0,44.0,42.9,George TannerBristol City
EFL Championship,Bristol City,Mark Sykes,ie IRL,"MF,DF",26.0,19.0,5,0,0,20,20,5,78,18,17,0.0,0.0,0,96.0,24.0,24.0,50.0,Mark SykesBristol City
EFL Championship,Bristol City,Ross McCrorie,sct SCO,"DF,MF",26.0,16.4,10,1,1,34,17,6,37,18,32,0.0,0.0,0,57.0,87.0,70.0,55.4,Ross McCrorieBristol City
EFL Championship,Bristol City,Joe Williams,eng ENG,MF,27.0,15.7,6,1,0,23,23,0,59,13,18,0.0,1.0,0,89.0,22.0,8.0,73.3,Joe WilliamsBristol City
EFL Championship,Bristol City,Yu Hirakawa,jp JPN,"FW,MF",23.0,18.4,0,0,0,12,40,2,84,5,21,0.0,0.0,0,70.0,8.0,17.0,32.0,Yu HirakawaBristol City
EFL Championship,Bristol City,Sinclair Armstrong,ie IRL,FW,21.0,17.3,1,0,0,26,28,11,4,3,1,2.0,0.0,0,28.0,19.0,48.0,28.4,Sinclair ArmstrongBristol City
EFL Championship,Bristol City,Haydon Roberts,eng ENG,"DF,MF",22.0,18.2,5,0,0,18,11,4,59,11,9,1.0,0.0,0,75.0,42.0,40.0,51.2,Haydon RobertsBristol City
EFL Championship,Bristol City,George Earthy,eng ENG,"MF,FW",19.0,16.2,3,0,0,17,9,1,24,13,10,0.0,0.0,0,51.0,3.0,24.0,11.1,George EarthyBristol City
EFL Championship,Bristol City,Marcus McGuane,eng ENG,MF,25.0,11.8,1,0,0,13,27,0,4,7,16,0.0,0.0,0,60.0,5.0,8.0,38.5,Marcus McGuaneBristol City
EFL Championship,Bristol City,Fally Mayulu,fr FRA,FW,22.0,4.5,0,0,0,12,4,4,0,0,4,0.0,0.0,0,12.0,14.0,26.0,35.0,Fally MayuluBristol City
EFL Championship,Bristol City,Kal Naismith,sct SCO,DF,32.0,3.2,0,0,0,2,3,0,1,2,6,0.0,0.0,0,9.0,11.0,4.0,73.3,Kal NaismithBristol City
EFL Championship,Bristol City,Sam Bell,eng ENG,"FW,DF",22.0,4.9,0,0,0,6,6,5,15,2,7,0.0,0.0,0,22.0,12.0,12.0,50.0,Sam BellBristol City
EFL Championship,Bristol City,Elijah Morrison,eng ENG,DF,18.0,0.4,1,0,0,2,0,0,2,1,2,0.0,0.0,0,3.0,0.0,2.0,0.0,Elijah MorrisonBristol City
EFL Championship,Bristol City,Harry Cornick,eng ENG,"FW,MF",29.0,0.4,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1.0,1.0,7.0,12.5,Harry CornickBristol City
EFL Championship,Bristol City,Opponent Total,,,25.8,46.0,88,3,0,508,446,78,727,399,435,1.0,3.0,0,1899.0,763.0,847.0,47.4,Opponent TotalBristol City
EFL Championship,Blackburn Rovers,Dominic Hyam,sct SCO,DF,28.0,46.0,5,0,0,28,23,6,3,25,28,1.0,1.0,0,130.0,173.0,115.0,60.1,Dominic HyamBlackburn Rovers
EFL Championship,Blackburn Rovers,Aynsley Pears,eng ENG,GK,26.0,40.0,3,0,0,0,6,0,0,1,1,0.0,0.0,0,29.0,8.0,1.0,88.9,Aynsley PearsBlackburn Rovers
EFL Championship,Blackburn Rovers,Tyrhys Dolan,eng ENG,"FW,MF",22.0,35.3,12,0,0,40,54,19,66,28,40,1.0,0.0,0,189.0,14.0,34.0,29.2,Tyrhys DolanBlackburn Rovers
EFL Championship,Blackburn Rovers,Lewis Travis,eng ENG,MF,26.0,35.7,11,0,0,56,63,0,19,36,63,0.0,0.0,0,194.0,13.0,17.0,43.3,Lewis TravisBlackburn Rovers
EFL Championship,Blackburn Rovers,Sondre Tronstad,no NOR,MF,28.0,34.8,5,0,0,30,27,0,12,43,66,0.0,0.0,0,170.0,42.0,37.0,53.2,Sondre TronstadBlackburn Rovers
EFL Championship,Blackburn Rovers,Danny Batth,eng ENG,DF,33.0,33.4,5,0,0,30,22,1,0,37,23,0.0,1.0,0,61.0,152.0,70.0,68.5,Danny BatthBlackburn Rovers
EFL Championship,Blackburn Rovers,Ryan Hedges,wls WAL,FW,29.0,28.5,4,0,0,46,42,4,79,34,47,0.0,1.0,0,106.0,40.0,68.0,37.0,Ryan HedgesBlackburn Rovers
EFL Championship,Blackburn Rovers,Callum Brittain,eng ENG,DF,26.0,29.5,5,0,0,24,16,0,123,21,34,1.0,0.0,0,110.0,40.0,31.0,56.3,Callum BrittainBlackburn Rovers
EFL Championship,Blackburn Rovers,Todd Cantwell,eng ENG,"MF,FW",26.0,27.5,6,0,0,38,82,7,137,20,41,0.0,0.0,0,152.0,5.0,21.0,19.2,Todd CantwellBlackburn Rovers
EFL Championship,Blackburn Rovers,Yuki Ohashi,jp JPN,"FW,MF",28.0,24.7,3,0,0,43,34,21,18,6,21,0.0,0.0,0,68.0,53.0,142.0,27.2,Yuki OhashiBlackburn Rovers
EFL Championship,Blackburn Rovers,Makhtar Gueye,sn SEN,FW,26.0,24.4,10,1,1,65,24,20,11,7,12,0.0,0.0,0,66.0,164.0,169.0,49.2,Makhtar GueyeBlackburn Rovers
EFL Championship,Blackburn Rovers,Owen Beck,wls WAL,"DF,FW",21.0,20.8,3,1,0,34,13,4,72,19,38,0.0,0.0,0,75.0,11.0,31.0,26.2,Owen BeckBlackburn Rovers
EFL Championship,Blackburn Rovers,Hayden Carter,eng ENG,DF,24.0,15.1,5,0,0,23,3,1,13,19,13,0.0,0.0,0,70.0,46.0,21.0,68.7,Hayden CarterBlackburn Rovers
EFL Championship,Blackburn Rovers,Andreas Weimann,at AUT,"FW,MF",32.0,15.7,2,0,0,13,7,6,15,4,4,0.0,0.0,0,39.0,12.0,17.0,41.4,Andreas WeimannBlackburn Rovers
EFL Championship,Blackburn Rovers,Yuri Ribeiro,pt POR,DF,27.0,15.0,0,0,0,11,21,1,74,16,15,0.0,0.0,0,49.0,25.0,23.0,52.1,Yuri RibeiroBlackburn Rovers
EFL Championship,Blackburn Rovers,Joe Rankin-Costello,eng ENG,"DF,FW",25.0,13.9,4,0,0,17,3,0,26,21,19,0.0,1.0,0,43.0,30.0,33.0,47.6,Joe Rankin-CostelloBlackburn Rovers
EFL Championship,Blackburn Rovers,Harry Pickering,eng ENG,DF,25.0,11.5,2,0,0,13,12,0,45,10,10,0.0,0.0,0,34.0,18.0,15.0,54.5,Harry PickeringBlackburn Rovers
EFL Championship,Blackburn Rovers,John Buckley,eng ENG,MF,24.0,9.5,5,0,0,20,15,1,22,14,15,0.0,0.0,0,68.0,9.0,6.0,60.0,John BuckleyBlackburn Rovers
EFL Championship,Blackburn Rovers,Lewis Baker,eng ENG,"MF,FW",29.0,6.6,2,0,0,5,3,0,7,5,3,0.0,0.0,0,29.0,4.0,3.0,57.1,Lewis BakerBlackburn Rovers
EFL Championship,Blackburn Rovers,Amario Duberry,eng ENG,"FW,MF",19.0,8.0,0,0,0,9,10,0,16,1,8,0.0,0.0,0,54.0,1.0,6.0,14.3,Amario DuberryBlackburn Rovers
EFL Championship,Blackburn Rovers,Balazs Toth,hu HUN,GK,26.0,6.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,8.0,3.0,1.0,75.0,Balazs TothBlackburn Rovers
EFL Championship,Blackburn Rovers,Adam Forshaw,eng ENG,MF,32.0,6.3,2,0,0,7,11,0,3,6,10,0.0,0.0,0,31.0,6.0,6.0,50.0,Adam ForshawBlackburn Rovers
EFL Championship,Blackburn Rovers,Dion Sanderson,eng ENG,DF,24.0,6.3,1,0,0,7,5,1,0,6,0,0.0,0.0,0,19.0,15.0,5.0,75.0,Dion SandersonBlackburn Rovers
EFL Championship,Blackburn Rovers,Cauley Woodrow,eng ENG,"MF,FW",29.0,2.5,0,0,0,5,1,0,2,0,0,0.0,0.0,0,13.0,4.0,13.0,23.5,Cauley WoodrowBlackburn Rovers
EFL Championship,Blackburn Rovers,Augustus Kargbo,sl SLE,FW,24.0,2.1,0,0,0,9,2,1,8,0,5,0.0,0.0,0,6.0,1.0,4.0,20.0,Augustus KargboBlackburn Rovers
EFL Championship,Blackburn Rovers,Emmanuel Dennis,ng NGA,"FW,MF",26.0,1.8,3,1,1,6,6,0,2,1,1,0.0,0.0,0,8.0,5.0,2.0,71.4,Emmanuel DennisBlackburn Rovers
EFL Championship,Blackburn Rovers,Kristi Montgomery,sct SCO,DF,20.0,1.5,2,1,1,2,0,0,2,1,2,0.0,0.0,0,5.0,3.0,4.0,42.9,Kristi MontgomeryBlackburn Rovers
EFL Championship,Blackburn Rovers,Harry Leonard,eng ENG,"FW,MF",20.0,1.7,0,0,0,3,0,2,0,1,0,0.0,0.0,0,4.0,14.0,12.0,53.8,Harry LeonardBlackburn Rovers
EFL Championship,Blackburn Rovers,Arnor Sigurdsson,is ISL,"FW,MF",25.0,0.7,0,0,0,1,2,0,1,0,1,0.0,0.0,0,5.0,1.0,2.0,33.3,Arnor SigurdssonBlackburn Rovers
EFL Championship,Blackburn Rovers,Sammie Szmodics,ie IRL,MF,28.0,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Sammie SzmodicsBlackburn Rovers
EFL Championship,Blackburn Rovers,Igor Tyjon,eng ENG,FW,16.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,2.0,33.3,Igor TyjonBlackburn Rovers
EFL Championship,Blackburn Rovers,Leonard Duru,eng ENG,DF,19.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Leonard DuruBlackburn Rovers
EFL Championship,Blackburn Rovers,Kyle McFadzean,sct SCO,FW,37.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Kyle McFadzeanBlackburn Rovers
EFL Championship,Blackburn Rovers,Opponent Total,,,25.7,46.0,84,3,0,523,568,67,923,352,450,3.0,3.0,1,1803.0,912.0,913.0,50.0,Opponent TotalBlackburn Rovers
EFL Championship,Millwall,Casper de Norre,be BEL,MF,27.0,40.1,5,0,0,42,11,1,25,66,65,0.0,1.0,0,180.0,30.0,44.0,40.5,Casper de NorreMillwall
EFL Championship,Millwall,Lukas Jensen,dk DEN,GK,25.0,41.0,1,0,0,0,4,0,0,0,0,0.0,0.0,0,58.0,3.0,1.0,75.0,Lukas JensenMillwall
EFL Championship,Millwall,Japhet Tanganga,eng ENG,DF,25.0,39.5,6,0,0,36,45,3,6,36,37,0.0,1.0,0,152.0,121.0,69.0,63.7,Japhet TangangaMillwall
EFL Championship,Millwall,Joe Bryan,eng ENG,DF,30.0,36.4,8,0,0,43,39,0,164,69,61,0.0,1.0,2,161.0,56.0,42.0,57.1,Joe BryanMillwall
EFL Championship,Millwall,George Saville,nir NIR,MF,31.0,36.7,8,0,0,53,49,7,127,58,65,0.0,0.0,0,179.0,74.0,52.0,58.7,George SavilleMillwall
EFL Championship,Millwall,Jake Cooper,eng ENG,DF,29.0,35.5,4,0,0,37,17,7,1,21,24,0.0,0.0,2,96.0,181.0,65.0,73.6,Jake CooperMillwall
EFL Championship,Millwall,Ryan Leonard,eng ENG,DF,32.0,29.2,8,0,0,43,41,0,61,35,50,0.0,0.0,0,135.0,77.0,51.0,60.2,Ryan LeonardMillwall
EFL Championship,Millwall,George Honeyman,eng ENG,"MF,FW",29.0,26.9,7,0,0,47,47,10,117,21,56,0.0,0.0,0,99.0,9.0,45.0,16.7,George HoneymanMillwall
EFL Championship,Millwall,Romain Esse,eng ENG,"FW,MF",19.0,22.4,4,0,0,41,63,5,69,9,43,0.0,0.0,0,113.0,24.0,58.0,29.3,Romain EsseMillwall
EFL Championship,Millwall,Mihailo Ivanovic,rs SRB,"FW,MF",19.0,24.2,2,0,0,39,22,15,13,3,10,0.0,0.0,0,54.0,114.0,172.0,39.9,Mihailo IvanovicMillwall
EFL Championship,Millwall,Femi Azeez,eng ENG,FW,23.0,21.2,4,0,0,32,14,12,80,18,30,0.0,0.0,0,111.0,47.0,58.0,44.8,Femi AzeezMillwall
EFL Championship,Millwall,Duncan Watmore,eng ENG,"FW,MF",30.0,17.5,0,0,0,18,28,3,11,7,12,0.0,0.0,0,75.0,12.0,30.0,28.6,Duncan WatmoreMillwall
EFL Championship,Millwall,Tristan Crama,fr FRA,DF,22.0,18.2,1,0,0,22,10,2,51,30,23,0.0,0.0,0,74.0,70.0,48.0,59.3,Tristan CramaMillwall
EFL Championship,Millwall,Macaulay Langstaff,eng ENG,FW,27.0,15.4,0,0,0,14,16,12,13,2,6,0.0,0.0,0,34.0,9.0,53.0,14.5,Macaulay LangstaffMillwall
EFL Championship,Millwall,Josh Coburn,eng ENG,FW,21.0,13.5,0,0,0,29,18,11,8,2,8,2.0,0.0,0,26.0,67.0,70.0,48.9,Josh CoburnMillwall
EFL Championship,Millwall,Luke Cundle,eng ENG,"MF,FW",22.0,10.9,2,0,0,29,12,1,3,8,8,0.0,0.0,0,45.0,9.0,21.0,30.0,Luke CundleMillwall
EFL Championship,Millwall,Billy Mitchell,eng ENG,MF,24.0,9.9,1,0,0,11,4,0,15,14,17,0.0,0.0,0,50.0,15.0,24.0,38.5,Billy MitchellMillwall
EFL Championship,Millwall,Murray Wallace,sct SCO,DF,31.0,8.1,0,0,0,3,3,1,1,5,5,0.0,0.0,0,28.0,36.0,21.0,63.2,Murray WallaceMillwall
EFL Championship,Millwall,Dan McNamara,ie IRL,DF,25.0,7.6,1,0,0,6,7,0,5,11,8,0.0,0.0,0,32.0,12.0,11.0,52.2,Dan McNamaraMillwall
EFL Championship,Millwall,Raees Bangura-Williams,,"FW,MF",,6.8,2,0,0,7,2,2,2,3,15,0.0,0.0,0,40.0,5.0,6.0,45.5,Raees Bangura-WilliamsMillwall
EFL Championship,Millwall,Aidomo Emakhu,ie IRL,"FW,MF",20.0,7.7,3,1,0,10,16,3,25,5,12,0.0,0.0,0,26.0,9.0,16.0,36.0,Aidomo EmakhuMillwall
EFL Championship,Millwall,Aaron Connolly,ie IRL,"FW,MF",24.0,7.3,3,0,0,7,29,0,7,1,4,1.0,0.0,0,23.0,7.0,15.0,31.8,Aaron ConnollyMillwall
EFL Championship,Millwall,Tom Bradshaw,wls WAL,FW,32.0,5.0,0,0,0,11,5,2,1,0,2,0.0,0.0,0,8.0,11.0,40.0,21.6,Tom BradshawMillwall
EFL Championship,Millwall,Shaun Hutchinson,eng ENG,DF,33.0,4.4,1,0,0,7,5,1,0,3,7,0.0,0.0,0,6.0,25.0,12.0,67.6,Shaun HutchinsonMillwall
EFL Championship,Millwall,George Evans,eng ENG,GK,19.0,4.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1.0,1.0,1.0,50.0,George EvansMillwall
EFL Championship,Millwall,Ryan Wintle,eng ENG,MF,27.0,5.7,3,0,0,6,4,0,6,8,4,0.0,0.0,0,19.0,5.0,5.0,50.0,Ryan WintleMillwall
EFL Championship,Millwall,Zak Sturge,eng ENG,DF,20.0,3.4,0,0,0,1,2,0,5,2,8,0.0,0.0,0,18.0,6.0,0.0,100.0,Zak SturgeMillwall
EFL Championship,Millwall,Calum Scanlon,eng ENG,"FW,DF",19.0,1.9,0,0,0,2,5,1,3,1,3,0.0,0.0,0,10.0,1.0,3.0,25.0,Calum ScanlonMillwall
EFL Championship,Millwall,Wes Harding,jm JAM,DF,27.0,2.1,1,0,0,1,0,0,7,1,2,0.0,0.0,0,7.0,10.0,5.0,66.7,Wes HardingMillwall
EFL Championship,Millwall,Camiel Neghli,nl NED,"FW,MF",22.0,2.1,0,0,0,0,1,0,11,2,2,0.0,0.0,0,11.0,1.0,1.0,50.0,Camiel NeghliMillwall
EFL Championship,Millwall,Liam Roberts,eng ENG,GK,29.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,3.0,0.0,100.0,Liam RobertsMillwall
EFL Championship,Millwall,Daniel Kelly,sct SCO,MF,18.0,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,1.0,0.0,Daniel KellyMillwall
EFL Championship,Millwall,Kevin Nisbet,sct SCO,FW,27.0,0.1,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Kevin NisbetMillwall
EFL Championship,Millwall,Tom Leahy,eng ENG,FW,20.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Tom LeahyMillwall
EFL Championship,Millwall,Opponent Total,,,25.8,46.0,65,0,0,535,585,53,825,326,496,3.0,4.0,0,1664.0,1041.0,1050.0,49.8,Opponent TotalMillwall
EFL Championship,West Bromwich Albion,Torbjorn Heggem,no NOR,DF,25.0,44.6,3,0,0,22,19,0,29,31,47,0.0,0.0,1,160.0,107.0,63.0,62.9,Torbjorn HeggemWest Bromwich Albion
EFL Championship,West Bromwich Albion,Darnell Furlong,eng ENG,DF,28.0,41.2,8,1,0,46,72,2,83,30,22,0.0,0.0,1,111.0,133.0,62.0,68.2,Darnell FurlongWest Bromwich Albion
EFL Championship,West Bromwich Albion,Alex Mowatt,eng ENG,MF,29.0,37.2,5,0,0,27,58,1,120,27,38,0.0,0.0,0,185.0,31.0,20.0,60.8,Alex MowattWest Bromwich Albion
EFL Championship,West Bromwich Albion,Tom Fellows,eng ENG,"FW,MF",21.0,31.9,4,0,0,20,46,5,128,9,20,0.0,0.0,0,52.0,5.0,47.0,9.6,Tom FellowsWest Bromwich Albion
EFL Championship,West Bromwich Albion,Karlan Grant,eng ENG,"FW,MF",26.0,32.6,2,0,0,21,30,19,106,20,17,0.0,0.0,0,105.0,28.0,60.0,31.8,Karlan GrantWest Bromwich Albion
EFL Championship,West Bromwich Albion,Jayson Molumby,ie IRL,MF,24.0,30.0,11,1,0,42,43,1,20,26,31,1.0,0.0,0,157.0,33.0,40.0,45.2,Jayson MolumbyWest Bromwich Albion
EFL Championship,West Bromwich Albion,Alex Palmer,eng ENG,GK,27.0,30.0,2,0,0,0,5,0,0,0,2,0.0,0.0,0,61.0,8.0,3.0,72.7,Alex PalmerWest Bromwich Albion
EFL Championship,West Bromwich Albion,Kyle Bartley,eng ENG,DF,33.0,29.0,5,1,0,26,13,3,1,23,14,0.0,0.0,0,96.0,109.0,36.0,75.2,Kyle BartleyWest Bromwich Albion
EFL Championship,West Bromwich Albion,Callum Styles,hu HUN,DF,24.0,29.0,11,1,1,46,33,1,48,40,47,0.0,1.0,0,134.0,42.0,45.0,48.3,Callum StylesWest Bromwich Albion
EFL Championship,West Bromwich Albion,Josh Maja,ng NGA,FW,25.0,22.8,2,0,0,13,32,4,3,11,5,0.0,0.0,0,64.0,23.0,44.0,34.3,Josh MajaWest Bromwich Albion
EFL Championship,West Bromwich Albion,Michael Johnston,ie IRL,"FW,MF",25.0,23.0,3,0,0,15,19,10,97,11,17,0.0,0.0,0,90.0,6.0,13.0,31.6,Michael JohnstonWest Bromwich Albion
EFL Championship,West Bromwich Albion,Mason Holgate,jm JAM,DF,27.0,22.0,2,0,0,19,24,1,9,27,19,0.0,0.0,1,70.0,49.0,32.0,60.5,Mason HolgateWest Bromwich Albion
EFL Championship,West Bromwich Albion,John Swift,eng ENG,MF,29.0,19.3,4,0,0,16,21,2,86,6,19,0.0,0.0,0,86.0,17.0,15.0,53.1,John SwiftWest Bromwich Albion
EFL Championship,West Bromwich Albion,Grady Diangana,cd COD,"FW,MF",26.0,16.6,1,0,0,22,37,3,13,9,24,0.0,0.0,0,56.0,16.0,44.0,26.7,Grady DianganaWest Bromwich Albion
EFL Championship,West Bromwich Albion,Semi Ajayi,ng NGA,DF,30.0,13.6,4,0,0,10,5,0,3,11,6,0.0,0.0,0,42.0,30.0,21.0,58.8,Semi AjayiWest Bromwich Albion
EFL Championship,West Bromwich Albion,Isaac Price,nir NIR,"MF,FW",20.0,11.7,2,0,0,11,15,1,63,11,19,0.0,0.0,0,50.0,15.0,13.0,53.6,Isaac PriceWest Bromwich Albion
EFL Championship,West Bromwich Albion,Adam Armstrong,eng ENG,FW,27.0,11.2,0,0,0,16,7,8,9,0,7,0.0,0.0,0,25.0,4.0,14.0,22.2,Adam ArmstrongWest Bromwich Albion
EFL Championship,West Bromwich Albion,Joe Wildsmith,eng ENG,GK,28.0,10.0,1,0,0,0,2,0,0,0,1,0.0,0.0,0,12.0,3.0,0.0,100.0,Joe WildsmithWest Bromwich Albion
EFL Championship,West Bromwich Albion,Uros Racic,rs SRB,MF,26.0,10.2,2,0,0,14,9,0,8,10,14,0.0,0.0,0,38.0,14.0,9.0,60.9,Uros RacicWest Bromwich Albion
EFL Championship,West Bromwich Albion,Ousmane Diakite,ml MLI,"MF,DF",24.0,9.6,1,0,0,10,17,0,0,16,14,0.0,0.0,0,47.0,24.0,21.0,53.3,Ousmane DiakiteWest Bromwich Albion
EFL Championship,West Bromwich Albion,Jed Wallace,eng ENG,"FW,MF",30.0,9.0,2,0,0,10,10,6,31,2,13,0.0,0.0,0,39.0,9.0,24.0,27.3,Jed WallaceWest Bromwich Albion
EFL Championship,West Bromwich Albion,Joshua Griffiths,eng ENG,GK,22.0,6.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,4.0,2.0,0.0,100.0,Joshua GriffithsWest Bromwich Albion
EFL Championship,West Bromwich Albion,Will Lankshear,eng ENG,FW,19.0,3.9,2,0,0,5,14,4,0,1,1,0.0,0.0,0,5.0,7.0,16.0,30.4,Will LankshearWest Bromwich Albion
EFL Championship,West Bromwich Albion,Paddy McNair,nir NIR,DF,29.0,1.0,0,0,0,1,0,0,0,1,1,0.0,0.0,0,2.0,0.0,0.0,,Paddy McNairWest Bromwich Albion
EFL Championship,West Bromwich Albion,Lewis Dobbin,eng ENG,"FW,MF",21.0,3.8,0,0,0,2,7,1,4,2,3,0.0,0.0,0,20.0,2.0,9.0,18.2,Lewis DobbinWest Bromwich Albion
EFL Championship,West Bromwich Albion,Daryl Dike,us USA,"FW,MF",24.0,2.5,1,0,0,8,7,1,0,0,1,0.0,0.0,0,5.0,18.0,7.0,72.0,Daryl DikeWest Bromwich Albion
