League,Squad,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,PlSqu
Brasileirão,Palmeiras,Bruno Fuchs,br BRA,DF,26-069,4.6,2,0,0,4,5,0,1,7,3,0.0,0.0,0,9.0,13.0,7.0,65.0,Bruno FuchsPalmeiras
Brasileirão,Palmeiras,Murilo Cerqueira,br BRA,DF,28-074,3.7,3,0,0,9,1,0,0,2,4,0.0,1.0,0,16.0,7.0,2.0,77.8,Murilo CerqueiraPalmeiras
Brasileirão,Palmeiras,Anibal Moreno,ar ARG,MF,26-027,3.9,0,0,0,4,1,0,4,2,7,0.0,0.0,0,17.0,5.0,5.0,50.0,Anibal MorenoPalmeiras
Brasileirão,Palmeiras,Lucas Evangelista,br BRA,MF,30-034,3.9,0,0,0,5,9,0,6,1,4,0.0,0.0,0,14.0,2.0,11.0,15.4,Lucas EvangelistaPalmeiras
Brasileirão,Palmeiras,Mauricio,br BRA,"MF,FW",24-018,2.9,0,0,0,5,5,1,4,0,0,0.0,0.0,0,8.0,3.0,7.0,30.0,MauricioPalmeiras
Brasileirão,Palmeiras,Allan,br BRA,"DF,MF",21-051,2.0,0,0,0,3,5,0,4,2,8,0.0,0.0,0,15.0,7.0,4.0,63.6,AllanPalmeiras
Brasileirão,Palmeiras,Raphael Veiga,br BRA,MF,29-355,1.8,0,0,0,3,9,0,11,0,1,1.0,0.0,0,7.0,0.0,3.0,0.0,Raphael VeigaPalmeiras
Brasileirão,Palmeiras,Mayke,br BRA,DF,32-211,1.3,1,0,0,4,2,1,5,0,2,0.0,0.0,0,4.0,1.0,5.0,16.7,MaykePalmeiras
Brasileirão,Palmeiras,Paulinho,br BRA,"MF,FW",24-329,2.5,0,0,0,1,2,1,6,0,1,0.0,0.0,0,10.0,5.0,2.0,71.4,PaulinhoPalmeiras
Brasileirão,Palmeiras,Luis Benedetti,br BRA,DF,19-002,1.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,2.0,3.0,0.0,100.0,Luis BenedettiPalmeiras
Brasileirão,Palmeiras,Vanderlan,br BRA,DF,22-275,0.5,0,0,0,1,0,0,3,2,0,0.0,0.0,0,1.0,0.0,0.0,,VanderlanPalmeiras
Brasileirão,Palmeiras,Luighi,br BRA,"FW,DF",19-040,0.6,0,0,0,0,1,0,2,0,0,0.0,0.0,0,2.0,0.0,4.0,0.0,LuighiPalmeiras
Brasileirão,Palmeiras,Thalys,br BRA,FW,20-107,0.3,0,0,0,0,1,0,0,1,0,0.0,0.0,0,0.0,0.0,8.0,0.0,ThalysPalmeiras
Brasileirão,Palmeiras,Kaiky Naves,br BRA,DF,23-032,0.2,0,0,0,1,0,0,0,0,0,0.0,1.0,0,0.0,0.0,2.0,0.0,Kaiky NavesPalmeiras
Brasileirão,Palmeiras,Opponent Total,,,28.3,11.0,28,0,0,177,147,9,188,84,153,1.0,3.0,0,448.0,164.0,145.0,53.1,Opponent TotalPalmeiras
Brasileirão,Fluminense,Fabio,br BRA,GK,44-252,11.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,9.0,1.0,1.0,50.0,FabioFluminense
Brasileirão,Fluminense,Juan Freytes,ar ARG,DF,25-149,11.0,2,0,0,4,6,1,1,8,5,0.0,0.0,0,41.0,15.0,17.0,46.9,Juan FreytesFluminense
Brasileirão,Fluminense,Jhon Arias,co COL,FW,27-261,11.0,1,0,0,13,32,1,62,4,9,0.0,0.0,0,59.0,6.0,15.0,28.6,Jhon AriasFluminense
Brasileirão,Fluminense,Martinelli,br BRA,MF,24-030,10.5,0,0,0,12,15,1,2,7,10,0.0,0.0,0,43.0,12.0,6.0,66.7,MartinelliFluminense
Brasileirão,Fluminense,Samuel Xavier,br BRA,DF,35-003,8.2,2,0,0,11,13,0,22,1,9,0.0,0.0,0,24.0,2.0,11.0,15.4,Samuel XavierFluminense
Brasileirão,Fluminense,Rene,br BRA,DF,32-268,7.9,0,0,0,8,8,0,26,12,9,0.0,0.0,0,31.0,13.0,9.0,59.1,ReneFluminense
Brasileirão,Fluminense,Agustin Canobbio,uy URU,FW,26-251,5.7,1,0,0,10,9,2,9,4,8,0.0,0.0,0,19.0,3.0,5.0,37.5,Agustin CanobbioFluminense
Brasileirão,Fluminense,Thiago Silva,br BRA,DF,40-260,7.0,0,0,0,1,4,0,0,5,1,0.0,0.0,0,15.0,11.0,7.0,61.1,Thiago SilvaFluminense
Brasileirão,Fluminense,Hercules,br BRA,MF,24-232,5.8,1,0,0,10,3,0,6,1,10,0.0,0.0,0,24.0,8.0,4.0,66.7,HerculesFluminense
Brasileirão,Fluminense,German Cano,ar ARG,FW,37-127,5.3,1,0,0,4,7,2,6,0,1,0.0,0.0,0,9.0,2.0,5.0,28.6,German CanoFluminense
Brasileirão,Fluminense,Everaldo Stum,br BRA,FW,33-339,5.3,1,0,0,12,6,0,2,0,1,0.0,0.0,0,8.0,15.0,15.0,50.0,Everaldo StumFluminense
Brasileirão,Fluminense,Lima,br BRA,MF,28-363,4.4,1,0,0,6,10,0,7,2,4,0.0,0.0,0,17.0,1.0,3.0,25.0,LimaFluminense
Brasileirão,Fluminense,Ignacio,br BRA,DF,28-190,4.1,0,0,0,7,5,0,0,9,1,0.0,0.0,0,11.0,10.0,11.0,47.6,IgnacioFluminense
Brasileirão,Fluminense,Kevin Serna,co COL,FW,27-174,4.0,0,0,0,2,9,0,6,1,5,1.0,0.0,0,20.0,7.0,9.0,43.8,Kevin SernaFluminense
Brasileirão,Fluminense,Nonato,br BRA,MF,27-098,3.9,3,0,0,7,7,0,4,4,8,0.0,0.0,0,14.0,1.0,1.0,50.0,NonatoFluminense
Brasileirão,Fluminense,Facundo Bernal,uy URU,MF,21-292,3.3,2,0,0,4,7,0,0,3,2,0.0,0.0,0,18.0,9.0,0.0,100.0,Facundo BernalFluminense
Brasileirão,Fluminense,Ganso,br BRA,MF,35-240,3.1,1,0,0,2,8,0,3,0,2,0.0,0.0,0,13.0,1.0,2.0,33.3,GansoFluminense
Brasileirão,Fluminense,Gabriel Fuentes,co COL,DF,28-120,3.0,1,0,0,2,0,0,14,8,8,0.0,0.0,0,9.0,6.0,2.0,75.0,Gabriel FuentesFluminense
Brasileirão,Fluminense,Guga,br BRA,DF,26-284,2.7,1,0,0,2,5,0,8,3,8,0.0,0.0,0,10.0,4.0,4.0,50.0,GugaFluminense
Brasileirão,Fluminense,Thiago dos Santos,br BRA,MF,35-277,0.9,0,0,0,3,1,0,0,0,5,0.0,0.0,0,8.0,1.0,2.0,33.3,Thiago dos SantosFluminense
Brasileirão,Fluminense,Keno,br BRA,FW,35-272,1.1,0,0,0,2,5,0,3,0,1,0.0,0.0,0,5.0,4.0,0.0,100.0,KenoFluminense
Brasileirão,Fluminense,Ruben Lezcano,py PAR,MF,21-120,0.5,0,0,0,0,2,0,1,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,Ruben LezcanoFluminense
Brasileirão,Fluminense,Paulo Baya,br BRA,"MF,FW",25-318,0.4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,1.0,2.0,33.3,Paulo BayaFluminense
Brasileirão,Fluminense,Riquelme,br BRA,"FW,MF",18-088,0.4,0,0,0,1,0,0,2,0,2,0.0,0.0,0,2.0,0.0,1.0,0.0,RiquelmeFluminense
Brasileirão,Fluminense,Isaque,br BRA,MF,18-046,0.2,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0.0,1.0,2.0,33.3,IsaqueFluminense
Brasileirão,Fluminense,Renato Augusto,br BRA,"MF,FW",37-121,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,Renato AugustoFluminense
Brasileirão,Fluminense,Joaquin Lavega,uy URU,DF,20-126,0.1,0,0,0,0,1,0,3,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,Joaquin LavegaFluminense
Brasileirão,Fluminense,Opponent Total,,,28.6,11.0,27,0,0,172,119,22,201,107,134,0.0,1.0,1,420.0,136.0,134.0,50.4,Opponent TotalFluminense
Brasileirão,Bahia,Santi Ramos Mingo,ar ARG,DF,23-200,11.0,2,0,0,14,8,2,2,7,8,0.0,0.0,0,22.0,24.0,27.0,47.1,Santi Ramos MingoBahia
Brasileirão,Bahia,Luciano Juba,br BRA,DF,25-284,9.9,0,0,0,7,2,1,49,7,10,0.0,0.0,0,48.0,11.0,6.0,64.7,Luciano JubaBahia
Brasileirão,Bahia,Caio Alexandre,br BRA,MF,26-105,7.2,4,0,0,20,7,0,7,8,8,0.0,0.0,0,37.0,2.0,4.0,33.3,Caio AlexandreBahia
Brasileirão,Bahia,Erick Pulga,br BRA,"FW,MF",24-250,8.5,1,0,0,9,26,3,22,10,12,0.0,0.0,0,33.0,7.0,9.0,43.8,Erick PulgaBahia
Brasileirão,Bahia,Gilberto,br BRA,DF,32-094,8.0,2,0,0,7,5,1,14,4,18,0.0,0.0,0,28.0,11.0,12.0,47.8,GilbertoBahia
Brasileirão,Bahia,Jean Lucas,br BRA,MF,26-352,6.9,1,1,0,9,8,1,6,4,9,0.0,1.0,0,28.0,8.0,11.0,42.1,Jean LucasBahia
Brasileirão,Bahia,David Duarte,br BRA,DF,30-136,7.9,1,0,0,6,6,1,0,7,2,0.0,0.0,0,17.0,25.0,11.0,69.4,David DuarteBahia
Brasileirão,Bahia,Marcos Felipe,br BRA,GK,29-057,7.8,0,0,0,1,0,0,0,1,0,0.0,1.0,0,8.0,1.0,0.0,100.0,Marcos FelipeBahia
Brasileirão,Bahia,Everton Ribeiro,br BRA,MF,36-060,6.0,4,1,1,8,16,0,19,3,9,0.0,0.0,0,24.0,2.0,8.0,20.0,Everton RibeiroBahia
Brasileirão,Bahia,Luciano Rodriguez,uy URU,FW,21-328,5.4,1,0,0,8,7,1,1,1,2,0.0,0.0,0,17.0,3.0,6.0,33.3,Luciano RodriguezBahia
Brasileirão,Bahia,Ademir Santos,br BRA,FW,30-113,5.1,2,0,0,7,16,2,28,1,6,0.0,0.0,0,19.0,4.0,10.0,28.6,Ademir SantosBahia
Brasileirão,Bahia,Cauly Oliveira Souza,br BRA,"MF,FW",29-267,5.0,1,0,0,1,6,0,16,2,1,0.0,0.0,0,20.0,1.0,1.0,50.0,Cauly Oliveira SouzaBahia
Brasileirão,Bahia,Willian Jose,br BRA,FW,33-198,4.7,0,0,0,2,4,0,1,2,1,0.0,0.0,0,16.0,7.0,16.0,30.4,Willian JoseBahia
Brasileirão,Bahia,Erick,br BRA,"MF,DF",27-207,4.6,3,0,0,12,3,2,4,8,6,0.0,0.0,0,15.0,7.0,7.0,50.0,ErickBahia
Brasileirão,Bahia,Ronaldo,br BRA,GK,28-291,3.2,0,0,0,1,2,0,0,0,0,0.0,1.0,0,3.0,0.0,1.0,0.0,RonaldoBahia
Brasileirão,Bahia,Rodrigo Nestor,br BRA,MF,24-304,2.6,0,0,0,4,2,0,9,1,5,0.0,0.0,0,11.0,1.0,0.0,100.0,Rodrigo NestorBahia
Brasileirão,Bahia,Iago,br BRA,"DF,MF",28-078,2.3,0,0,0,2,2,1,6,3,4,0.0,0.0,0,8.0,1.0,7.0,12.5,IagoBahia
Brasileirão,Bahia,Nicolas Acevedo,uy URU,"MF,DF",26-056,3.3,1,0,0,3,3,0,2,4,5,0.0,0.0,0,22.0,5.0,2.0,71.4,Nicolas AcevedoBahia
Brasileirão,Bahia,Kanu,br BRA,DF,28-094,1.1,0,0,0,1,0,0,0,5,1,0.0,0.0,0,4.0,1.0,3.0,25.0,KanuBahia
Brasileirão,Bahia,Kayky Chagas,br BRA,"MF,FW",21-363,1.9,1,0,0,1,2,0,1,2,0,1.0,0.0,0,5.0,0.0,0.0,,Kayky ChagasBahia
Brasileirão,Bahia,Gabriel,br BRA,DF,24-034,1.5,1,0,0,3,0,0,0,2,2,0.0,0.0,0,1.0,3.0,3.0,50.0,GabrielBahia
Brasileirão,Bahia,Michel Araujo,uy URU,MF,28-254,1.4,0,0,0,5,0,0,2,1,4,0.0,0.0,0,6.0,3.0,4.0,42.9,Michel AraujoBahia
Brasileirão,Bahia,Santiago Arias,co COL,DF,33-147,1.0,1,0,0,0,2,0,9,1,2,0.0,0.0,0,6.0,1.0,2.0,33.3,Santiago AriasBahia
Brasileirão,Bahia,Fredi Gomes,br BRA,DF,19-017,1.0,0,0,0,1,1,0,0,2,1,0.0,0.0,0,2.0,0.0,2.0,0.0,Fredi GomesBahia
Brasileirão,Bahia,Rezende,br BRA,MF,30-158,1.0,0,0,0,3,3,0,0,0,1,0.0,0.0,0,5.0,1.0,0.0,100.0,RezendeBahia
Brasileirão,Bahia,Tiago,br BRA,"FW,MF",20-062,1.0,0,0,0,5,5,1,1,0,3,1.0,0.0,0,3.0,3.0,1.0,75.0,TiagoBahia
Brasileirão,Bahia,Ruan Pablo,br BRA,FW,16-321,0.1,0,0,0,0,0,0,1,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,Ruan PabloBahia
Brasileirão,Bahia,Opponent Total,,,28.2,11.0,36,2,0,145,131,23,249,73,105,3.0,2.0,0,410.0,153.0,133.0,53.5,Opponent TotalBahia
Brasileirão,Mirassol,Danielzinho,br BRA,"MF,FW",30-217,11.0,1,0,0,14,22,0,14,10,14,1.0,0.0,0,71.0,11.0,11.0,50.0,DanielzinhoMirassol
Brasileirão,Mirassol,Jemmes,br BRA,DF,25-061,11.0,1,0,0,12,4,1,0,19,16,0.0,0.0,0,46.0,20.0,20.0,50.0,JemmesMirassol
Brasileirão,Mirassol,Joao Victor,br BRA,DF,27-280,11.0,2,0,0,10,5,0,1,11,4,0.0,1.0,0,44.0,27.0,11.0,71.1,Joao VictorMirassol
Brasileirão,Mirassol,Reinaldo,br BRA,DF,35-254,10.1,2,0,0,8,7,0,48,5,7,0.0,0.0,0,46.0,3.0,5.0,37.5,ReinaldoMirassol
Brasileirão,Mirassol,Lucas Ramon,br BRA,DF,31-094,9.2,2,0,0,11,17,1,31,19,13,1.0,0.0,0,31.0,16.0,9.0,64.0,Lucas RamonMirassol
Brasileirão,Mirassol,Neto Moura,br BRA,MF,28-307,7.2,3,0,0,13,4,0,2,12,8,0.0,0.0,0,31.0,6.0,7.0,46.2,Neto MouraMirassol
Brasileirão,Mirassol,Edson Carioca,br BRA,FW,27-340,6.2,1,0,0,11,8,2,7,2,7,0.0,0.0,0,20.0,1.0,17.0,5.6,Edson CariocaMirassol
Brasileirão,Mirassol,Gabriel,br BRA,"MF,FW",35-154,5.7,1,0,0,1,8,5,11,3,5,1.0,0.0,0,22.0,5.0,2.0,71.4,GabrielMirassol
Brasileirão,Mirassol,Alex Muralha,br BRA,GK,35-211,6.0,2,0,0,0,1,0,0,0,0,0.0,0.0,0,10.0,1.0,1.0,50.0,Alex MuralhaMirassol
Brasileirão,Mirassol,Iury de Castilho,br BRA,FW,29-276,5.5,2,0,0,7,18,6,4,2,7,0.0,0.0,0,11.0,5.0,7.0,41.7,Iury de CastilhoMirassol
Brasileirão,Mirassol,Jose Aldo,br BRA,MF,26-319,5.2,2,0,0,8,5,1,0,12,10,0.0,0.0,0,27.0,8.0,7.0,53.3,Jose AldoMirassol
Brasileirão,Mirassol,Walter,br BRA,GK,37-203,5.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,2.0,3.0,0.0,100.0,WalterMirassol
Brasileirão,Mirassol,Cristian Renato,br BRA,FW,25-111,5.5,2,0,0,7,3,0,1,2,3,0.0,0.0,0,16.0,16.0,14.0,53.3,Cristian RenatoMirassol
Brasileirão,Mirassol,Negueba,br BRA,FW,25-188,4.1,2,0,0,6,13,2,14,1,4,0.0,0.0,0,13.0,4.0,14.0,22.2,NeguebaMirassol
Brasileirão,Mirassol,Yago,br BRA,MF,30-126,4.1,0,0,0,5,13,0,2,3,5,0.0,0.0,0,22.0,4.0,2.0,66.7,YagoMirassol
Brasileirão,Mirassol,Fabricio,br BRA,"FW,MF",28-078,3.3,0,0,0,4,5,0,3,0,0,0.0,0.0,0,11.0,3.0,7.0,30.0,FabricioMirassol
Brasileirão,Mirassol,Clayson,br BRA,FW,30-082,2.8,2,0,0,4,8,2,22,1,1,0.0,0.0,0,11.0,2.0,1.0,66.7,ClaysonMirassol
Brasileirão,Mirassol,Daniel Borges,br BRA,DF,32-078,2.7,2,0,0,5,1,0,13,4,2,0.0,0.0,0,11.0,3.0,3.0,50.0,Daniel BorgesMirassol
Brasileirão,Mirassol,Everton Maceio,br BRA,"FW,MF",21-330,1.5,0,0,0,3,3,1,4,0,1,0.0,1.0,0,4.0,2.0,2.0,50.0,Everton MaceioMirassol
Brasileirão,Mirassol,Chico,br BRA,MF,34-023,1.4,0,0,0,1,4,0,2,1,4,1.0,0.0,0,6.0,1.0,1.0,50.0,ChicoMirassol
Brasileirão,Mirassol,Budiga Roni,br BRA,MF,26-055,0.9,1,0,0,0,0,0,0,3,1,0.0,0.0,0,6.0,0.0,1.0,0.0,Budiga RoniMirassol
Brasileirão,Mirassol,Matheus Bianqui,br BRA,"MF,FW",27-129,0.6,1,0,0,2,0,0,1,0,2,0.0,0.0,0,2.0,3.0,4.0,42.9,Matheus BianquiMirassol
Brasileirão,Mirassol,Matheus Davo,br BRA,"FW,MF",25-297,0.4,0,0,0,0,1,0,1,0,1,0.0,0.0,0,1.0,0.0,1.0,0.0,Matheus DavoMirassol
Brasileirão,Mirassol,Jose Vitor Silva Neves,br BRA,FW,25-038,0.3,1,0,0,2,0,0,0,0,0,0.0,0.0,0,3.0,2.0,1.0,66.7,Jose Vitor Silva NevesMirassol
Brasileirão,Mirassol,Luiz Filipe,br BRA,FW,24-012,0.2,0,0,0,2,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,,Luiz FilipeMirassol
Brasileirão,Mirassol,Opponent Total,,,28.8,11.0,31,0,0,156,127,13,255,105,110,1.0,5.0,1,481.0,148.0,146.0,50.3,Opponent TotalMirassol
Brasileirão,Atletico Mineiro,Everson,br BRA,GK,34-322,11.0,2,0,0,0,3,0,0,0,0,0.0,0.0,0,17.0,2.0,0.0,100.0,EversonAtletico Mineiro
Brasileirão,Atletico Mineiro,Junior Alonso,py PAR,DF,32-120,10.2,2,0,0,11,5,0,4,10,4,0.0,0.0,0,51.0,24.0,14.0,63.2,Junior AlonsoAtletico Mineiro
Brasileirão,Atletico Mineiro,Rony,br BRA,"FW,MF",30-029,10.2,2,0,0,18,19,12,19,3,4,1.0,0.0,0,27.0,14.0,22.0,38.9,RonyAtletico Mineiro
Brasileirão,Atletico Mineiro,Gustavo Scarpa,br BRA,"MF,FW",31-155,9.6,0,0,0,9,16,1,83,6,4,0.0,0.0,0,42.0,5.0,11.0,31.3,Gustavo ScarpaAtletico Mineiro
Brasileirão,Atletico Mineiro,Natanael,br BRA,DF,23-155,8.9,0,0,0,10,3,1,24,13,14,0.0,0.0,0,35.0,8.0,12.0,40.0,NatanaelAtletico Mineiro
Brasileirão,Atletico Mineiro,Rubens,br BRA,"DF,MF",23-353,9.6,2,0,0,15,8,0,13,26,24,0.0,0.0,0,40.0,7.0,10.0,41.2,RubensAtletico Mineiro
Brasileirão,Atletico Mineiro,Hulk,br BRA,"FW,MF",38-319,9.1,3,0,0,11,22,5,31,1,4,0.0,0.0,0,13.0,8.0,9.0,47.1,HulkAtletico Mineiro
Brasileirão,Atletico Mineiro,Lyanco,br BRA,DF,28-128,8.0,6,2,2,17,11,2,1,22,10,0.0,0.0,0,60.0,19.0,10.0,65.5,LyancoAtletico Mineiro
Brasileirão,Atletico Mineiro,Tomas Cuello,ar ARG,"FW,MF",25-096,7.5,3,0,0,10,15,0,15,6,5,0.0,0.0,0,39.0,4.0,10.0,28.6,Tomas CuelloAtletico Mineiro
Brasileirão,Atletico Mineiro,Alan Franco,ec ECU,MF,26-292,6.5,1,0,0,8,3,0,2,2,10,0.0,0.0,0,21.0,8.0,1.0,88.9,Alan FrancoAtletico Mineiro
Brasileirão,Atletico Mineiro,Fausto Vera,ar ARG,MF,25-075,4.9,1,0,0,6,3,0,2,4,6,0.0,0.0,0,19.0,3.0,5.0,37.5,Fausto VeraAtletico Mineiro
Brasileirão,Atletico Mineiro,Igor Gomes,br BRA,"MF,FW",26-084,3.8,0,0,0,6,4,0,4,2,1,0.0,0.0,0,31.0,7.0,5.0,58.3,Igor GomesAtletico Mineiro
Brasileirão,Atletico Mineiro,Guilherme Arana,br BRA,DF,28-056,3.0,1,0,0,3,2,0,14,2,5,0.0,0.0,0,16.0,4.0,2.0,66.7,Guilherme AranaAtletico Mineiro
Brasileirão,Atletico Mineiro,Caio Paulista,br BRA,DF,27-029,2.3,1,0,0,4,2,0,6,3,4,0.0,0.0,0,10.0,3.0,1.0,75.0,Caio PaulistaAtletico Mineiro
Brasileirão,Atletico Mineiro,Gabriel Menino,br BRA,MF,24-253,2.9,0,0,0,3,6,0,12,2,1,0.0,0.0,0,6.0,5.0,0.0,100.0,Gabriel MeninoAtletico Mineiro
Brasileirão,Atletico Mineiro,Patrick Silva,br BRA,MF,21-082,2.5,0,0,0,3,3,0,1,6,2,0.0,0.0,0,6.0,5.0,1.0,83.3,Patrick SilvaAtletico Mineiro
Brasileirão,Atletico Mineiro,Vitor Hugo,br BRA,DF,34-020,2.0,0,0,0,0,1,0,0,8,3,0.0,0.0,0,6.0,5.0,7.0,41.7,Vitor HugoAtletico Mineiro
Brasileirão,Atletico Mineiro,Romulo,br BRA,DF,21-129,1.7,0,0,0,3,0,0,1,5,3,0.0,0.0,0,4.0,6.0,2.0,75.0,RomuloAtletico Mineiro
Brasileirão,Atletico Mineiro,Bernard,br BRA,"FW,MF",32-274,2.4,1,0,0,5,3,1,6,0,3,0.0,0.0,0,13.0,1.0,0.0,100.0,BernardAtletico Mineiro
Brasileirão,Atletico Mineiro,Renzo Saravia,ar ARG,DF,31-358,1.5,0,0,0,7,2,0,4,0,4,0.0,0.0,0,7.0,1.0,3.0,25.0,Renzo SaraviaAtletico Mineiro
Brasileirão,Atletico Mineiro,Ivan Roman,cl CHI,DF,18-332,1.0,1,0,0,1,1,0,0,0,1,0.0,0.0,0,3.0,4.0,4.0,50.0,Ivan RomanAtletico Mineiro
Brasileirão,Atletico Mineiro,Junior Santos,br BRA,"FW,MF",30-241,1.5,1,0,0,1,4,1,2,0,1,0.0,0.0,0,5.0,2.0,4.0,33.3,Junior SantosAtletico Mineiro
Brasileirão,Atletico Mineiro,Joao Marcelo,br BRA,FW,20-055,0.6,0,0,0,2,0,2,0,0,1,0.0,0.0,0,1.0,3.0,5.0,37.5,Joao MarceloAtletico Mineiro
Brasileirão,Atletico Mineiro,Igor Rabello,br BRA,"FW,DF",30-042,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,2.0,1.0,66.7,Igor RabelloAtletico Mineiro
Brasileirão,Atletico Mineiro,Brahian Palacios,co COL,MF,22-197,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Brahian PalaciosAtletico Mineiro
Brasileirão,Atletico Mineiro,Opponent Total,,,28.8,11.0,28,2,0,144,149,10,169,96,110,0.0,1.0,1,427.0,139.0,149.0,48.3,Opponent TotalAtletico Mineiro
Brasileirão,Botafogo RJ,John,br BRA,GK,29-116,11.0,2,0,0,1,2,0,0,1,1,0.0,0.0,0,27.0,2.0,0.0,100.0,JohnBotafogo RJ
Brasileirão,Botafogo RJ,Jair Paula,br BRA,DF,20-094,11.0,0,0,0,4,8,0,2,11,12,0.0,0.0,0,38.0,21.0,5.0,80.8,Jair PaulaBotafogo RJ
Brasileirão,Botafogo RJ,Marlon Freitas,br BRA,MF,30-074,10.3,2,0,0,8,5,0,5,7,8,0.0,0.0,0,32.0,3.0,1.0,75.0,Marlon FreitasBotafogo RJ
Brasileirão,Botafogo RJ,Vitinho,br BRA,DF,25-321,9.8,1,0,0,12,3,2,34,7,14,0.0,0.0,0,25.0,7.0,7.0,50.0,VitinhoBotafogo RJ
Brasileirão,Botafogo RJ,Igor Jesus,br BRA,FW,24-104,9.7,0,0,0,9,26,1,4,0,3,0.0,0.0,0,25.0,34.0,39.0,46.6,Igor JesusBotafogo RJ
Brasileirão,Botafogo RJ,Gregore,br BRA,MF,31-099,9.6,3,0,0,41,8,0,5,12,26,0.0,0.0,0,50.0,14.0,16.0,46.7,GregoreBotafogo RJ
Brasileirão,Botafogo RJ,Artur,br BRA,"FW,MF",27-114,8.6,1,0,0,8,12,2,21,4,7,0.0,0.0,0,31.0,4.0,5.0,44.4,ArturBotafogo RJ
Brasileirão,Botafogo RJ,Jefferson Savarino,ve VEN,"MF,FW",28-210,6.5,1,0,0,3,4,0,24,1,2,0.0,0.0,0,29.0,0.0,1.0,0.0,Jefferson SavarinoBotafogo RJ
Brasileirão,Botafogo RJ,Cuiabano,br BRA,"DF,MF",22-113,6.2,2,0,0,10,9,1,27,7,7,0.0,0.0,0,24.0,7.0,9.0,43.8,CuiabanoBotafogo RJ
Brasileirão,Botafogo RJ,Alex Telles,br BRA,DF,32-176,6.2,1,0,0,12,6,1,37,8,6,0.0,0.0,0,16.0,5.0,2.0,71.4,Alex TellesBotafogo RJ
Brasileirão,Botafogo RJ,David Loiola,br BRA,DF,22-170,5.5,0,1,0,6,1,0,0,3,3,0.0,0.0,0,17.0,12.0,5.0,70.6,David LoiolaBotafogo RJ
Brasileirão,Botafogo RJ,Alexander Barboza,ar ARG,DF,30-085,5.0,3,0,0,9,0,0,0,8,10,0.0,0.0,0,27.0,12.0,6.0,66.7,Alexander BarbozaBotafogo RJ
Brasileirão,Botafogo RJ,Patrick de Paula,br BRA,MF,25-274,3.2,0,0,0,4,5,0,2,3,3,0.0,0.0,0,12.0,1.0,2.0,33.3,Patrick de PaulaBotafogo RJ
Brasileirão,Botafogo RJ,Matheus Martins,br BRA,"FW,MF",21-328,3.1,1,0,0,5,7,0,9,1,6,0.0,0.0,0,16.0,0.0,4.0,0.0,Matheus MartinsBotafogo RJ
Brasileirão,Botafogo RJ,Gonzalo Mastriani,uy URU,FW,32-042,2.8,1,0,0,7,3,3,0,2,1,0.0,0.0,0,3.0,6.0,10.0,37.5,Gonzalo MastrianiBotafogo RJ
Brasileirão,Botafogo RJ,Allan,br BRA,"MF,FW",34-152,2.2,1,0,0,6,4,0,0,0,4,0.0,0.0,0,9.0,1.0,3.0,25.0,AllanBotafogo RJ
Brasileirão,Botafogo RJ,Rwan,br BRA,FW,24-020,1.9,0,0,0,1,2,1,2,1,1,0.0,0.0,0,4.0,1.0,6.0,14.3,RwanBotafogo RJ
Brasileirão,Botafogo RJ,Santiago Rodriguez,uy URU,"MF,FW",25-152,1.8,0,0,0,4,4,1,4,2,2,0.0,0.0,0,8.0,2.0,1.0,66.7,Santiago RodriguezBotafogo RJ
Brasileirão,Botafogo RJ,Newton,br BRA,MF,25-089,1.3,1,0,0,1,0,0,1,1,1,0.0,0.0,0,4.0,2.0,2.0,50.0,NewtonBotafogo RJ
Brasileirão,Botafogo RJ,Jeffinho,br BRA,MF,25-161,0.6,0,0,0,1,0,0,1,1,0,0.0,0.0,0,3.0,0.0,0.0,,JeffinhoBotafogo RJ
Brasileirão,Botafogo RJ,Nathan Fernandes,br BRA,"FW,MF",20-113,1.7,1,0,0,3,3,0,3,0,1,0.0,0.0,0,6.0,1.0,5.0,16.7,Nathan FernandesBotafogo RJ
Brasileirão,Botafogo RJ,Mateo Ponte,uy URU,DF,22-016,1.4,1,0,0,3,1,2,6,2,1,0.0,0.0,0,13.0,3.0,2.0,60.0,Mateo PonteBotafogo RJ
Brasileirão,Botafogo RJ,Danilo Barbosa,br BRA,"DF,MF",29-101,0.4,1,0,0,1,0,0,0,1,1,0.0,0.0,0,1.0,1.0,3.0,25.0,Danilo BarbosaBotafogo RJ
