Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,PlSqu
Tottenham,Djed Spence,2487,eng ENG,DF,eng Premier League,23,2000,19.9,991,1160,85.4,14225,4269,581,618,94.0,346,403,85.9,32,67,47.8,2,1.8,1.4,+0.2,11,78,18,8,105,Djed SpenceTottenham
Napoli,Leonardo Spinazzola,2488,it ITA,"DF,FW",it Serie A,31,1993,16.9,710,895,79.3,12378,3751,315,346,91.0,311,376,82.7,69,121,57.0,1,3.5,3.4,-2.5,26,62,34,8,88,Leonardo SpinazzolaNapoli
Milan,Marco Sportiello,2489,it ITA,GK,it Serie A,32,1992,1.4,51,61,83.6,1238,656,9,9,100.0,31,32,96.9,11,19,57.9,0,0.0,0.0,0.0,0,1,0,0,0,Marco SportielloMilan
Hoffenheim,Anton Stach,2490,de GER,"MF,DF",de Bundesliga,25,1998,28.7,1270,1537,82.6,22480,8033,535,612,87.4,588,667,88.2,111,182,61.0,2,2.2,3.2,-0.2,26,120,33,10,152,Anton StachHoffenheim
Werder Bremen,Jens Stage,2491,dk DEN,MF,de Bundesliga,27,1996,24.5,768,998,77.0,12751,3913,374,441,84.8,286,353,81.0,71,128,55.5,5,2.8,3.9,+2.2,23,67,26,4,104,Jens StageWerder Bremen
Bayern Munich,Josip Stanisic,2492,hr CRO,DF,de Bundesliga,24,2000,9.7,716,782,91.6,12338,3732,338,353,95.8,329,354,92.9,48,66,72.7,2,1.5,1.4,+0.5,14,77,12,2,76,Josip StanisicBayern Munich
Venezia,Filip Stankovic,2493,rs SRB,GK,it Serie A,22,2002,15.2,372,513,72.5,9405,6649,66,66,100.0,210,217,96.8,96,229,41.9,0,0.0,0.0,0.0,0,2,0,0,0,Filip StankovicVenezia
Fulham,Jay Stansfield,2494,eng ENG,MF,eng Premier League,21,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Jay StansfieldFulham
Celta Vigo,Carl Starfelt,2495,se SWE,DF,es La Liga,29,1995,25.2,1539,1643,93.7,27778,9742,555,579,95.9,895,937,95.5,80,105,76.2,0,0.2,0.2,-0.2,6,56,1,0,66,Carl StarfeltCelta Vigo
Werder Bremen,Niklas Stark,2496,de GER,DF,de Bundesliga,29,1995,23.4,1098,1283,85.6,21262,7753,355,402,88.3,631,691,91.3,101,163,62.0,1,0.1,0.3,+0.9,1,66,3,0,62,Niklas StarkWerder Bremen
Saint-Etienne,Lucas Stassin,2497,be BEL,FW,fr Ligue 1,19,2004,21.0,350,473,74.0,4654,669,223,269,82.9,90,114,78.9,15,23,65.2,4,3.4,3.1,+0.6,18,13,12,1,35,Lucas StassinSaint-Etienne
Brighton,Jason Steele,2498,eng ENG,GK,eng Premier League,33,1990,2.0,101,112,90.2,2321,1556,21,21,100.0,63,65,96.9,17,26,65.4,0,0.0,0.0,0.0,0,0,0,0,0,Jason SteeleBrighton
Real Sociedad,Orri Steinn Oskarsson,2499,is ISL,FW,es La Liga,19,2004,10.5,104,197,52.8,1158,178,72,113,63.7,22,38,57.9,0,6,0.0,0,0.2,0.5,-0.2,5,4,3,1,9,Orri Steinn OskarssonReal Sociedad
Stuttgart,Pascal Stenzel,2500,de GER,DF,de Bundesliga,28,1996,3.2,181,218,83.0,3439,898,74,78,94.9,80,92,87.0,25,42,59.5,0,0.6,0.6,-0.6,5,9,4,2,12,Pascal StenzelStuttgart
Southampton,Jack Stephens,2501,eng ENG,DF,eng Premier League,30,1994,15.4,879,955,92.0,15471,4366,346,372,93.0,464,492,94.3,54,65,83.1,0,0.2,0.3,-0.2,3,51,5,0,63,Jack StephensSouthampton
Stuttgart,Leonidas Stergiou,2502,ch SUI,DF,de Bundesliga,22,2002,9.5,440,534,82.4,6941,2177,250,272,91.9,158,191,82.7,26,49,53.1,2,0.9,0.7,+1.1,4,30,1,0,39,Leonidas StergiouStuttgart
Arsenal,Raheem Sterling,2503,eng ENG,"FW,MF",eng Premier League,29,1994,5.5,158,201,78.6,2022,403,103,117,88.0,43,57,75.4,3,4,75.0,2,0.5,0.5,+1.5,8,4,9,2,18,Raheem SterlingArsenal
Marseille,Enzo Sternal,2504,fr FRA,"FW,MF",fr Ligue 1,17,2007,0.3,7,8,87.5,77,1,5,5,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,Enzo SternalMarseille
St. Pauli,Finley Stevens,2505,wls WAL,DF,de Bundesliga,21,2003,0.0,1,2,50.0,8,8,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Finley StevensSt. Pauli
Southampton,Ross Stewart,2506,sct SCO,FW,eng Premier League,28,1996,4.3,67,95,70.5,861,86,34,45,75.6,25,32,78.1,0,1,0.0,0,0.0,0.1,0.0,0,2,1,0,2,Ross StewartSouthampton
Stuttgart,Angelo Stiller,2507,de GER,MF,de Bundesliga,23,2001,30.5,2219,2540,87.4,37222,12647,1035,1105,93.7,967,1072,90.2,170,278,61.2,8,7.2,8.6,+0.8,59,271,50,10,289,Angelo StillerStuttgart
Gladbach,Kevin Stoger,2508,at AUT,MF,de Bundesliga,30,1993,17.2,847,1117,75.8,14479,4517,436,480,90.8,277,362,76.5,108,202,53.5,3,5.3,4.2,-2.3,54,90,39,8,121,Kevin StogerGladbach
Alaves,Stoichkov,2509,es ESP,"MF,FW",es La Liga,30,1993,7.8,132,214,61.7,2161,697,61,82,74.4,50,73,68.5,14,33,42.4,1,1.2,0.7,-0.2,7,16,10,1,26,StoichkovAlaves
Empoli,Petar Stojanovic,2510,si SVN,MF,it Serie A,28,1995,0.0,1,3,33.3,9,4,1,1,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Petar StojanovicEmpoli
Leicester City,Jakub Stolarczyk,2511,pl POL,GK,eng Premier League,23,2000,10.0,238,386,61.7,6215,4560,70,70,100.0,91,94,96.8,76,220,34.5,0,0.0,0.0,0.0,0,2,0,0,1,Jakub StolarczykLeicester City
Manchester City,John Stones,2512,eng ENG,"DF,MF",eng Premier League,30,1994,6.1,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,0,0.1,0.2,-0.1,2,42,0,0,21,John StonesManchester City
Wolves,Jorgen Strand Larsen,2513,no NOR,FW,eng Premier League,24,2000,28.7,295,457,64.6,3818,697,182,254,71.7,73,112,65.2,14,20,70.0,4,3.0,1.0,+1.0,21,19,4,1,29,Jorgen Strand LarsenWolves
Como,Gabriel Strefezza,2514,br BRA,"FW,MF",it Serie A,27,1997,29.1,875,1158,75.6,13294,3416,487,545,89.4,259,338,76.6,71,146,48.6,4,3.9,4.1,+0.1,57,67,29,9,106,Gabriel StrefezzaComo
Girona,Cristhian Stuani,2515,uy URU,FW,es La Liga,37,1986,12.0,107,154,69.5,1450,161,68,85,80.0,32,50,64.0,3,8,37.5,2,0.6,1.0,+1.4,6,1,3,0,10,Cristhian StuaniGirona
Las Palmas,Alex Suarez,2516,es ESP,DF,es La Liga,31,1993,27.3,1165,1357,85.9,21803,7921,408,431,94.7,649,705,92.1,91,181,50.3,0,0.1,0.2,-0.1,3,50,3,0,53,Alex SuarezLas Palmas
Villarreal,Denis Suarez,2517,es ESP,MF,es La Liga,30,1994,6.8,228,291,78.4,3710,1203,123,141,87.2,77,90,85.6,20,39,51.3,1,1.5,1.8,-0.5,14,21,8,3,35,Denis SuarezVillarreal
Toulouse,Gabriel Suazo,2518,cl CHI,DF,fr Ligue 1,26,1997,24.0,994,1248,79.6,15858,6514,535,602,88.9,373,460,81.1,57,119,47.9,6,3.8,4.8,+2.2,40,75,38,12,109,Gabriel SuazoToulouse
Real Sociedad,Luka Sucic,2519,hr CRO,MF,es La Liga,21,2002,19.9,727,882,82.4,11561,2321,387,429,90.2,262,299,87.6,55,89,61.8,1,2.6,2.2,-1.6,25,52,13,2,79,Luka SucicReal Sociedad
Southampton,Yukinari Sugawara,2520,jp JPN,"DF,MF",eng Premier League,24,2000,17.3,713,891,80.0,11241,3454,377,427,88.3,282,339,83.2,37,76,48.7,1,2.2,2.5,-1.2,17,47,21,9,72,Yukinari SugawaraSouthampton
Dortmund,Niklas Sule,2521,de GER,DF,de Bundesliga,28,1995,11.7,870,938,92.8,15061,5368,391,409,95.6,412,433,95.2,61,82,74.4,0,0.1,0.4,-0.1,3,74,0,0,47,Niklas SuleDortmund
Atalanta,Ibrahim Sulemana,2522,gh GHA,MF,it Serie A,21,2003,3.1,159,180,88.3,2852,722,59,66,89.4,85,91,93.4,13,15,86.7,0,0.0,0.1,0.0,1,18,1,0,12,Ibrahim SulemanaAtalanta
Southampton,Kamaldeen Sulemana,2523,gh GHA,"FW,MF",eng Premier League,22,2002,15.6,285,357,79.8,4101,627,177,201,88.1,86,103,83.5,13,28,46.4,1,1.0,0.8,0.0,10,6,13,7,27,Kamaldeen SulemanaSouthampton
West Ham,Crysencio Summerville,2524,nl NED,"FW,MF",eng Premier League,22,2001,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,1.7,-0.7,17,13,12,5,18,Crysencio SummervilleWest Ham
Hellas Verona,Tomas Suslov,2525,sk SVK,"MF,FW",it Serie A,22,2002,23.1,387,529,73.2,7405,2018,169,198,85.4,146,181,80.7,63,111,56.8,1,1.9,1.7,-0.9,27,40,22,2,82,Tomas SuslovHellas Verona
Sevilla,Suso,2526,es ESP,"FW,MF",es La Liga,30,1993,6.7,285,385,74.0,4789,1573,146,160,91.3,94,123,76.4,33,72,45.8,2,1.6,1.3,+0.4,22,31,13,4,43,SusoSevilla
Parma,Zion Suzuki,2527,jp JPN,GK,it Serie A,21,2002,36.8,1008,1496,67.4,29293,22017,170,172,98.8,512,520,98.5,321,797,40.3,0,0.0,0.1,0.0,0,47,1,0,0,Zion SuzukiParma
Wolfsburg,Mattias Svanberg,2528,se SWE,MF,de Bundesliga,25,1999,13.5,259,377,68.7,3931,1508,142,169,84.0,90,125,72.0,14,46,30.4,1,1.7,1.6,-0.7,13,36,4,1,36,Mattias SvanbergWolfsburg
Dortmund,Daniel Svensson,2529,se SWE,"DF,FW",de Bundesliga,22,2002,8.7,394,497,79.3,6346,2266,207,227,91.2,153,181,84.5,28,58,48.3,3,1.2,1.3,+1.8,10,29,11,4,41,Daniel SvenssonDortmund
Venezia,Marin Sverko,2530,hr CRO,DF,it Serie A,26,1998,12.4,495,602,82.2,8857,3962,205,226,90.7,242,282,85.8,40,71,56.3,0,0.3,0.3,-0.3,2,39,5,0,38,Marin SverkoVenezia
Roma,Mile Svilar,2531,rs SRB,GK,it Serie A,24,1999,38.0,1151,1459,78.9,29765,16946,196,196,100.0,647,649,99.7,307,612,50.2,0,0.0,0.0,0.0,0,15,0,0,2,Mile SvilarRoma
Venezia,Michael Svoboda,2532,at AUT,DF,it Serie A,25,1998,14.6,703,829,84.8,12684,4404,259,286,90.6,396,443,89.4,41,79,51.9,0,0.6,1.2,-0.6,5,44,2,0,43,Michael SvobodaVenezia
Celta Vigo,Williot Swedberg,2533,se SWE,"FW,MF",es La Liga,20,2004,15.0,266,363,73.3,3749,737,161,196,82.1,75,100,75.0,14,24,58.3,5,2.6,2.2,+2.4,16,16,12,1,28,Williot SwedbergCelta Vigo
Strasbourg,Abakar Sylla,2534,ci CIV,DF,fr Ligue 1,21,2002,10.6,583,658,88.6,9980,3603,224,244,91.8,332,358,92.7,22,45,48.9,0,0.1,0.1,-0.1,1,21,1,0,21,Abakar SyllaStrasbourg
Montpellier,Issiaga Sylla,2535,gn GUI,DF,fr Ligue 1,30,1994,12.8,435,563,77.3,7255,3005,218,251,86.9,162,214,75.7,43,65,66.2,0,0.6,0.7,-0.6,7,45,16,10,53,Issiaga SyllaMontpellier
Valladolid,Mamadou Sylla,2536,sn SEN,"FW,MF",es La Liga,30,1994,17.6,177,282,62.8,2675,420,103,140,73.6,59,93,63.4,9,14,64.3,1,1.7,0.6,-0.7,14,13,5,0,22,Mamadou SyllaValladolid
Barcelona,Wojciech Szczesny,2537,pl POL,GK,es La Liga,34,1990,15.0,402,454,88.5,9086,5717,81,81,100.0,251,254,98.8,68,115,59.1,0,0.0,0.0,0.0,0,1,0,0,0,Wojciech SzczesnyBarcelona
Ipswich Town,Sammie Szmodics,2538,ie IRL,"FW,MF",eng Premier League,28,1995,11.0,149,201,74.1,2458,724,72,82,87.8,54,65,83.1,15,29,51.7,0,0.2,0.5,-0.2,5,11,4,1,19,Sammie SzmodicsIpswich Town
Liverpool,Dominik Szoboszlai,2539,hu HUN,MF,eng Premier League,23,2000,27.7,1114,1322,84.3,17528,3641,601,671,89.6,366,416,88.0,95,133,71.4,6,7.4,5.9,-1.4,56,88,33,5,131,Dominik SzoboszlaiLiverpool
Atletico Madrid,Alexander Sorloth,2540,no NOR,FW,es La Liga,28,1995,17.4,229,359,63.8,2905,601,142,213,66.7,63,95,66.3,5,7,71.4,2,1.6,0.7,+0.4,13,19,10,1,31,Alexander SorlothAtletico Madrid
Montpellier,Musa Al-Taamari,2541,jo JOR,"FW,MF",fr Ligue 1,27,1997,12.4,235,304,77.3,3364,662,140,166,84.3,63,82,76.8,16,19,84.2,1,1.5,1.1,-0.5,12,12,12,1,30,Musa Al-TaamariMontpellier
Rennes,Musa Al-Taamari,2542,jo JOR,"FW,MF",fr Ligue 1,27,1997,6.3,108,132,81.8,1444,233,60,66,90.9,36,44,81.8,2,3,66.7,0,1.3,1.4,-1.3,10,5,3,0,8,Musa Al-TaamariRennes
Hoffenheim,Haris Tabakovic,2543,ba BIH,FW,de Bundesliga,30,1994,9.1,134,213,62.9,1672,273,82,125,65.6,37,58,63.8,2,2,100.0,1,1.2,0.9,-0.2,9,8,2,1,7,Haris TabakovicHoffenheim
Lyon,Nicolas Tagliafico,2544,ar ARG,DF,fr Ligue 1,31,1992,21.1,1159,1338,86.6,17462,5435,643,703,91.5,443,498,89.0,50,87,57.5,1,0.8,1.4,+0.2,5,72,8,3,97,Nicolas TagliaficoLyon
Leverkusen,Jonathan Tah,2545,de GER,DF,de Bundesliga,28,1996,33.0,2145,2309,92.9,38573,15060,830,871,95.3,1146,1192,96.1,150,206,72.8,0,0.4,1.9,-0.4,4,202,6,3,169,Jonathan TahLeverkusen
Torino,Adrien Tameze,2546,cm CMR,"MF,DF",it Serie A,30,1994,7.2,259,301,86.0,4112,904,124,144,86.1,112,121,92.6,14,19,73.7,0,0.8,0.7,-0.8,6,10,6,1,23,Adrien TamezeTorino
Paris S-G,Axel Tape,2547,fr FRA,"DF,MF",fr Ligue 1,16,2007,2.0,142,151,94.0,2651,619,36,37,97.3,101,105,96.2,4,6,66.7,0,0.0,0.0,0.0,1,6,0,0,5,Axel TapeParis S-G
Leganes,Renato Tapia,2548,pe PER,"MF,DF",es La Liga,29,1995,26.9,838,1070,78.3,14894,4774,401,452,88.7,338,399,84.7,87,162,53.7,0,0.4,0.8,-0.4,8,80,9,0,83,Renato TapiaLeganes
Leverkusen,Edmond Tapsoba,2549,bf BFA,DF,de Bundesliga,25,1999,27.9,1703,1972,86.4,29215,10275,799,846,94.4,752,838,89.7,134,245,54.7,0,0.2,1.3,-0.2,4,195,9,2,164,Edmond TapsobaLeverkusen
Saint-Etienne,Florian Tardieu,2550,fr FRA,MF,fr Ligue 1,32,1992,13.9,869,1013,85.8,13919,5229,455,490,92.9,332,375,88.5,60,104,57.7,4,1.3,1.6,+2.7,19,127,24,0,139,Florian TardieuSaint-Etienne
Inter,Mehdi Taremi,2551,ir IRN,FW,it Serie A,32,1992,9.1,185,231,80.1,2442,471,108,120,90.0,61,74,82.4,2,3,66.7,2,1.6,1.1,+0.4,15,12,5,0,25,Mehdi TaremiInter
Newcastle Utd,Matt Targett,2552,eng ENG,DF,eng Premier League,28,1995,0.2,14,15,93.3,187,49,9,10,90.0,4,4,100.0,1,1,100.0,0,0.0,0.1,0.0,0,0,1,1,0,Matt TargettNewcastle Utd
Le Havre,Oussama Targhalline,2553,ma MAR,MF,fr Ligue 1,22,2002,11.0,348,437,79.6,5782,1714,175,199,87.9,130,152,85.5,30,50,60.0,0,0.7,1.2,-0.7,6,50,13,2,66,Oussama TarghallineLe Havre
Everton,James Tarkowski,2554,eng ENG,DF,eng Premier League,31,1992,32.5,1045,1290,81.0,22119,8229,337,399,84.5,525,571,91.9,173,276,62.7,1,2.9,2.4,-1.9,16,83,11,0,75,James TarkowskiEverton
Valencia,Cesar Tarrega,2555,es ESP,DF,es La Liga,22,2002,33.6,1428,1692,84.4,27168,9416,477,512,93.2,817,892,91.6,127,247,51.4,0,0.1,0.2,-0.1,3,79,1,0,79,Cesar TarregaValencia
Lazio,Nuno Tavares,2556,pt POR,DF,it Serie A,24,2000,18.7,820,1042,78.7,13097,5090,449,502,89.4,290,366,79.2,61,124,49.2,8,4.8,4.9,+3.2,33,69,44,23,111,Nuno TavaresLazio
Bournemouth,Marcus Tavernier,2557,eng ENG,"FW,MF",eng Premier League,25,1999,21.5,689,934,73.8,11654,3481,334,387,86.3,280,352,79.5,60,127,47.2,5,4.0,3.6,+1.0,43,80,40,14,128,Marcus TavernierBournemouth
Southampton,Charlie Taylor,2558,eng ENG,DF,eng Premier League,30,1993,4.0,196,223,87.9,3602,910,70,75,93.3,103,112,92.0,20,28,71.4,0,0.1,0.2,-0.1,1,9,3,1,9,Charlie TaylorSouthampton
Ipswich Town,Jack Taylor,2559,ie IRL,MF,eng Premier League,26,1998,9.6,349,421,82.9,6188,1673,156,177,88.1,158,180,87.8,29,48,60.4,0,0.5,0.8,-0.5,5,30,8,1,43,Jack TaylorIpswich Town
Lazio,Loum Tchaouna,2560,fr FRA,"FW,MF",it Serie A,20,2003,7.3,172,247,69.6,2582,567,102,122,83.6,53,76,69.7,11,29,37.9,0,0.6,0.7,-0.6,10,9,8,1,20,Loum TchaounaLazio
Hellas Verona,Jackson Tchatchoua,2561,cm CMR,"DF,MF",it Serie A,22,2001,35.2,837,1126,74.3,12483,4001,496,570,87.0,286,373,76.7,38,117,32.5,3,2.8,3.0,+0.2,34,39,29,18,72,Jackson TchatchouaHellas Verona
Montpellier,Enzo Tchato,2562,cm CMR,DF,fr Ligue 1,21,2002,21.1,757,1010,75.0,12674,4703,338,398,84.9,341,428,79.7,57,116,49.1,0,1.5,1.2,-1.5,14,46,13,12,62,Enzo TchatoMontpellier
Real Madrid,Aurelien Tchouameni,2563,fr FRA,"DF,MF",es La Liga,24,2000,29.9,1869,2025,92.3,32598,10694,787,827,95.2,925,979,94.5,134,177,75.7,0,0.6,0.9,-0.6,5,176,9,1,154,Aurelien TchouameniReal Madrid
Espanyol,Alvaro Tejero,2564,es ESP,"MF,DF",es La Liga,28,1996,13.8,453,626,72.4,8414,3082,191,213,89.7,194,235,82.6,57,137,41.6,4,2.9,3.6,+1.1,33,26,21,12,46,Alvaro TejeroEspanyol
Valencia,Martin Tejon,2565,es ESP,"MF,DF",es La Liga,20,2004,0.5,20,26,76.9,328,95,10,12,83.3,8,10,80.0,1,2,50.0,0,0.0,0.0,0.0,1,2,0,0,4,Martin TejonValencia
Tottenham,Mathys Tel,2566,fr FRA,FW,eng Premier League,19,2005,10.1,185,266,69.5,3156,666,89,112,79.5,72,98,73.5,19,33,57.6,1,2.5,1.5,-1.5,14,12,14,4,21,Mathys TelTottenham
Bayern Munich,Mathys Tel,2567,fr FRA,"FW,MF",de Bundesliga,19,2005,2.8,108,128,84.4,1721,329,58,66,87.9,39,43,90.7,8,14,57.1,1,0.3,0.6,+0.7,1,5,4,1,9,Mathys TelBayern Munich
Leverkusen,Nathan Tella,2568,ng NGA,"MF,FW",de Bundesliga,25,1999,15.1,256,343,74.6,3452,603,162,187,86.6,74,92,80.4,8,19,42.1,4,1.5,1.6,+2.5,18,15,10,2,22,Nathan TellaLeverkusen
Alaves,Nahuel Tenaglia,2569,ar ARG,DF,es La Liga,28,1996,32.5,1017,1410,72.1,17640,8188,466,544,85.7,465,617,75.4,74,177,41.8,1,1.6,1.4,-0.6,19,85,19,9,103,Nahuel TenagliaAlaves
Paris S-G,Arnau Tenas,2570,es ESP,GK,fr Ligue 1,23,2001,1.0,31,32,96.9,757,538,9,9,100.0,13,13,100.0,9,10,90.0,1,0.2,0.1,+0.8,2,2,1,0,1,Arnau TenasParis S-G
Hellas Verona,Casper Tengstedt,2571,dk DEN,FW,it Serie A,24,2000,16.9,201,298,67.4,2875,528,109,139,78.4,63,92,68.5,14,30,46.7,1,0.9,1.1,+0.1,12,11,8,1,29,Casper TengstedtHellas Verona
Barcelona,Marc-Andre ter Stegen,2572,de GER,GK,es La Liga,32,1992,7.5,233,251,92.8,5847,4091,26,26,100.0,151,153,98.7,56,72,77.8,0,0.0,0.0,0.0,0,1,1,0,2,Marc-Andre ter StegenBarcelona
Milan,Filippo Terracciano,2573,it ITA,"DF,MF",it Serie A,21,2003,6.0,226,257,87.9,3828,822,101,111,91.0,112,123,91.1,10,16,62.5,0,0.1,0.1,-0.1,2,21,1,1,14,Filippo TerraccianoMilan
Fiorentina,Pietro Terracciano,2574,it ITA,GK,it Serie A,34,1990,3.0,70,89,78.7,1552,957,18,18,100.0,40,40,100.0,11,30,36.7,0,0.0,0.0,0.0,0,0,0,0,0,Pietro TerraccianoFiorentina
Villarreal,Ramon Terrats,2575,es ESP,"MF,FW",es La Liga,23,2000,1.5,64,79,81.0,1157,305,28,29,96.6,27,35,77.1,7,12,58.3,0,0.3,0.4,-0.3,1,7,2,1,7,Ramon TerratsVillarreal
Getafe,Ramon Terrats,2576,es ESP,"MF,FW",es La Liga,23,2000,13.5,228,352,64.8,3750,1171,121,145,83.4,79,115,68.7,20,69,29.0,1,2.5,1.1,-1.5,16,29,9,3,36,Ramon TerratsGetafe
Leverkusen,Martin Terrier,2577,fr FRA,"MF,FW",de Bundesliga,27,1997,6.5,163,199,81.9,2144,377,109,120,90.8,40,49,81.6,6,9,66.7,1,0.9,1.7,+0.1,8,6,5,1,14,Martin TerrierLeverkusen
Lyon,Tanner Tessmann,2578,us USA,MF,fr Ligue 1,22,2001,13.7,685,766,89.4,11703,2664,330,360,91.7,275,288,95.5,62,89,69.7,0,0.6,0.8,-0.6,7,64,3,0,56,Tanner TessmannLyon
Fulham,Kenny Tete,2579,nl NED,DF,eng Premier League,28,1995,19.7,772,956,80.8,12358,4026,405,443,91.4,285,353,80.7,61,108,56.5,2,0.9,0.7,+1.1,9,65,13,6,63,Kenny TeteFulham
Reims,Teddy Teuma,2580,mt MLT,MF,fr Ligue 1,30,1993,8.3,494,624,79.2,7958,2302,263,290,90.7,168,207,81.2,41,77,53.2,0,1.1,1.3,-1.1,13,41,9,4,47,Teddy TeumaReims
Monaco,Jordan Teze,2581,nl NED,DF,fr Ligue 1,24,1999,6.3,287,363,79.1,4858,1860,131,149,87.9,138,170,81.2,17,29,58.6,0,1.5,2.0,-1.5,13,28,9,3,31,Jordan TezeMonaco
Udinese,Florian Thauvin,2582,fr FRA,"FW,MF",it Serie A,31,1993,21.7,544,819,66.4,9660,3359,240,289,83.0,183,276,66.3,84,169,49.7,3,3.8,4.7,-0.8,39,58,43,20,90,Florian ThauvinUdinese
Eint Frankfurt,Arthur Theate,2583,be BEL,DF,de Bundesliga,24,2000,30.0,1539,1863,82.6,28003,10918,631,679,92.9,735,845,87.0,149,283,52.7,0,1.0,1.7,-1.0,13,184,22,5,171,Arthur TheateEint Frankfurt
Heidenheim,Norman Theuerkauf,2584,de GER,MF,de Bundesliga,37,1987,0.2,17,20,85.0,298,71,8,9,88.9,8,10,80.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,Norman TheuerkaufHeidenheim
Brentford,Thiago,2585,br BRA,"FW,MF",eng Premier League,23,2001,1.9,40,56,71.4,568,73,20,28,71.4,13,16,81.3,3,5,60.0,0,0.1,0.0,-0.1,2,2,2,0,4,ThiagoBrentford
Milan,Malick Thiaw,2586,de GER,DF,it Serie A,22,2001,20.1,1181,1269,93.1,23117,7754,340,357,95.2,708,737,96.1,118,147,80.3,0,0.1,0.2,-0.1,4,87,1,0,89,Malick ThiawMilan
Heidenheim,Denis Thomalla,2587,de GER,MF,de Bundesliga,31,1992,0.0,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Denis ThomallaHeidenheim
Leicester City,Luke Thomas,2588,eng ENG,DF,eng Premier League,23,2001,12.3,493,629,78.4,8065,2702,245,267,91.8,205,251,81.7,35,82,42.7,0,0.5,0.5,-0.5,9,32,5,2,37,Luke ThomasLeicester City
Nantes,Sorba Thomas,2589,wls WAL,"FW,MF",fr Ligue 1,24,1999,14.7,360,550,65.5,6320,2228,178,217,82.0,122,173,70.5,48,127,37.8,3,3.7,3.0,-0.7,36,27,24,17,34,Sorba ThomasNantes
Lens,Adrien Thomasson,2590,fr FRA,MF,fr Ligue 1,30,1993,29.1,1318,1612,81.8,20594,5103,696,790,88.1,472,561,84.1,97,142,68.3,7,6.0,5.2,+1.0,56,99,29,7,149,Adrien ThomassonLens
Genoa,Morten Thorsby,2591,no NOR,"MF,FW",it Serie A,28,1996,21.1,353,530,66.6,4602,1701,217,288,75.3,96,149,64.4,12,18,66.7,1,2.1,1.2,-1.1,27,45,10,1,58,Morten ThorsbyGenoa
Juventus,Khephren Thuram,2592,fr FRA,MF,it Serie A,23,2001,25.8,1228,1389,88.4,18876,4695,663,719,92.2,476,522,91.2,56,83,67.5,5,3.6,1.8,+1.4,25,124,19,0,123,Khephren ThuramJuventus
Inter,Marcus Thuram,2593,fr FRA,FW,it Serie A,26,1997,25.4,412,559,73.7,5263,1082,249,325,76.6,110,139,79.1,15,23,65.2,4,4.4,4.1,-0.4,39,24,27,4,53,Marcus ThuramInter
Hellas Verona,Cheikh Tidiane Niasse,2594,sn SEN,MF,it Serie A,24,2000,8.4,192,240,80.0,3132,544,92,111,82.9,73,90,81.1,18,22,81.8,0,0.1,0.3,-0.1,4,16,2,0,25,Cheikh Tidiane NiasseHellas Verona
Aston Villa,Youri Tielemans,2595,be BEL,MF,eng Premier League,27,1997,33.6,1694,2061,82.2,29049,10244,787,876,89.8,737,844,87.3,140,259,54.1,7,7.0,5.7,0.0,60,229,38,4,235,Youri TielemansAston Villa
Arsenal,Kieran Tierney,2596,sct SCO,"DF,FW",eng Premier League,27,1997,2.9,145,173,83.8,2325,699,69,73,94.5,65,78,83.3,8,15,53.3,0,1.4,0.7,-1.4,8,13,5,2,15,Kieran TierneyArsenal
Augsburg,Phillip Tietz,2597,de GER,FW,de Bundesliga,27,1997,18.7,300,481,62.4,4032,671,183,263,69.6,89,133,66.9,8,18,44.4,2,1.2,1.4,+0.8,22,18,9,1,29,Phillip TietzAugsburg
Arsenal,Jurrien Timber,2598,nl NED,DF,eng Premier League,23,2001,26.9,1194,1395,85.6,17327,4642,674,741,91.0,472,549,86.0,27,51,52.9,3,0.8,1.3,+2.2,17,107,17,2,146,Jurrien TimberArsenal
West Ham,Jean-Clair Todibo,2599,fr FRA,DF,eng Premier League,24,1999,20.3,951,1082,87.9,16772,5965,355,378,93.9,542,574,94.4,48,109,44.0,0,0.0,0.1,0.0,2,44,1,0,38,Jean-Clair TodiboWest Ham
Nott'ham Forest,Harry Toffolo,2600,eng ENG,DF,eng Premier League,28,1995,1.5,47,67,70.1,653,304,30,32,93.8,15,24,62.5,1,7,14.3,0,0.0,0.0,0.0,0,1,0,0,2,Harry ToffoloNott'ham Forest
